"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,160000,0,1920,3200,0
1.1,159442,391,984,3209,0
2.1,159189,592,454,3217,0
3.1,159056,681,261,3211,0
4.1,159049,721,321,3211,1
5.1,159027,748,664,3208,2
6.1,159011,794,1234,3210,2
7.1,159032,907,1927,3215,2
8.1,159035,1105,2499,3217,3
9.1,159045,1380,2974,3215,3
10.1,159021,1711,3405,3220,4
11.1,159070,2110,3821,3211,4
12.1,159079,2475,4491,3216,4
13.1,159070,2913,5399,3211,4
14.1,159101,3404,6556,3220,5
15.1,159111,3968,8049,3223,5
16.1,159109,4566,9735,3231,5
17.1,159089,5275,11640,3237,5
18.1,159141,6122,13928,3232,5
19.1,159084,7053,16412,3238,9
20.1,159080,8132,19259,3262,13
21.1,159110,9276,22618,3272,16
