"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
102.1,83768,801,76232,1577,85784,116433,160000
103.1,85014,770,74986,1460,81042,116670,160000
104.1,86275,723,73725,1400,76020,116882,160000
105.1,87521,722,72479,1299,70805,117074,160000
106.1,88780,692,71220,1206,65632,117244,160000
107.1,90013,653,69987,1137,60372,117428,160000
108.1,91253,622,68747,1095,55344,117601,160000
109.1,92549,585,67451,1049,50350,117775,160000
110.1,93762,549,66238,945,45720,117933,160000
111.1,95019,536,64981,902,41235,118068,160000
112.1,96179,514,63821,852,37053,118216,160000
113.1,97403,482,62597,872,33261,118356,160000
114.1,98645,457,61355,825,29720,118485,160000
115.1,99908,443,60092,761,26626,118604,160000
116.1,101171,433,58829,730,23684,118720,160000
117.1,102308,418,57692,690,21133,118833,160000
118.1,103492,393,56508,666,18775,118946,160000
119.1,104663,386,55337,634,16751,119044,160000
120.1,105844,369,54156,614,14895,119152,160000
121.1,107004,370,52996,597,13313,119235,160000
122.1,108115,363,51885,596,11968,119320,160000
123.1,109236,361,50764,629,10777,119409,160000
124.1,110321,344,49679,614,9724,119509,160000
125.1,111461,346,48539,595,8811,119594,160000
126.1,112558,342,47442,567,7956,119686,160000
127.1,113680,332,46320,560,7225,119781,160000
128.1,114749,324,45251,552,6564,119859,160000
129.1,115815,308,44185,536,6045,119949,160000
130.1,116868,298,43132,510,5588,120033,160000
131.1,117969,296,42031,470,5205,120107,160000
132.1,118987,280,41013,441,4877,120180,160000
133.1,120010,268,39990,443,4594,120250,160000
134.1,121056,266,38944,414,4351,120323,160000
135.1,122091,271,37909,397,4151,120382,160000
136.1,123113,255,36887,414,3934,120455,160000
137.1,124088,252,35912,405,3751,120518,160000
138.1,124994,232,35006,442,3636,120581,160000
139.1,125950,223,34050,421,3554,120659,160000
140.1,126906,230,33094,382,3491,120717,160000
141.1,127884,241,32116,381,3426,120759,160000
142.1,128804,235,31196,379,3366,120819,160000
143.1,129776,243,30224,377,3313,120871,160000
144.1,130612,228,29388,410,3276,120942,160000
145.1,131475,213,28525,399,3254,121018,160000
146.1,132363,222,27637,368,3255,121061,160000
147.1,133192,210,26808,374,3256,121117,160000
148.1,134011,202,25989,392,3251,121172,160000
149.1,134841,195,25159,380,3246,121228,160000
150.1,135691,191,24309,375,3253,121281,160000
151.1,136501,187,23499,353,3257,121333,160000
152.1,137245,166,22755,349,3266,121386,160000
153.1,137968,160,22032,318,3257,121434,160000
154.1,138694,164,21306,285,3267,121478,160000
155.1,139416,161,20584,265,3265,121521,160000
156.1,140135,154,19865,226,3262,121567,160000
157.1,140838,155,19162,202,3261,121609,160000
158.1,141528,135,18472,208,3268,121656,160000
159.1,142202,139,17798,215,3271,121690,160000
160.1,142874,137,17126,193,3269,121728,160000
161.1,143507,131,16493,200,3277,121759,160000
162.1,144143,132,15857,203,3284,121789,160000
163.1,144779,122,15221,202,3281,121826,160000
164.1,145394,122,14606,203,3292,121859,160000
165.1,145988,129,14012,203,3295,121884,160000
166.1,146460,130,13540,206,3296,121918,160000
167.1,147037,124,12963,198,3301,121947,160000
168.1,147526,124,12474,199,3304,121977,160000
169.1,148023,130,11977,178,3301,122004,160000
170.1,148565,138,11435,192,3294,122027,160000
171.1,149040,121,10960,224,3302,122064,160000
172.1,149475,107,10525,231,3295,122097,160000
173.1,149906,106,10094,222,3284,122126,160000
174.1,150377,102,9623,219,3277,122153,160000
175.1,150782,108,9218,205,3269,122175,160000
176.1,151143,110,8857,195,3278,122204,160000
177.1,151528,116,8472,188,3264,122228,160000
178.1,151904,108,8096,181,3262,122249,160000
179.1,152264,103,7736,174,3262,122274,160000
180.1,152599,94,7401,187,3253,122292,160000
181.1,152943,94,7057,181,3259,122314,160000
182.1,153275,95,6725,182,3251,122333,160000
183.1,153597,86,6403,175,3243,122348,160000
184.1,153894,90,6106,157,3243,122362,160000
185.1,154169,87,5831,154,3248,122369,160000
186.1,154430,82,5570,145,3252,122381,160000
187.1,154680,77,5320,130,3239,122385,160000
188.1,154924,78,5076,120,3246,122398,160000
189.1,155149,76,4851,119,3246,122398,160000
190.1,155357,77,4643,108,3247,122402,160000
191.1,155584,68,4416,115,3256,122397,160000
192.1,155803,71,4197,107,3249,122366,160000
193.1,156012,63,3988,109,3254,122339,160000
194.1,156194,64,3806,90,3255,122303,160000
195.1,156397,61,3603,90,3259,122244,160000
196.1,156589,55,3411,88,3252,122173,160000
197.1,156746,52,3254,92,3259,122070,160000
198.1,156876,50,3124,90,3251,121963,160000
199.1,157020,49,2980,84,3246,121812,160000
200.1,157180,48,2820,82,3249,121627,160000
201.1,157338,44,2662,85,3248,121402,160000
202.1,157469,41,2531,75,3255,121131,160000
203.1,157587,47,2413,63,3245,120819,160000
204.1,157683,50,2317,55,3254,120441,160000
205.1,157757,48,2243,68,3257,119985,160000
206.1,157842,42,2158,78,3253,119476,160000
207.1,157925,41,2075,93,3253,118873,160000
208.1,157988,41,2012,101,3258,118213,160000
209.1,158098,45,1902,99,3261,117451,160000
210.1,158209,49,1791,94,3261,116548,160000
211.1,158296,49,1704,93,3266,115553,160000
212.1,158363,52,1637,92,3259,114445,160000
213.1,158433,56,1567,85,3266,113225,160000
214.1,158496,51,1504,82,3259,111803,160000
215.1,158520,45,1480,91,3261,110313,160000
216.1,158601,47,1399,85,3266,108597,160000
217.1,158676,48,1324,75,3260,106812,160000
218.1,158736,43,1264,62,3260,104835,160000
219.1,158783,42,1217,57,3276,102681,160000
220.1,158834,39,1166,58,3276,100451,160000
221.1,158886,44,1114,62,3274,98039,160000
222.1,158891,39,1109,62,3280,95499,160000
223.1,158945,36,1055,66,3263,92853,160000
224.1,159001,44,999,69,3261,90051,160000
225.1,159037,43,963,67,3268,87216,160000
226.1,159046,43,954,74,3266,84315,160000
227.1,159083,38,917,75,3272,81329,160000
228.1,159099,37,901,66,3257,78323,160000
229.1,159142,37,858,74,3261,75208,160000
230.1,159189,35,811,88,3258,72033,160000
231.1,159229,33,771,100,3252,68873,160000
232.1,159243,41,757,99,3258,65604,160000
233.1,159278,47,722,102,3254,62522,160000
234.1,159276,51,724,102,3240,59533,160000
235.1,159265,59,735,99,3238,56501,160000
236.1,159311,62,689,103,3243,53502,160000
237.1,159345,62,655,122,3254,50542,160000
238.1,159378,70,622,132,3262,47690,160000
239.1,159377,75,623,161,3243,44894,160000
240.1,159424,88,576,168,3254,42296,160000
