"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
0.1,160000,0,0,1280,6400,0,167680
1.1,159418,270,582,661,6430,0,167091
2.1,159122,390,878,328,6445,0,166773
3.1,159000,445,1000,226,6463,0,166689
4.1,158929,462,1071,240,6464,0,166704
5.1,158982,479,1018,338,6453,0,166791
6.1,158944,517,1056,520,6457,0,166977
7.1,158983,570,1017,831,6464,0,167295
8.1,158957,644,1043,1284,6462,0,167746
9.1,158996,764,1004,1787,6468,0,168255
10.1,159001,933,999,2334,6481,1,168816
11.1,159007,1191,993,2816,6485,1,169302
12.1,159029,1506,971,3193,6469,2,169664
13.1,159000,1869,1000,3695,6459,2,170156
14.1,159012,2224,988,4315,6472,3,170790
15.1,159048,2637,952,5017,6473,4,171494
16.1,159031,3049,969,6237,6481,5,172723
17.1,159022,3509,978,7513,6473,5,173991
18.1,159050,4037,950,9050,6482,7,175539
19.1,159049,4639,951,10877,6523,9,177409
20.1,159060,5305,940,13184,6544,10,179738
21.1,159075,6001,925,16018,6552,14,182584
22.1,159042,6814,958,19001,6572,19,185592
23.1,158995,7686,1005,22456,6587,22,189065
24.1,158964,8630,1036,26061,6621,27,192709
25.1,158825,9617,1175,30159,6657,32,196848
26.1,158721,10650,1279,34310,6700,43,201053
27.1,158624,11773,1376,39034,6782,54,205870
28.1,158630,12961,1370,44664,6835,64,211563
29.1,158526,14250,1474,51140,6930,81,218151
30.1,158460,15538,1540,58086,7063,96,225245
31.1,158376,16874,1624,66127,7199,109,233435
32.1,158225,18257,1775,74596,7345,123,242064
33.1,158077,19771,1923,83307,7527,149,250983
34.1,157828,21181,2172,93069,7748,183,261000
35.1,157479,22614,2521,102383,8030,217,270630
36.1,157117,24023,2883,112771,8349,255,281375
37.1,156664,25438,3336,122595,8712,298,291605
38.1,156167,26908,3833,132922,9145,339,302406
39.1,155707,28422,4293,143346,9608,397,313351
40.1,155236,29902,4764,154374,10160,479,325013
41.1,154644,31370,5356,164939,10821,578,336338
42.1,153951,32693,6049,175861,11597,702,348160
43.1,153174,34031,6826,187461,12402,833,360696
44.1,152297,35309,7703,199550,13370,998,373918
45.1,151402,36607,8598,210794,14427,1186,386407
46.1,150418,37760,9582,221491,15643,1416,398550
47.1,149290,38924,10710,231492,17010,1705,410207
48.1,148006,39888,11994,240555,18556,2057,421168
49.1,146548,40781,13452,249028,20345,2487,431860
50.1,145094,41510,14906,256540,22358,2984,441882
51.1,143374,41994,16626,263452,24676,3621,451749
52.1,141557,42453,18443,269542,27246,4367,461155
53.1,139591,42727,20409,273879,29942,5278,469099
54.1,137591,42852,22409,276790,32973,6286,476049
55.1,135321,42795,24679,278396,36369,7528,482293
56.1,132854,42468,27146,278123,39976,8928,487027
57.1,130299,42073,29701,276644,43736,10556,490936
58.1,127528,41369,32472,274162,47838,12416,494416
59.1,124594,40487,35406,268970,52120,14471,495561
60.1,121633,39511,38367,263023,56601,16693,496317
61.1,118560,38403,41440,255694,61081,19147,495922
62.1,115274,37051,44726,246481,65690,21841,494012
63.1,111863,35507,48137,236269,70301,24716,491286
64.1,108607,34062,51393,225010,74966,27701,487677
65.1,105319,32447,54681,212708,79673,30827,483208
66.1,102016,30663,57984,199944,84050,34035,478029
67.1,98742,28912,61258,186592,88228,37360,472180
68.1,95578,27217,64422,172499,92404,40667,465570
69.1,92525,25429,67475,158800,96276,44050,459126
70.1,89632,23787,70368,145290,99912,47291,452493
71.1,86877,22218,73123,132681,103330,50529,446540
72.1,84334,20705,75666,120539,106509,53685,440733
73.1,81925,19217,78075,108574,109456,56743,434773
74.1,79668,17849,80332,97911,112172,59710,429793
75.1,77665,16736,82335,87255,114589,62482,424326
76.1,75755,15602,84245,78848,116798,65156,420802
77.1,74129,14550,85871,70896,118859,67734,417489
78.1,72582,13529,87418,63140,120722,70229,414091
79.1,71188,12558,88812,56538,122248,72534,411320
80.1,69986,11795,90014,50523,123782,74754,409059
81.1,68876,11006,91124,45369,125076,76859,407304
82.1,68086,10314,91914,41032,126213,78797,406042
83.1,67220,9612,92780,37010,127329,80677,405016
84.1,66608,9038,93392,33235,128238,82429,403902
85.1,66097,8571,93903,30253,128938,84090,403281
86.1,65590,8006,94410,27441,129565,85710,402716
87.1,65237,7570,94763,25063,130048,87217,402328
88.1,64880,7157,95120,22904,130395,88669,401968
89.1,64806,6865,95194,20569,130697,89979,401245
90.1,64699,6523,95301,18531,130743,91322,400596
91.1,64672,6140,95328,16753,130757,92586,400096
92.1,64849,5865,95151,15552,130568,93718,399838
93.1,65040,5521,94960,14316,130218,94896,399430
94.1,65266,5202,94734,13511,129713,96008,399232
95.1,65495,4900,94505,12780,129013,97092,398885
96.1,65938,4728,94062,11906,128098,98025,398029
97.1,66415,4553,93585,11316,126968,98960,397244
98.1,66961,4362,93039,10822,125595,99865,396282
99.1,67541,4191,92459,10297,124069,100686,395052
100.1,68032,4046,91968,9573,122305,101539,393417
101.1,68679,3903,91321,9000,120307,102313,391620
102.1,69244,3708,90756,8615,117951,103051,389617
103.1,69938,3547,90062,8116,115359,103780,387255
104.1,70624,3379,89376,7846,112414,104485,384745
105.1,71363,3256,88637,7410,109347,105184,381941
106.1,72062,3128,87938,7046,106072,105835,378953
107.1,72834,2979,87166,6684,102561,106493,375738
108.1,73752,2898,86248,6199,98784,107085,372068
109.1,74581,2817,85419,5929,94828,107684,368441
110.1,75429,2749,84571,5629,90718,108239,364586
111.1,76367,2722,83633,5244,86399,108795,360438
112.1,77265,2621,82735,5046,81968,109314,356328
113.1,78141,2554,81859,4725,77548,109851,352124
114.1,79027,2480,80973,4590,73120,110338,348048
115.1,79979,2380,80021,4523,68683,110857,344063
116.1,80947,2306,79053,4425,64240,111352,340017
117.1,81877,2211,78123,4370,60042,111886,336298
118.1,82833,2164,77167,4237,56041,112358,332636
119.1,83755,2113,76245,4084,52268,112785,329137
120.1,84758,2106,75242,3993,48394,113196,325583
121.1,85706,2097,74294,3900,44905,113590,322395
122.1,86748,2108,73252,3685,41634,114000,319319
123.1,87741,2078,72259,3644,38547,114403,316594
124.1,88738,2054,71262,3521,35648,114821,313990
125.1,89677,1978,70323,3501,32995,115260,311756
126.1,90619,1953,69381,3469,30586,115662,309717
127.1,91625,1932,68375,3385,28260,116068,307713
128.1,92581,1910,67419,3359,26199,116458,306016
129.1,93575,1886,66425,3282,24268,116843,304393
130.1,94569,1870,65431,3299,22455,117237,302991
131.1,95562,1873,64438,3324,20807,117606,301737
132.1,96581,1858,63419,3192,19271,117963,300426
133.1,97604,1840,62396,3036,17874,118336,299246
134.1,98533,1769,61467,3030,16538,118715,298283
135.1,99592,1721,60408,2907,15360,119085,297352
136.1,100545,1708,59455,2813,14289,119453,296555
137.1,101474,1669,58526,2878,13310,119817,296005
138.1,102443,1621,56663,2867,12433,120170,295470
139.1,103467,1621,56533,2739,11633,120509,294881
140.1,104505,1617,55495,2684,10910,120846,294440
141.1,105470,1591,54530,2681,10284,121167,294132
142.1,106406,1563,53594,2561,9719,121499,293779
143.1,107425,1534,52575,2533,9182,121822,293537
144.1,108382,1496,51618,2467,8727,122143,293337
145.1,109406,1473,50594,2439,8315,122455,293209
146.1,110327,1450,49673,2390,7981,122766,293137
147.1,111333,1439,48667,2298,7662,123074,293034
148.1,112275,1386,47725,2256,7442,123375,293073
149.1,113181,1371,46819,2181,7259,123675,293115
150.1,114103,1315,45897,2217,7115,123966,293298
151.1,115048,1302,44952,2183,6990,124237,293410
152.1,115953,1306,44047,2201,6902,124511,293614
153.1,116835,1287,43165,2193,6821,124793,293807
154.1,117722,1283,42278,2122,6735,125081,293938
155.1,118615,1272,41385,2003,6677,125310,293990
156.1,119563,1239,40437,2062,6650,125583,294295
157.1,120393,1195,39607,2162,6596,125867,294625
158.1,121195,1165,38805,2019,6572,126156,294747
159.1,122080,1168,37920,1933,6534,126381,294848
160.1,122978,1187,37022,1899,6506,126622,295027
161.1,123823,1164,36177,1913,6496,126865,295274
162.1,124657,1141,35343,1913,6490,127091,295494
163.1,125528,1079,34472,1936,6479,127344,295759
164.1,126320,1073,33680,1853,6472,127570,295895
165.1,127054,1060,32946,1834,6459,127821,296114
166.1,127865,1036,32135,1787,6456,128060,296303
167.1,128606,1053,31394,1714,6460,128251,296425
168.1,129440,1030,30560,1690,6455,128465,296610
169.1,130218,1037,29782,1648,6471,128655,296774
170.1,130985,1007,29015,1728,6463,128878,297069
171.1,131684,954,28316,1788,6469,129109,297366
172.1,132425,947,27575,1630,6493,129328,297451
173.1,133150,949,26850,1576,6502,129522,297600
174.1,133796,928,26204,1572,6501,129714,297787
175.1,134455,933,25545,1595,6492,129916,298003
176.1,135132,911,24868,1506,6507,130142,298155
177.1,135807,890,24193,1446,6516,130349,298311
178.1,136516,897,23484,1392,6512,130522,298426
179.1,137179,845,22821,1350,6515,130712,298577
180.1,137851,824,22149,1205,6522,130901,298628
181.1,138476,786,21524,1195,6516,131084,298795
182.1,139083,737,20917,1202,6514,131270,298986
183.1,139736,734,20264,1101,6514,131420,299035
184.1,140320,715,19680,1080,6519,131574,299173
185.1,140891,674,19109,1045,6517,131728,299290
186.1,141450,659,18550,1023,6528,131863,299414
187.1,142010,619,17990,1028,6535,132012,299575
188.1,142585,630,17415,958,6529,132146,299633
189.1,143130,630,16870,931,6496,132270,299697
190.1,143667,612,16333,906,6488,132391,299785
191.1,144196,604,15804,860,6481,132510,299851
192.1,144694,578,15306,761,6499,132618,299878
193.1,145128,549,14872,692,6491,132728,299911
194.1,145636,535,14364,719,6485,132812,300016
195.1,146085,492,13915,747,6470,132925,300142
196.1,146541,488,13459,759,6479,132996,300234
197.1,146989,472,13011,701,6477,133057,300235
198.1,147455,462,12545,742,6458,133114,300314
199.1,147850,459,12150,750,6450,133134,300334
200.1,148295,459,11705,721,6452,133163,300336
201.1,148588,439,11412,688,6445,133179,300312
202.1,149039,434,10961,683,6447,133182,300312
203.1,149399,427,10601,637,6451,133153,300241
204.1,149753,428,10247,610,6439,133093,300142
205.1,150115,427,9885,586,6455,133007,300048
206.1,150448,384,9552,540,6439,132920,299899
207.1,150816,395,9184,498,6442,132737,299677
208.1,151156,375,8844,502,6439,132537,299478
209.1,151413,355,8587,487,6457,132301,299245
210.1,151723,340,8277,448,6436,132023,298907
211.1,152033,329,7967,458,6447,131682,298587
212.1,152354,317,7646,451,6441,131291,298183
213.1,152623,313,7377,440,6458,130819,297717
214.1,152901,287,7099,434,6467,130268,297169
215.1,153143,272,6857,409,6462,129649,296520
216.1,153381,275,6619,415,6436,129021,295872
217.1,153621,265,6379,383,6450,128268,295101
218.1,153858,256,6142,383,6466,127382,294231
219.1,154127,258,5873,361,6455,126437,293253
220.1,154331,268,5669,356,6464,125286,292106
221.1,154540,259,5460,340,6479,124157,290976
222.1,154749,257,5251,343,6486,122936,289765
223.1,154977,246,5023,342,6493,121571,288406
224.1,155121,224,4879,339,6485,120177,287001
225.1,155306,223,4694,334,6482,118706,285522
226.1,155478,226,4522,306,6506,117085,283897
227.1,155682,218,4318,310,6496,115301,282107
228.1,155845,213,4155,270,6500,113431,280201
229.1,155986,218,4014,281,6501,111495,278277
230.1,156131,208,3869,341,6507,109433,276281
231.1,156274,207,3726,338,6504,107359,274201
232.1,156428,220,3572,339,6496,105125,271960
233.1,156561,219,3439,366,6495,102902,269763
234.1,156714,221,3286,393,6507,100572,267472
235.1,156857,241,3143,449,6507,98153,265109
236.1,156944,231,3056,424,6510,95705,262639
237.1,157038,247,2962,407,6496,93262,260165
238.1,157179,255,2821,384,6513,90891,257788
239.1,157310,267,2690,364,6503,88497,255364
240.1,157392,274,2608,415,6493,86034,252942
