"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
54.1,140939,43861,19061,273520,15858,3272,452650
55.1,139014,44108,20986,277907,17553,3965,459425
56.1,136981,44300,23019,282216,19535,4823,466574
57.1,134881,44396,25119,284482,21706,5769,471957
58.1,132573,44289,27427,284792,24122,6888,475802
59.1,130139,44034,29861,285664,26748,8194,480606
60.1,127523,43488,32477,283542,29515,9680,482737
61.1,124784,42773,35216,279823,32338,11378,483539
62.1,121879,41960,38121,274600,35339,13269,483208
63.1,118933,40991,41067,268539,38558,15309,482406
64.1,115827,39711,44173,261778,41850,17633,481261
65.1,112658,38384,47342,253556,45173,20110,478839
66.1,109441,37049,50559,244434,48405,22759,475598
67.1,106227,35501,53773,234015,51730,25521,471266
68.1,102941,33852,57059,223336,55059,28378,466773
69.1,99787,32378,60213,211761,58328,31148,461237
70.1,96656,30700,63344,200057,61553,34222,455832
71.1,93602,29102,66398,187741,64656,37172,449569
72.1,90601,27443,69399,174901,67727,40268,442896
73.1,87764,25865,72236,161978,70588,43278,435844
74.1,85116,24262,74884,149421,73393,46235,429049
75.1,82592,22896,77408,137646,76022,49193,422861
76.1,80155,21522,79845,127016,78416,52101,417533
77.1,77749,20045,82251,116376,80756,55029,412161
78.1,75602,18746,84398,105924,82785,57761,406470
79.1,73649,17565,86351,96252,84636,60444,401332
80.1,71829,16409,88171,87242,86396,63117,396755
81.1,70177,15344,89823,78457,87999,65572,392028
82.1,68622,14366,91378,70877,89457,67963,388297
83.1,67250,13485,92750,64412,90780,70256,385448
84.1,65893,12620,94107,58172,91935,72439,382546
85.1,64742,11742,95258,52558,92974,74627,380159
86.1,63687,10953,96313,47754,93961,76693,378408
87.1,62796,10260,97204,43305,94771,78610,376686
88.1,62010,9584,97990,39510,95514,80514,375538
89.1,61407,9083,98593,35686,96059,82193,373938
90.1,60848,8514,99152,32099,96526,83915,372540
91.1,60388,8024,99612,28850,96867,85476,371193
92.1,59996,7575,100004,25807,97143,86977,369927
93.1,59826,7165,100174,23596,97210,88407,369213
94.1,59665,6803,100335,21426,97207,89785,368418
95.1,59587,6424,100413,19545,97110,91115,367770
96.1,59517,6133,100483,17925,96896,92326,367147
97.1,59657,5861,100343,16668,96472,93480,366620
98.1,59768,5519,100232,15381,96029,94659,366069
99.1,60004,5239,99996,14278,95378,95725,365381
100.1,60224,5006,99776,13319,94528,96769,364616
101.1,60554,4791,99446,12455,93436,97768,363659
102.1,60905,4504,99095,11734,92181,98762,362677
103.1,61294,4301,98706,11042,90723,99697,361462
104.1,61770,4206,98230,10261,89083,100538,359882
105.1,62251,4060,97749,9657,87219,101390,358266
106.1,62739,3933,97261,9023,85230,102199,356452
107.1,63326,3760,96674,8534,82994,102973,354501
108.1,63890,3574,96110,8031,80535,103724,352290
109.1,64553,3473,95447,7580,78044,104424,350048
110.1,65186,3314,94814,6968,75316,105168,347452
111.1,65908,3194,94092,6627,72441,105871,344939
112.1,66625,3015,93375,6259,69530,106547,342336
113.1,67381,2944,92619,5927,66515,107159,339601
114.1,68146,2820,91854,5707,63301,107761,336769
115.1,68975,2703,91025,5436,60087,108341,333864
116.1,69821,2625,90179,5232,56904,108883,331019
117.1,70676,2537,89324,5038,53810,109452,328300
118.1,71604,2488,88396,4836,50646,109976,325458
119.1,72509,2446,87491,4626,47613,110485,322724
120.1,73416,2417,86584,4366,44610,110983,319959
121.1,74344,2394,85656,4238,41676,111453,317367
122.1,75240,2286,84760,4170,38993,111953,315116
123.1,76205,2223,83795,4126,36330,112395,312851
124.1,77141,2149,82859,4108,33728,112878,310714
125.1,78018,2112,81982,4050,31379,113308,308737
126.1,78962,2081,81038,3872,29179,113728,306779
127.1,79862,2086,80138,3765,27036,114133,304934
128.1,80910,2083,79090,3763,25083,114513,303359
129.1,81789,2060,78211,3710,23289,114935,301934
130.1,82700,2018,77300,3676,21593,115361,300630
131.1,83641,1990,76359,3442,19978,115782,299202
132.1,84624,1967,75376,3320,18509,116177,298006
133.1,85606,1952,74394,3212,17113,116570,296895
134.1,86605,1921,73395,3143,15863,116943,295949
135.1,87555,1857,72445,3079,14762,117351,295192
136.1,88530,1821,71470,3030,13656,117737,294423
137.1,89548,1801,70452,2988,12632,118106,293726
138.1,90438,1745,69562,2884,11712,118504,293100
139.1,91372,1688,68628,2900,10822,118877,292599
140.1,92290,1648,67710,2787,10084,119237,292108
141.1,93252,1638,66748,2802,9427,119586,291815
142.1,94193,1600,65807,2722,8841,119922,291485
143.1,95138,1586,64862,2623,8245,120267,291135
144.1,96081,1566,63919,2598,7713,120589,290900
145.1,97020,1538,62980,2509,7175,120914,290598
146.1,97909,1515,62091,2506,6684,121241,290431
147.1,98937,1490,61063,2377,6273,121535,290185
148.1,99838,1454,60162,2280,5894,121861,290035
149.1,100776,1408,59224,2124,5547,122172,289843
150.1,101726,1394,58274,2142,5235,122467,289844
151.1,102631,1329,57369,2228,4955,122768,289951
152.1,103517,1285,56483,2210,4720,123065,289995
153.1,104454,1265,55546,2067,4477,123351,289895
154.1,105354,1256,54646,2040,4272,123615,289927
155.1,106347,1233,53653,1999,4091,123861,289951
156.1,107274,1220,52726,1993,3961,124100,290054
157.1,108136,1182,51864,1957,3849,124353,290159
158.1,109078,1164,50922,1899,3724,124606,290229
159.1,109942,1145,50058,1760,3638,124882,290280
160.1,110879,1118,49121,1828,3569,125114,290511
161.1,111765,1096,48235,1780,3513,125370,290663
162.1,112565,1068,47435,1745,3451,125611,290807
163.1,113448,1050,46552,1611,3396,125849,290856
164.1,114261,1023,45739,1537,3353,126074,290964
165.1,115098,999,44902,1435,3310,126300,291045
166.1,115933,998,44067,1411,3290,126502,291203
167.1,116779,935,43221,1439,3264,126733,291436
168.1,117612,882,42388,1412,3266,126954,291632
169.1,118459,852,41541,1450,3261,127158,291869
170.1,119330,831,40670,1464,3256,127329,292049
171.1,120088,821,39912,1380,3255,127529,292164
172.1,120917,810,39083,1340,3258,127705,292303
173.1,121759,822,38241,1321,3267,127869,292457
174.1,122523,832,37477,1207,3275,128021,292503
175.1,123307,820,36693,1204,3267,128192,292663
176.1,124039,802,35961,1129,3273,128356,292758
177.1,124799,749,35201,1095,3270,128524,292889
178.1,125617,746,34383,1060,3278,128675,293013
179.1,126351,710,33649,1064,3273,128847,293184
180.1,127123,709,32877,1067,3264,128986,293317
181.1,127948,688,32052,1089,3269,129150,293508
182.1,128672,665,31328,1080,3279,129308,293667
183.1,129350,657,30650,1102,3293,129442,293837
184.1,130056,634,29944,1072,3290,129595,293957
185.1,130773,638,29227,957,3283,129726,293966
186.1,131426,617,28574,930,3275,129851,294056
187.1,132080,602,27920,959,3271,129982,294212
188.1,132750,595,27250,948,3281,130096,294325
189.1,133420,579,26580,893,3280,130222,294395
190.1,134111,551,25889,869,3291,130346,294506
191.1,134760,552,25240,828,3283,130453,294564
192.1,135423,554,24577,784,3285,130552,294621
193.1,136043,538,23957,748,3283,130670,294701
194.1,136665,506,23335,720,3274,130768,294762
195.1,137254,485,22746,756,3279,130856,294891
196.1,137873,472,22127,752,3273,130946,294971
197.1,138411,451,21589,807,3283,131041,295131
198.1,138955,421,21045,829,3262,131114,295205
199.1,139529,426,20471,794,3259,131173,295226
200.1,140066,446,19934,731,3257,131199,295187
201.1,140631,451,19369,686,3245,131246,295177
202.1,141148,450,18852,669,3253,131267,295189
203.1,141686,445,18314,681,3251,131273,295205
204.1,142223,443,17777,685,3251,131263,295199
205.1,142683,417,17317,690,3254,131257,295201
206.1,143199,426,16801,709,3249,131202,295160
207.1,143620,408,16380,681,3253,131190,295124
208.1,144089,402,15911,645,3259,131109,295013
209.1,144552,398,15448,617,3263,130993,294873
210.1,144972,378,15028,594,3246,130886,294726
211.1,145391,384,14609,599,3242,130692,294533
212.1,145812,385,14188,604,3257,130463,294324
213.1,146199,370,13801,638,3254,130216,294108
214.1,146578,374,13422,608,3249,129887,293744
215.1,146996,362,13004,644,3251,129530,293425
216.1,147383,363,12617,644,3247,129124,293015
217.1,147736,349,12264,635,3265,128650,292550
218.1,148147,360,11853,626,3268,128109,292003
219.1,148537,359,11463,553,3255,127491,291299
220.1,148887,368,11113,500,3252,126780,290532
221.1,149230,364,10770,476,3254,126025,289755
222.1,149562,364,10438,522,3255,125144,288921
223.1,149821,338,10179,565,3254,124196,288015
224.1,150185,325,9815,576,3260,123174,287010
225.1,150451,333,9549,539,3254,122082,285875
226.1,150735,337,9265,559,3263,120894,284716
227.1,151035,340,8965,554,3259,119537,283350
228.1,151288,339,8712,541,3259,118053,281853
229.1,151597,343,8403,497,3263,116531,280291
230.1,151873,338,8127,503,3254,114925,278682
231.1,152115,324,7885,508,3263,113263,277034
232.1,152379,315,7621,488,3270,111385,275143
233.1,152636,306,7364,486,3268,109512,273266
234.1,152906,300,7094,530,3271,107552,271353
235.1,153162,289,6838,507,3276,105508,269291
236.1,153411,301,6589,497,3264,103458,267219
237.1,153616,300,6384,511,3264,101322,265097
238.1,153780,304,6220,495,3267,99108,262870
239.1,154013,301,5987,498,3272,96896,260666
240.1,154205,315,5795,521,3272,94647,258440
