"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,640000,0,3200,12800,0
1.1,637801,1121,1129,12838,0
2.1,636711,1513,394,12841,0
3.1,636342,1639,244,12844,1
4.1,636144,1684,593,12853,1
5.1,636043,1719,1584,12835,1
6.1,636124,1854,3052,12839,2
7.1,636150,2238,4512,12848,2
8.1,636201,2922,5626,12839,2
9.1,636226,3792,6454,12849,2
10.1,636189,4812,7228,12853,2
11.1,636207,5842,8327,12846,4
12.1,636301,6927,10187,12850,6
13.1,636244,8147,12762,12860,9
14.1,636376,9530,16312,12874,14
15.1,636406,11204,20510,12869,20
16.1,636418,13153,25315,12865,26
17.1,636458,15427,30799,12883,36
18.1,636422,17949,37079,12910,44
19.1,636421,20615,44353,12929,49
20.1,636395,23623,52835,12957,52
21.1,636376,26830,62883,13006,59
22.1,636376,30448,74102,13031,72
23.1,636273,34174,87151,13086,87
24.1,635883,38110,101433,13198,114
25.1,635492,42036,116704,13279,133
26.1,635069,46373,133126,13416,162
27.1,634750,51166,151454,13516,201
28.1,634509,56242,172030,13673,245
29.1,634216,61663,194617,13870,279
30.1,633943,67201,219404,14173,329
31.1,633252,72725,245677,14524,393
32.1,632442,78221,272965,15007,446
33.1,631382,83854,301579,15560,517
34.1,630335,89708,331688,16211,596
35.1,629124,95687,362354,16878,693
36.1,627774,101605,394377,17656,794
37.1,626197,107703,427099,18583,933
38.1,624449,113733,460490,19642,1090
39.1,622433,119736,494524,20860,1277
40.1,620142,125645,528276,22308,1498
41.1,617396,131408,562781,23873,1758
42.1,614621,136927,596604,25722,2072
43.1,611451,142233,631015,27848,2463
44.1,607950,147434,664787,30347,2940
45.1,604105,152308,696968,33113,3506
46.1,599772,157011,728699,36264,4180
47.1,595165,161406,758555,39951,5022
48.1,590084,165133,787027,44037,6011
49.1,584605,168825,813911,48736,7174
50.1,578767,172102,839106,54066,8681
