"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
114.1,7702,27,28,1563,7384
115.1,7791,26,30,1381,7393
116.1,7855,26,27,1217,7403
117.1,7945,30,26,1056,7405
118.1,8032,32,25,922,7409
119.1,8099,31,34,830,7418
120.1,8168,26,33,732,7426
121.1,8237,31,27,635,7433
122.1,8309,32,24,559,7438
123.1,8374,25,27,520,7449
124.1,8439,25,26,469,7456
125.1,8506,23,29,438,7465
126.1,8561,26,27,409,7470
127.1,8635,27,29,403,7473
128.1,8704,27,24,401,7479
129.1,8762,21,23,401,7487
130.1,8817,20,20,402,7492
131.1,8876,18,20,402,7498
132.1,8920,16,23,402,7504
133.1,8981,14,28,402,7508
134.1,9037,16,19,404,7513
135.1,9079,13,16,402,7520
136.1,9115,17,11,401,7522
137.1,9173,17,11,403,7524
138.1,9215,16,11,404,7528
139.1,9256,14,10,403,7535
140.1,9298,14,12,405,7537
141.1,9334,10,16,403,7542
142.1,9371,7,17,402,7547
143.1,9412,9,14,406,7549
144.1,9451,10,12,403,7551
145.1,9474,10,15,404,7554
146.1,9504,8,14,408,7556
147.1,9548,6,14,409,7559
148.1,9580,4,14,407,7564
149.1,9595,6,7,403,7565
150.1,9632,7,3,400,7568
151.1,9646,5,2,401,7570
152.1,9676,5,1,402,7571
153.1,9705,2,4,403,7575
154.1,9720,2,3,405,7576
155.1,9736,1,2,405,7577
156.1,9765,1,1,404,7577
157.1,9771,0,1,409,7578
158.1,9791,0,0,413,7578
159.1,9805,0,0,412,7578
160.1,9820,0,0,412,7578
161.1,9826,0,0,412,7578
162.1,9842,0,0,412,7578
163.1,9859,0,0,412,7578
164.1,9868,0,0,412,7577
165.1,9871,0,0,412,7577
166.1,9877,0,0,412,7577
167.1,9896,0,0,411,7577
168.1,9896,0,0,411,7577
169.1,9893,0,0,410,7577
170.1,9900,0,0,407,7577
171.1,9902,0,0,407,7577
172.1,9913,0,0,408,7577
173.1,9922,0,0,406,7577
174.1,9918,0,0,403,7577
175.1,9926,0,0,404,7577
176.1,9933,0,0,403,7577
177.1,9932,0,0,403,7577
178.1,9944,0,0,401,7577
179.1,9944,0,0,403,7576
180.1,9944,0,0,403,7576
181.1,9947,0,0,402,7576
182.1,9949,0,0,401,7575
183.1,9958,0,0,402,7574
184.1,9955,0,0,402,7574
185.1,9950,0,0,404,7572
186.1,9947,0,0,402,7571
187.1,9955,0,0,402,7569
188.1,9958,0,0,403,7565
189.1,9961,0,0,404,7562
190.1,9959,0,0,406,7559
191.1,9963,0,0,403,7555
192.1,9968,0,0,405,7550
193.1,9966,0,0,406,7545
194.1,9964,0,0,402,7539
195.1,9968,0,0,398,7535
196.1,9969,0,0,404,7520
197.1,9969,0,0,402,7505
198.1,9976,0,0,403,7501
199.1,9969,0,0,403,7487
200.1,9971,0,0,405,7470
201.1,9981,0,0,405,7452
202.1,9982,0,0,407,7437
203.1,9976,0,0,407,7406
204.1,9978,0,0,410,7363
205.1,9976,0,0,412,7331
206.1,9982,0,0,411,7297
207.1,9979,0,0,406,7250
208.1,9976,0,0,405,7204
209.1,9975,0,0,405,7146
210.1,9981,0,0,404,7087
211.1,9981,0,0,403,7018
212.1,9978,0,0,403,6927
213.1,9977,0,0,402,6836
214.1,9975,0,0,402,6746
215.1,9978,0,0,400,6629
216.1,9978,0,0,403,6507
217.1,9976,0,0,404,6366
218.1,9980,0,0,406,6233
219.1,9980,0,0,408,6075
220.1,9980,0,0,405,5905
221.1,9985,0,0,401,5766
222.1,9979,0,0,403,5584
223.1,9974,0,0,400,5412
224.1,9979,0,0,400,5210
225.1,9978,0,0,402,5034
226.1,9978,0,0,402,4843
227.1,9977,0,0,401,4621
228.1,9990,0,0,404,4401
229.1,9984,0,0,404,4197
230.1,9985,0,0,403,3999
231.1,9985,0,0,403,3812
232.1,9991,0,0,402,3597
233.1,9985,0,0,401,3384
234.1,9983,0,0,402,3199
235.1,9983,0,0,402,3033
236.1,9980,0,0,406,2851
237.1,9979,0,0,405,2657
238.1,9984,0,0,404,2498
239.1,9982,0,0,404,2324
240.1,9982,0,0,404,2174
