"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,10000,0,100,400,0
1.1,9967,36,33,403,0
2.1,9948,44,15,406,0
3.1,9936,47,8,405,0
4.1,9940,49,19,404,0
5.1,9925,48,41,400,0
6.1,9937,54,71,400,0
7.1,9945,63,95,405,0
8.1,9939,84,105,403,0
9.1,9938,102,119,409,0
10.1,9942,121,142,410,1
11.1,9940,141,159,410,2
12.1,9937,163,194,409,2
13.1,9934,197,216,419,2
14.1,9944,231,254,419,2
15.1,9941,268,298,418,2
16.1,9940,300,366,419,2
17.1,9939,333,458,412,2
18.1,9930,375,553,419,5
19.1,9943,439,630,426,5
20.1,9949,498,718,433,5
21.1,9945,580,821,428,5
22.1,9944,646,952,431,5
23.1,9943,722,1107,435,5
24.1,9939,778,1270,447,8
25.1,9919,847,1443,459,8
26.1,9906,938,1601,474,8
27.1,9891,1027,1829,494,10
28.1,9898,1131,2041,510,11
29.1,9894,1248,2285,529,14
30.1,9890,1378,2565,544,17
31.1,9876,1506,2912,566,19
32.1,9861,1594,3250,592,21
33.1,9835,1705,3546,620,29
34.1,9807,1816,3909,660,34
35.1,9781,1927,4287,703,38
36.1,9747,2025,4731,746,45
37.1,9709,2131,5120,792,51
38.1,9658,2235,5437,864,65
39.1,9616,2349,5805,949,77
40.1,9575,2464,6166,1036,102
41.1,9529,2580,6543,1127,116
42.1,9453,2686,6867,1237,134
43.1,9354,2776,7234,1356,161
44.1,9284,2869,7551,1521,196
45.1,9184,2911,7896,1704,241
46.1,9068,2990,8160,1921,296
47.1,8943,3048,8473,2147,369
48.1,8795,3056,8574,2395,454
49.1,8632,3063,8734,2690,546
50.1,8465,3066,8789,2987,659
51.1,8271,3042,8757,3327,812
52.1,8073,2994,8596,3706,990
53.1,7839,2878,8394,4108,1181
54.1,7591,2773,8113,4551,1420
55.1,7321,2637,7808,4978,1669
56.1,7040,2483,7426,5434,1943
57.1,6761,2339,6978,5854,2253
58.1,6472,2164,6566,6276,2563
59.1,6201,1998,5902,6680,2898
60.1,5955,1868,5386,7071,3217
61.1,5675,1647,4851,7389,3594
62.1,5428,1493,4299,7697,3909
63.1,5216,1347,3759,7961,4204
64.1,5042,1217,3268,8220,4460
65.1,4872,1075,2785,8455,4732
66.1,4715,933,2375,8644,4984
67.1,4591,814,2031,8804,5203
68.1,4497,692,1729,8933,5413
69.1,4414,620,1477,9044,5591
70.1,4387,552,1240,9145,5766
71.1,4360,489,1073,9248,5906
72.1,4326,417,906,9303,6043
73.1,4335,359,742,9350,6172
74.1,4359,320,626,9373,6263
75.1,4407,292,545,9396,6357
76.1,4485,288,462,9420,6418
77.1,4519,265,408,9441,6494
78.1,4568,230,360,9443,6566
79.1,4623,204,316,9438,6626
80.1,4684,192,282,9429,6676
81.1,4752,176,249,9419,6732
82.1,4826,168,214,9403,6776
83.1,4910,157,181,9376,6819
84.1,5009,144,161,9331,6851
85.1,5094,131,156,9290,6888
86.1,5183,117,149,9227,6923
87.1,5256,109,128,9171,6955
88.1,5343,99,130,9077,6986
89.1,5426,104,127,8966,7012
90.1,5523,102,117,8834,7036
91.1,5613,89,96,8701,7069
92.1,5697,73,89,8575,7098
93.1,5797,66,79,8381,7120
94.1,5892,61,70,8157,7146
95.1,6000,60,58,7933,7163
96.1,6116,58,52,7681,7178
97.1,6224,66,49,7403,7188
98.1,6327,60,58,7104,7197
99.1,6435,56,62,6803,7214
100.1,6511,53,58,6437,7230
101.1,6589,50,50,6058,7250
102.1,6678,47,52,5707,7263
103.1,6776,49,47,5289,7276
104.1,6859,50,39,4857,7291
105.1,6967,46,42,4428,7304
106.1,7054,41,39,4002,7317
107.1,7136,35,39,3598,7332
108.1,7211,36,37,3225,7339
109.1,7304,33,43,2867,7347
110.1,7382,26,40,2549,7358
111.1,7466,29,30,2254,7362
112.1,7542,29,25,2016,7370
113.1,7619,27,26,1771,7376
