"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,160000,0,1920,3200,0
1.1,159412,392,926,3205,0
2.1,159147,600,432,3209,0
3.1,159061,669,264,3208,0
4.1,159071,712,331,3209,0
5.1,159054,740,657,3213,0
6.1,158993,780,1234,3213,0
7.1,159027,889,1912,3209,0
8.1,159023,1097,2461,3217,0
9.1,159076,1390,2930,3215,1
10.1,159036,1741,3251,3214,1
11.1,159059,2079,3693,3208,1
12.1,159078,2470,4294,3214,2
13.1,159066,2890,5110,3221,3
14.1,159015,3359,6252,3214,4
15.1,159025,3931,7713,3216,6
16.1,159101,4545,9414,3216,6
17.1,159123,5255,11264,3227,6
18.1,159142,6098,13294,3244,13
19.1,159080,7004,15755,3258,15
20.1,159042,7980,18747,3275,18
21.1,159055,9081,22023,3306,23
22.1,159045,10300,25992,3324,28
23.1,159003,11599,30186,3347,31
24.1,158866,12970,34828,3377,37
25.1,158648,14300,39627,3417,49
26.1,158471,15745,44932,3481,56
27.1,158415,17340,51186,3529,66
28.1,158365,19090,58061,3588,75
29.1,158286,21092,65465,3710,87
30.1,158160,23018,74100,3836,99
31.1,158025,25029,83352,3970,116
32.1,157827,27144,92768,4141,139
33.1,157463,29205,102649,4361,165
34.1,157014,31276,113572,4596,204
35.1,156690,33344,125100,4872,247
36.1,156217,35409,136827,5254,309
37.1,155694,37621,148555,5680,381
38.1,155109,39838,160430,6192,464
39.1,154461,41927,172796,6809,578
40.1,153623,43950,185212,7513,721
41.1,152731,45860,197412,8363,891
42.1,151698,47731,209438,9369,1130
43.1,150621,49532,221028,10525,1417
44.1,149258,51095,232593,11852,1808
45.1,147772,52459,243041,13412,2294
46.1,146059,53682,252613,15274,2930
47.1,144134,54615,261254,17401,3716
48.1,141926,55215,268306,19873,4736
49.1,139416,55441,274862,22773,6003
50.1,136660,55449,279453,26078,7554
51.1,133546,55021,281950,29658,9560
52.1,130109,54146,281692,33716,11941
53.1,126240,52846,279085,38224,14716
54.1,122136,51133,273680,43092,18068
55.1,117571,48891,265866,48150,21933
56.1,112838,46277,255219,53359,26161
57.1,107881,43327,242576,58642,30875
58.1,102876,40280,227651,63950,35896
59.1,97847,37015,211554,69050,41131
60.1,92848,33603,193759,73833,46495
61.1,87975,30220,175137,78374,51912
62.1,83341,27021,155763,82571,57141
63.1,79120,23785,137523,86388,62348
64.1,75441,21038,119947,89670,67168
65.1,72038,18522,103690,92484,71691
66.1,69145,16243,88733,95021,75905
67.1,66679,14272,75491,97201,79714
68.1,64527,12540,63841,99109,83184
69.1,62901,11123,53851,100723,86202
70.1,61511,9865,45360,102110,88991
71.1,60389,8738,38142,103288,91535
72.1,59607,7821,32085,104318,93802
73.1,59075,7048,27039,105185,95828
74.1,58727,6418,23090,105932,97708
75.1,58453,5730,19799,106642,99436
76.1,58404,5196,16866,107122,101015
77.1,58576,4845,14400,107535,102356
78.1,58750,4318,12634,107837,103698
79.1,59076,3883,11033,108089,104945
80.1,59557,3558,9737,108295,106010
81.1,60045,3238,8628,108428,106978
82.1,60662,3017,7784,108442,107861
83.1,61316,2748,6941,108417,108699
84.1,62104,2589,6160,108280,109453
85.1,62965,2391,5494,108030,110172
86.1,63876,2211,4914,107647,110847
87.1,64776,2038,4473,107140,111463
88.1,65674,1877,4063,106552,112052
89.1,66562,1753,3662,105826,112622
90.1,67665,1615,3318,104906,113116
91.1,68709,1512,3099,103836,113560
92.1,69791,1409,2890,102529,113972
93.1,70857,1288,2677,100954,114379
94.1,71962,1211,2495,99136,114752
95.1,73106,1160,2306,97093,115086
96.1,74297,1106,2103,94765,115392
97.1,75424,1021,1946,92054,115696
98.1,76583,974,1823,88938,115978
99.1,77719,875,1659,85405,116299
100.1,78876,804,1500,81611,116550
101.1,80065,807,1340,77425,116750
102.1,81227,721,1250,73103,116996
103.1,82450,685,1192,68505,117168
104.1,83661,614,1127,63702,117372
105.1,84875,565,1056,58768,117564
106.1,86017,527,1047,53856,117729
107.1,87177,524,987,49161,117874
108.1,88328,515,936,44377,118016
109.1,89434,500,902,39854,118166
110.1,90601,491,850,35623,118293
111.1,91726,477,796,31705,118434
112.1,92824,464,737,28117,118562
113.1,94027,443,734,24959,118685
114.1,95089,434,772,22187,118810
115.1,96150,433,739,19697,118918
116.1,97204,400,706,17400,119052
117.1,98354,401,652,15417,119153
118.1,99420,380,651,13672,119261
119.1,100514,364,668,12176,119372
120.1,101568,356,638,10906,119482
121.1,102632,367,634,9723,119556
122.1,103634,368,607,8694,119654
123.1,104748,357,563,7830,119751
124.1,105817,358,544,7040,119832
125.1,106832,360,557,6413,119927
126.1,107832,342,557,5845,120017
127.1,108883,320,587,5289,120116
128.1,109909,306,585,4824,120204
129.1,110964,303,586,4490,120287
130.1,112001,289,573,4161,120358
131.1,113030,299,555,3917,120422
132.1,114014,307,542,3709,120494
133.1,114945,300,519,3569,120582
134.1,115927,284,480,3456,120665
135.1,116899,290,471,3380,120729
136.1,117851,285,463,3310,120805
137.1,118762,274,471,3254,120875
138.1,119687,252,467,3232,120966
139.1,120597,240,439,3215,121042
140.1,121566,240,427,3208,121103
141.1,122481,227,405,3207,121167
142.1,123382,205,382,3211,121235
143.1,124330,200,388,3207,121284
144.1,125187,174,367,3206,121356
145.1,126092,170,338,3211,121410
146.1,126952,175,318,3208,121455
147.1,127810,172,275,3209,121505
148.1,128627,163,246,3206,121553
149.1,129425,162,259,3211,121596
150.1,130221,151,266,3206,121637
151.1,131062,148,283,3215,121675
152.1,131881,133,261,3216,121717
153.1,132654,126,245,3214,121762
154.1,133388,121,222,3215,121797
155.1,134148,120,217,3209,121832
156.1,134848,125,212,3206,121861
157.1,135538,131,203,3208,121894
158.1,136248,127,207,3211,121924
159.1,136920,104,199,3218,121969
160.1,137588,104,193,3214,121995
161.1,138278,111,153,3214,122028
162.1,139007,108,168,3221,122051
163.1,139666,103,174,3222,122077
164.1,140254,103,178,3224,122103
165.1,140872,103,167,3221,122131
166.1,141543,100,179,3221,122158
167.1,142090,91,170,3225,122186
168.1,142660,100,141,3222,122213
169.1,143216,98,115,3215,122235
170.1,143741,91,107,3212,122265
171.1,144274,91,122,3207,122285
172.1,144806,67,137,3218,122323
173.1,145351,72,133,3220,122344
174.1,145842,65,123,3220,122365
175.1,146361,71,122,3216,122369
176.1,146833,78,118,3225,122384
177.1,147308,73,115,3221,122402
178.1,147738,73,134,3222,122408
179.1,148200,70,146,3222,122424
180.1,148606,76,136,3214,122442
181.1,148980,77,127,3207,122458
182.1,149383,82,122,3209,122465
183.1,149806,83,120,3210,122477
184.1,150190,78,114,3212,122492
185.1,150540,70,110,3207,122509
186.1,150873,65,118,3208,122514
187.1,151217,58,122,3208,122521
188.1,151541,64,121,3209,122519
189.1,151860,68,101,3205,122512
190.1,152175,69,81,3210,122496
191.1,152457,62,81,3208,122481
192.1,152745,57,85,3207,122468
193.1,153024,52,89,3200,122439
194.1,153272,48,91,3209,122394
195.1,153507,43,93,3210,122324
196.1,153746,36,85,3211,122244
197.1,154015,41,73,3206,122138
198.1,154268,45,61,3211,121996
199.1,154447,41,57,3208,121831
200.1,154699,30,50,3212,121660
201.1,154949,29,46,3209,121426
202.1,155112,26,54,3218,121129
203.1,155306,26,61,3223,120772
204.1,155456,29,55,3216,120400
205.1,155628,33,52,3217,119927
206.1,155812,28,43,3212,119379
207.1,155984,31,46,3219,118717
208.1,156151,32,47,3220,117987
209.1,156261,29,54,3218,117224
210.1,156419,33,49,3221,116346
211.1,156555,35,48,3220,115328
212.1,156654,31,46,3225,114243
213.1,156769,32,55,3224,112907
214.1,156882,32,61,3232,111500
215.1,157011,34,62,3235,109939
216.1,157127,35,70,3233,108198
217.1,157219,41,62,3230,106365
218.1,157354,39,61,3228,104384
219.1,157437,43,60,3213,102235
220.1,157501,47,57,3220,99928
221.1,157604,51,63,3224,97388
222.1,157670,42,72,3213,94815
223.1,157740,37,82,3211,92087
224.1,157819,32,85,3211,89238
225.1,157923,33,79,3215,86179
226.1,157993,39,65,3217,83182
227.1,158061,45,62,3214,79899
228.1,158098,42,62,3210,76686
229.1,158155,38,68,3212,73410
230.1,158259,47,72,3211,70103
231.1,158306,44,91,3212,66721
232.1,158332,44,106,3209,63411
233.1,158425,53,98,3207,60177
234.1,158443,55,103,3205,57052
235.1,158514,62,116,3209,53928
236.1,158533,70,125,3209,50926
237.1,158574,80,124,3207,47965
238.1,158627,83,148,3210,45120
239.1,158674,84,167,3207,42419
240.1,158732,86,199,3206,39771
