"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
86.1,86760,6527,73240,16432,14116,116070,306618
87.1,87030,6205,72970,15323,14028,117500,306851
88.1,87374,5968,72626,14240,13891,118827,306958
89.1,87764,5681,72236,13211,13709,120195,307115
90.1,88280,5512,71720,12518,13511,121419,307448
91.1,88774,5235,71226,11729,13306,122660,307695
92.1,89399,5026,70601,11042,13070,123827,307939
93.1,90024,4806,69976,10360,12829,125009,308198
94.1,90641,4630,69359,9711,12549,126085,308345
95.1,91353,4440,68647,9164,12263,127111,308538
96.1,92079,4285,67921,8582,11950,128113,308645
97.1,92870,4109,67130,8091,11564,129084,308739
98.1,93703,3952,66297,7532,11207,129980,308719
99.1,94547,3800,65453,7070,10806,130881,308757
100.1,95492,3644,64508,6843,10360,131766,308969
101.1,96463,3538,63537,6511,9937,132615,309063
102.1,97421,3408,62579,6220,9515,133414,309149
103.1,98363,3296,61637,5778,9127,134182,309087
104.1,99304,3130,60696,5482,8697,134956,309135
105.1,100296,3072,59704,5237,8251,135637,309125
106.1,101284,2963,58716,5083,7802,136307,309192
107.1,102328,2843,57672,4874,7384,136997,309255
108.1,103385,2716,56615,4599,6966,137676,309241
109.1,104494,2625,55506,4468,6558,138290,309316
110.1,105561,2499,54439,4378,6175,138932,309485
111.1,106634,2427,53366,4161,5833,139496,309490
112.1,107789,2391,52211,4006,5526,140033,309565
113.1,108896,2314,51104,3820,5199,140566,309585
114.1,109871,2235,50129,3548,4929,141102,309579
115.1,110988,2118,49012,3454,4697,141605,309756
116.1,112052,1990,47948,3300,4441,142144,309885
117.1,113198,1886,46802,3212,4246,142626,310084
118.1,114374,1874,45626,2966,4083,143050,310099
119.1,115500,1823,44500,2811,3936,143468,310215
120.1,116590,1723,43410,2707,3794,143888,310389
121.1,117658,1657,42342,2678,3695,144273,310646
122.1,118699,1595,41301,2664,3632,144656,310952
123.1,119752,1556,40248,2512,3565,145032,311109
124.1,120764,1498,39236,2426,3509,145391,311326
125.1,121812,1467,38188,2233,3479,145737,311449
126.1,122803,1422,37197,2095,3434,146077,311606
127.1,123868,1363,36132,2042,3395,146396,311833
128.1,124844,1316,35156,1977,3358,146710,312045
129.1,125885,1308,34115,1943,3319,147002,312264
130.1,126785,1242,33215,1911,3306,147309,312526
131.1,127691,1179,32309,1798,3320,147622,312740
132.1,128689,1150,31311,1694,3310,147896,312900
133.1,129652,1120,30348,1606,3304,148168,313078
134.1,130530,1060,29470,1559,3293,148421,313273
135.1,131422,1024,28578,1514,3289,148655,313458
136.1,132345,983,27655,1452,3281,148900,313633
137.1,133221,947,26779,1323,3274,149142,313739
138.1,134077,896,25923,1221,3280,149381,313882
139.1,134866,871,25134,1220,3277,149581,314078
140.1,135678,842,24322,1191,3281,149782,314254
141.1,136447,797,23553,1223,3283,149989,314495
142.1,137264,760,22736,1168,3272,150193,314633
143.1,138044,757,21956,1115,3263,150380,314758
144.1,138825,749,21175,1049,3268,150533,314850
145.1,139521,729,20479,987,3280,150694,314961
146.1,140259,684,19741,943,3285,150849,315077
147.1,140897,648,19103,877,3281,151012,315170
148.1,141574,628,18426,845,3281,151144,315270
149.1,142294,603,17706,778,3280,151278,315336
150.1,142988,575,17012,740,3278,151391,315409
151.1,143615,543,16385,745,3285,151486,315516
152.1,144270,533,15730,804,3277,151587,315668
153.1,144889,515,15111,803,3277,151675,315755
154.1,145473,490,14527,767,3270,151765,315802
155.1,146064,474,13936,712,3276,151837,315825
156.1,146689,457,13311,680,3268,151911,315859
157.1,147279,445,12721,649,3269,151940,315858
158.1,147772,429,12228,664,3269,151961,315894
159.1,148289,408,11711,643,3266,151998,315907
160.1,148787,400,11213,586,3273,152017,315876
161.1,149304,391,10696,504,3273,152031,315808
162.1,149831,382,10169,494,3262,151998,315754
163.1,150267,364,9733,466,3271,151964,315701
164.1,150728,343,9272,451,3262,151943,315656
165.1,151149,320,8851,428,3256,151913,315597
166.1,151567,292,8433,442,3261,151893,315596
167.1,151965,276,8035,399,3259,151832,315490
168.1,152356,267,7644,383,3267,151779,315429
169.1,152716,260,7284,352,3260,151699,315311
170.1,153075,250,6925,349,3263,151607,315219
171.1,153495,247,6505,332,3250,151542,315124
172.1,153838,233,6162,313,3239,151474,315026
173.1,154124,222,5876,295,3250,151399,314944
174.1,154441,215,5559,302,3240,151323,314865
175.1,154715,211,5285,322,3241,151257,314820
176.1,155002,212,4998,365,3241,151193,314799
177.1,155286,203,4714,376,3243,151140,314759
178.1,155504,210,4496,333,3244,151083,314660
179.1,155735,218,4265,307,3238,151040,314585
180.1,155970,231,4030,270,3243,150976,314489
181.1,156178,226,3822,254,3254,150922,314430
182.1,156360,206,3640,283,3244,150870,314397
183.1,156528,185,3472,270,3255,150834,314359
184.1,156707,175,3293,266,3258,150781,314305
185.1,156888,180,3112,276,3260,150702,314238
186.1,157029,173,2971,276,3252,150639,314167
187.1,157181,174,2819,272,3250,150564,314086
188.1,157353,177,2647,260,3256,150488,314004
189.1,157504,185,2496,246,3260,150386,313892
190.1,157651,195,2349,255,3249,150275,313779
191.1,157785,186,2215,255,3256,150158,313669
192.1,157862,177,2138,255,3271,150038,313564
193.1,157973,173,2027,245,3253,149871,313369
194.1,158078,163,1922,232,3255,149695,313182
195.1,158213,152,1787,214,3264,149481,312959
196.1,158278,144,1722,209,3260,149237,312706
197.1,158360,147,1640,223,3263,148922,312408
198.1,158436,143,1564,212,3263,148596,312071
199.1,158522,139,1478,196,3274,148230,311700
200.1,158590,144,1410,179,3267,147831,311277
201.1,158688,135,1312,175,3267,147372,310814
202.1,158721,124,1279,163,3272,146870,310305
203.1,158782,124,1218,140,3284,146293,309717
204.1,158852,117,1148,141,3284,145652,309077
205.1,158897,115,1103,168,3271,144937,308376
206.1,158986,104,1014,182,3271,144128,307581
207.1,159000,115,1000,166,3269,143304,306739
208.1,159083,113,917,166,3258,142304,305728
209.1,159102,122,898,151,3258,141292,304701
210.1,159158,114,842,154,3262,140153,303569
211.1,159187,111,813,159,3282,138957,302398
212.1,159236,116,764,134,3283,137662,301079
213.1,159292,112,708,131,3277,136258,299666
214.1,159339,105,661,134,3287,134761,298182
215.1,159352,91,648,119,3280,133092,296491
216.1,159359,92,641,115,3275,131308,294698
217.1,159390,88,610,100,3262,129440,292802
218.1,159394,78,606,123,3273,127578,290974
219.1,159405,71,595,135,3263,125527,288925
220.1,159388,64,612,138,3256,123411,286805
221.1,159456,76,544,111,3256,121238,284605
222.1,159460,77,540,88,3240,118964,282292
223.1,159477,69,523,75,3247,116615,279937
224.1,159487,65,513,66,3247,114213,277526
225.1,159507,64,493,82,3242,111705,275029
226.1,159505,53,495,98,3238,109118,272454
227.1,159509,59,491,110,3250,106537,269897
228.1,159533,56,467,107,3248,103931,267286
229.1,159553,56,447,101,3250,101254,264605
230.1,159543,64,457,88,3245,98466,261799
231.1,159581,71,419,83,3245,95752,259080
232.1,159587,73,413,74,3247,92991,256312
233.1,159586,71,414,87,3241,90228,253556
234.1,159567,70,433,89,3243,87605,250937
235.1,159551,65,449,101,3261,84916,248278
236.1,159580,60,420,138,3269,82183,245590
237.1,159605,64,395,136,3258,79555,242949
238.1,159579,68,421,132,3260,77020,240412
239.1,159586,73,414,137,3262,74478,237877
240.1,159598,85,402,155,3257,71955,235367
