"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,160000,0,1920,3200,0
1.1,159445,406,908,3206,0
2.1,159139,592,457,3209,0
3.1,159072,679,246,3210,0
4.1,159034,707,316,3212,0
5.1,159036,727,673,3210,0
6.1,159059,769,1291,3212,1
7.1,159059,886,1943,3211,1
8.1,159058,1073,2517,3212,3
9.1,159083,1360,2978,3212,3
10.1,159088,1728,3346,3212,4
11.1,159092,2102,3759,3219,4
12.1,159084,2493,4383,3224,4
13.1,159050,2929,5304,3210,5
14.1,159039,3371,6460,3223,6
15.1,159073,3939,7890,3224,6
16.1,159045,4533,9616,3231,7
17.1,159055,5248,11487,3236,8
18.1,159098,6070,13580,3238,10
19.1,159123,6951,15966,3237,13
20.1,159060,7970,18829,3244,17
21.1,159046,9068,22162,3245,20
22.1,159000,10246,25934,3269,21
23.1,158974,11594,30120,3285,24
24.1,158881,12917,34741,3295,26
