"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,160000,0,800,3200,0
1.1,159404,285,285,3209,0
2.1,159179,393,90,3212,0
3.1,159062,422,56,3206,0
4.1,159039,435,126,3215,0
5.1,158990,441,317,3205,0
6.1,159003,473,557,3209,0
7.1,159078,550,777,3215,0
8.1,159039,675,955,3216,1
9.1,159022,852,1042,3217,1
10.1,159037,1019,1161,3219,1
11.1,159089,1209,1297,3214,1
12.1,159107,1412,1535,3223,1
13.1,159124,1657,1838,3221,3
14.1,159066,1898,2227,3215,4
15.1,159090,2175,2712,3214,4
16.1,159144,2525,3211,3232,5
17.1,159172,2907,3820,3229,6
18.1,159142,3355,4440,3215,6
19.1,159151,3855,5198,3214,6
20.1,159138,4394,6096,3221,8
21.1,159152,4975,7135,3220,10
22.1,159170,5613,8286,3225,12
23.1,159127,6336,9587,3226,15
24.1,159037,6981,11005,3238,18
25.1,158949,7723,12590,3254,21
26.1,158824,8465,14258,3265,23
27.1,158791,9352,16078,3278,25
28.1,158729,10306,18175,3313,29
29.1,158688,11311,20575,3332,32
30.1,158707,12408,23156,3364,40
31.1,158611,13506,26170,3399,49
32.1,158421,14608,29212,3448,57
33.1,158219,15758,32201,3512,62
34.1,158096,16984,35377,3578,75
35.1,157840,18134,38848,3682,94
36.1,157622,19254,42588,3776,107
37.1,157390,20493,46440,3927,120
38.1,157065,21787,50412,4080,141
39.1,156740,23024,54704,4269,168
40.1,156379,24357,58820,4483,191
41.1,155951,25620,62988,4732,217
42.1,155488,26852,66969,5030,253
43.1,154891,27953,71323,5356,315
44.1,154246,29052,75762,5719,352
45.1,153536,30205,80307,6108,402
46.1,152821,31295,84634,6564,481
47.1,152021,32415,88884,7049,562
48.1,151169,33473,92758,7628,675
49.1,150171,34343,96915,8257,802
50.1,149257,35329,100366,8971,937
51.1,148201,36191,104016,9802,1107
52.1,147001,37015,107413,10673,1290
53.1,145758,37686,110282,11671,1523
54.1,144540,38367,113135,12879,1795
55.1,143106,38970,115779,14151,2138
56.1,141519,39385,118257,15625,2522
57.1,139953,39772,120176,17263,2992
58.1,138172,39877,121998,19089,3543
59.1,136444,40115,123562,21119,4209
60.1,134485,40133,124195,23318,5004
61.1,132429,39985,124620,25723,5904
62.1,130325,39787,124738,28326,6934
63.1,128031,39353,123827,31220,8147
64.1,125646,38788,122592,34395,9573
65.1,123078,37989,120756,37714,11173
66.1,120435,37157,118509,41187,12953
67.1,117766,36132,115831,44759,14833
68.1,114924,35034,112355,48539,17008
69.1,112100,33802,108358,52378,19299
70.1,109182,32540,104023,56352,21772
71.1,106129,30930,99399,60162,24474
72.1,103143,29315,94495,63999,27286
73.1,100192,27639,88804,67780,30157
74.1,97213,25919,83182,71508,33211
75.1,94348,24174,77690,75123,36233
76.1,91639,22514,71693,78563,39252
77.1,89034,20975,65570,81863,42297
78.1,86669,19506,59750,85016,45188
79.1,84479,18108,54352,87885,48043
80.1,82387,16757,49413,90444,50859
81.1,80485,15463,44838,92902,53569
82.1,78767,14303,40343,95148,56173
83.1,77251,13352,36316,97230,58638
84.1,75919,12447,32652,99137,60989
85.1,74633,11509,29434,100806,63279
86.1,73606,10646,26641,102354,65431
87.1,72676,9867,24005,103764,67499
88.1,71915,9155,21706,105003,69445
89.1,71194,8444,19431,106097,71352
90.1,70682,7876,17330,106966,73089
91.1,70308,7358,15564,107750,74712
92.1,70046,6887,13910,108425,76281
93.1,69846,6418,12670,108857,77801
94.1,69727,6024,11591,109320,79113
95.1,69693,5608,10521,109577,80421
96.1,69804,5256,9521,109710,81656
97.1,70002,4908,8744,109802,82845
98.1,70266,4615,7982,109643,83984
99.1,70549,4365,7232,109301,85064
100.1,70935,4135,6552,108908,86056
101.1,71456,3901,6046,108396,86967
102.1,72007,3724,5647,107685,87847
103.1,72578,3521,5285,106783,88717
104.1,73163,3328,4906,105713,89542
105.1,73821,3102,4515,104443,90346
106.1,74550,2906,4161,102952,91100
107.1,75267,2761,3813,101372,91811
108.1,76110,2628,3568,99497,92461
109.1,76950,2492,3362,97369,93088
110.1,77850,2352,3137,94959,93719
111.1,78720,2245,2886,92370,94294
112.1,79715,2145,2646,89524,94823
113.1,80641,2029,2538,86580,95347
114.1,81670,1982,2439,83312,95786
115.1,82570,1887,2314,80048,96284
116.1,83478,1819,2205,76597,96726
117.1,84425,1730,2170,72995,97175
118.1,85386,1676,2088,69312,97610
119.1,86413,1612,1951,65679,98030
120.1,87431,1545,1860,62045,98440
121.1,88512,1510,1747,58492,98795
122.1,89563,1484,1698,54917,99140
