"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
0.1,160000,0,0,640,1920,832,163392
1.1,159391,134,609,330,1947,832,163109
2.1,159063,206,937,171,1953,832,162956
3.1,158990,240,1010,96,1966,832,162894
4.1,158939,252,1061,107,1963,832,162902
5.1,158965,254,1035,192,1965,834,162991
6.1,158923,274,1077,310,1963,834,163107
7.1,158987,307,1013,483,1963,836,163282
8.1,158974,357,1026,667,1969,836,163472
9.1,158980,435,1020,928,1964,836,163728
10.1,158955,527,1045,1137,1959,837,163933
11.1,158994,655,1006,1400,1961,838,164199
12.1,159008,813,992,1682,1961,839,164482
13.1,159012,981,988,1982,1962,842,164786
14.1,159027,1164,973,2365,1964,844,165173
15.1,159033,1373,967,2754,1958,848,165560
16.1,158991,1600,1009,3403,1960,850,166213
17.1,159011,1867,989,3999,1971,853,166823
18.1,158998,2135,1002,4687,1968,854,167509
19.1,159029,2439,971,5669,1980,859,168508
20.1,159064,2784,936,6748,1976,865,169589
21.1,159072,3206,928,8178,1979,870,171027
22.1,159062,3632,938,9767,1980,880,172627
23.1,159000,4132,1000,11558,1995,889,174442
24.1,158981,4615,1019,13515,2018,899,176432
25.1,158953,5106,1047,15682,2012,915,178609
26.1,158883,5701,1117,18027,2017,932,180976
27.1,158849,6319,1151,20727,2027,942,183696
28.1,158796,7056,1204,23603,2032,963,186598
29.1,158771,7765,1229,26567,2035,985,189587
30.1,158753,8502,1247,30137,2050,1006,193193
31.1,158640,9244,1360,34297,2062,1032,197391
32.1,158600,10068,1400,38647,2077,1064,201788
33.1,158497,10914,1503,43421,2107,1094,206622
34.1,158382,11762,1618,48976,2128,1131,212235
35.1,158227,12592,1773,54680,2171,1183,218034
36.1,158007,13501,1993,60613,2204,1236,224053
37.1,157821,14441,2179,66212,2234,1281,229727
38.1,157601,15363,2399,72312,2274,1342,235928
39.1,157334,16309,2666,78659,2329,1415,242403
40.1,157058,17212,2942,85190,2365,1500,249055
41.1,156740,18165,3260,91958,2425,1583,255966
42.1,156393,19054,3607,98918,2501,1676,263095
43.1,156022,19945,3978,106130,2572,1790,270492
44.1,155567,20802,4433,113229,2675,1934,277838
45.1,155063,21768,4937,120122,2767,2090,284979
46.1,154522,22651,5478,126932,2886,2257,292075
47.1,153887,23486,6113,133490,3037,2446,298973
48.1,153243,24366,6757,140596,3210,2656,306462
49.1,152525,25060,7475,147700,3388,2904,313992
50.1,151688,25819,8312,154289,3576,3199,321064
51.1,150802,26475,9198,160412,3762,3516,327690
52.1,149840,27070,10160,166563,3980,3886,334429
53.1,148868,27672,11132,171118,4231,4311,339660
54.1,147795,28202,12205,175818,4482,4810,345110
55.1,146647,28661,13353,179975,4767,5386,350128
56.1,145526,29039,14474,184117,5076,6010,355203
57.1,144240,29345,15760,187448,5429,6724,359601
58.1,142839,29578,17161,190536,5827,7506,363869
59.1,141377,29720,18623,192802,6248,8351,367401
60.1,139874,29827,20126,193894,6706,9321,369921
61.1,138207,29748,21793,195402,7164,10441,373007
62.1,136607,29722,23393,196353,7678,11609,375640
63.1,134862,29614,25138,195681,8198,12879,376758
64.1,133031,29297,26969,193982,8758,14310,377050
65.1,131122,28901,28878,192169,9339,15884,377392
66.1,129148,28531,30852,189720,9871,17559,377150
67.1,127203,27997,32797,186464,10407,19292,376163
68.1,125156,27441,34844,182892,10963,21125,374980
69.1,123022,26839,36978,178970,11535,23115,373620
70.1,120894,26154,39106,173990,12102,25190,371282
71.1,118754,25452,41246,168659,12638,27286,368583
72.1,116652,24784,43348,162589,13169,29499,365257
73.1,114541,24050,45459,156281,13715,31788,361784
74.1,112503,23301,47497,149586,14254,34078,357918
75.1,110425,22556,49575,142881,14761,36414,354056
76.1,108396,21671,51604,136054,15276,38779,350109
77.1,106305,20714,53695,129461,15761,41193,346415
78.1,104263,19886,55737,122264,16206,43654,342124
79.1,102370,19095,57630,115863,16657,46094,338614
80.1,100624,18374,59376,108793,17025,48438,334256
81.1,99009,17755,60991,101640,17423,50682,329745
82.1,97321,17051,62679,95582,17789,53075,326446
83.1,95754,16396,64246,89929,18158,55415,323502
84.1,94204,15737,65796,84133,18468,57718,320319
85.1,92715,15077,67285,79124,18754,59987,317865
86.1,91262,14394,68738,74280,19031,62183,315494
87.1,89991,13772,70009,69708,19271,64379,313358
88.1,88669,13148,71331,65076,19475,66548,311099
89.1,87486,12601,72514,60806,19651,68607,309064
90.1,86446,12059,73554,56224,19814,70684,306722
91.1,85400,11602,74600,52447,19972,72657,305076
92.1,84473,11127,75527,48769,20122,74573,303464
93.1,83605,10693,76395,45631,20241,76418,302290
94.1,82764,10266,77236,42758,20355,78242,301355
95.1,82036,9848,77964,39741,20433,80065,300239
96.1,81428,9489,78572,37141,20481,81799,299421
97.1,80801,9138,79199,34806,20475,83441,298722
98.1,80216,8642,79784,32768,20472,85156,298396
99.1,79751,8307,80249,30525,20383,86740,297648
100.1,79378,8027,80622,28807,20296,88241,297344
101.1,79004,7655,80996,27269,20191,89740,297200
102.1,78722,7346,81278,25388,20084,91209,296681
103.1,78549,7157,81451,23881,19922,92583,296386
104.1,78361,6946,81639,22477,19756,93969,296202
105.1,78280,6752,81720,21236,19509,95259,296004
106.1,78221,6555,81779,19948,19249,96518,295715
107.1,78220,6366,81780,18911,18971,97750,295632
108.1,78176,6133,81824,17665,18650,99042,295357
109.1,78205,5852,81795,16704,18286,100284,295274
110.1,78300,5645,81700,15782,17864,101451,295097
111.1,78397,5437,81603,14932,17414,102610,294956
112.1,78554,5256,81446,14119,16950,103737,294806
113.1,78819,5119,81181,13424,16478,104793,294695
114.1,79078,5015,80922,12758,15979,105769,294506
115.1,79376,4851,80624,12374,15507,106740,294621
116.1,79710,4718,80290,11922,14988,107723,294633
117.1,80048,4559,79952,11378,14482,108668,294528
118.1,80449,4446,79551,10706,13907,109599,294212
119.1,80872,4367,79128,10273,13311,110426,294010
120.1,81282,4220,78718,9795,12749,111324,293868
121.1,81768,4108,78232,9491,12215,112160,293866
122.1,82314,3994,77686,9093,11667,112989,293749
123.1,82814,3895,77186,8695,11120,113832,293647
124.1,83345,3811,76655,8470,10535,114602,293607
125.1,83955,3722,76045,8299,10057,115347,293703
126.1,84534,3647,75466,8293,9552,116098,293943
127.1,85092,3508,74908,8048,9050,116895,293993
128.1,85691,3472,74309,7799,8560,117611,293970
129.1,86352,3408,73648,7258,8069,118318,293645
130.1,86998,3331,73002,6933,7609,119021,293563
131.1,87738,3243,72262,6578,7216,119697,293491
132.1,88437,3169,71563,6422,6783,120366,293571
133.1,89102,3016,70898,6179,6421,121070,293670
134.1,89833,2927,70167,5920,6056,121716,293692
135.1,90621,2869,69379,5835,5724,122329,293888
136.1,91394,2810,68606,5607,5382,122922,293911
137.1,92167,2736,67833,5441,5082,123518,294041
138.1,92968,2697,67032,5150,4778,124091,294019
139.1,93696,2661,66304,4884,4498,124623,294005
140.1,94556,2555,65444,4865,4260,125192,294317
141.1,95300,2477,64700,4799,3994,125756,294549
142.1,96082,2428,63918,4717,3747,126296,294760
143.1,96866,2368,63134,4525,3553,126827,294905
144.1,97755,2337,62245,4319,3364,127335,295018
145.1,98577,2269,61423,4124,3183,127842,295149
146.1,99540,2251,60460,3751,3015,128306,295072
147.1,100417,2187,59583,3708,2891,128781,295380
148.1,101285,2089,58715,3625,2746,129245,295616
149.1,102146,2053,57854,3575,2623,129703,295901
150.1,103003,2009,56997,3502,2487,130170,296159
151.1,103892,1964,56108,3412,2402,130597,296411
152.1,104800,1950,55200,3253,2309,131008,296570
153.1,105646,1879,54354,3213,2258,131443,296914
154.1,106490,1814,53510,3012,2183,131863,297058
155.1,107351,1754,52649,2930,2151,132264,297345
156.1,108199,1702,51801,2812,2109,132611,297532
157.1,109095,1653,50905,2744,2083,132960,297787
158.1,109931,1595,50069,2699,2058,133309,298066
159.1,110783,1542,49217,2561,2040,133646,298247
160.1,111663,1545,48337,2449,2031,133934,298414
161.1,112356,1481,47644,2397,2020,134282,298699
162.1,113183,1443,46817,2280,2003,134569,298852
163.1,114008,1433,45992,2273,2005,134828,299106
164.1,114818,1352,45182,2350,1988,135130,299468
165.1,115614,1337,44386,2295,1982,135411,299688
166.1,116382,1333,43618,2277,1973,135673,299923
167.1,117160,1360,42840,2187,1978,135911,300076
168.1,117892,1323,42108,2171,1980,136162,300313
169.1,118674,1305,41326,2093,1978,136402,300473
170.1,119451,1316,40549,2091,1981,136637,300709
171.1,120196,1271,39804,2107,1973,136899,300979
172.1,120950,1251,39050,2102,1971,137144,301217
173.1,121714,1195,38286,2022,1985,137363,301370
174.1,122413,1211,37587,1990,1989,137584,301563
175.1,123165,1151,36835,1948,1998,137847,301793
176.1,123814,1140,36186,1852,1996,138069,301917
177.1,124523,1097,35477,1698,2005,138312,302015
178.1,125236,1100,34764,1595,2004,138523,302122
179.1,125902,1047,34098,1587,1991,138756,302334
180.1,126576,998,33424,1628,1997,138979,302604
181.1,127263,962,32737,1592,2001,139186,302779
182.1,127944,931,32056,1526,1997,139374,302897
183.1,128658,915,31342,1494,1990,139571,303055
184.1,129230,875,30770,1436,1993,139775,303204
185.1,129951,855,30049,1434,1991,139951,303376
186.1,130599,833,29401,1398,1984,140122,303504
187.1,131250,828,28750,1321,1991,140291,303603
188.1,131871,815,28129,1283,1993,140464,303740
189.1,132507,790,27493,1260,1984,140638,303882
190.1,133121,789,26879,1206,1985,140764,303955
191.1,133795,757,26205,1192,1984,140947,304123
192.1,134398,725,25602,1144,1984,141108,304236
193.1,135062,714,24938,1110,1990,141258,304358
194.1,135636,689,24364,1119,1984,141401,304504
195.1,136220,650,23780,1056,1990,141531,304577
196.1,136806,642,23194,951,1979,141632,304562
197.1,137426,615,22574,929,1976,141746,304651
198.1,137937,622,22063,877,1976,141828,304681
199.1,138506,594,21494,815,1977,141930,304722
200.1,139032,564,20968,751,1973,142017,304741
201.1,139569,547,20431,691,1967,142062,304720
202.1,140066,520,19934,681,1977,142105,304763
203.1,140546,501,19454,659,1971,142157,304787
204.1,141083,456,18917,645,1979,142185,304809
205.1,141590,443,18410,668,1974,142177,304819
206.1,142119,440,17881,667,1967,142147,304781
207.1,142622,441,17378,677,1969,142116,304762
208.1,143086,417,16914,651,1972,142054,304677
209.1,143602,411,16398,613,1982,141951,304546
210.1,144125,417,15875,616,1975,141837,304428
211.1,144582,405,15418,635,1978,141682,304295
212.1,145002,399,14998,636,1988,141518,304142
213.1,145467,396,14533,614,1974,141325,303913
214.1,145844,389,14156,623,1980,141067,303670
215.1,146231,371,13769,640,1977,140819,303436
216.1,146651,389,13349,592,1970,140515,303077
217.1,147026,396,12974,580,1975,140117,302672
218.1,147372,404,12628,554,1957,139748,302259
219.1,147727,376,12273,574,1961,139321,301856
220.1,148098,381,11902,624,1966,138837,301427
221.1,148472,363,11528,643,1961,138279,300883
222.1,148835,355,11165,595,1978,137694,300267
223.1,149159,367,10841,515,1974,137005,299494
224.1,149456,342,10544,508,1966,136323,298797
225.1,149800,322,10200,475,1960,135566,298001
226.1,150088,304,9912,452,1964,134724,297140
227.1,150414,300,9586,432,1964,133801,296197
228.1,150763,282,9237,439,1967,132862,295268
229.1,151087,290,8913,405,1965,131757,294127
230.1,151365,276,8635,412,1957,130631,293000
231.1,151707,287,8293,422,1964,129416,291802
232.1,151996,286,8004,429,1966,128077,290472
233.1,152252,279,7748,460,1968,126666,289094
234.1,152499,292,7501,460,1967,125231,287658
235.1,152759,291,7241,463,1967,123771,286201
236.1,153021,299,6979,478,1972,122317,284767
237.1,153247,300,6753,458,1970,120667,283095
238.1,153531,314,6469,438,1962,118904,281304
239.1,153777,316,6223,471,1966,117158,279595
240.1,154005,307,5995,480,1974,115353,277807
