"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,160000,0,1920,3200,0
1.1,159432,389,969,3210,0
2.1,159175,576,468,3208,0
3.1,159083,650,275,3207,0
4.1,159032,699,324,3208,0
5.1,158969,728,651,3206,0
6.1,159007,778,1219,3213,0
7.1,159067,882,1884,3209,0
8.1,159064,1068,2446,3214,0
9.1,159045,1346,2888,3212,0
10.1,159016,1664,3291,3214,1
11.1,159091,2038,3758,3211,1
12.1,159040,2439,4310,3215,3
13.1,159056,2881,5098,3210,3
14.1,159077,3351,6169,3218,5
15.1,159136,3857,7531,3221,8
16.1,159125,4447,9192,3218,8
17.1,159115,5175,11099,3218,8
18.1,159116,5953,13282,3228,11
19.1,159096,6833,15705,3235,12
20.1,159116,7855,18457,3243,14
21.1,159117,8947,21714,3255,18
