"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
68.1,96363,32657,63637,227218,65428,34385,487031
69.1,93051,30894,66949,212489,68975,37675,479139
70.1,89682,28896,70318,197961,72339,41021,471321
71.1,86420,26904,73580,182735,75592,44384,462711
72.1,83270,25065,76730,167761,78639,47795,454195
73.1,80374,23391,79626,152868,81472,51094,445434
74.1,77623,21711,82377,138839,84175,54246,437260
75.1,75134,20093,84866,125325,86714,57194,429233
76.1,72810,18580,87190,113283,88975,60166,422424
77.1,70576,17178,89424,101703,91122,63024,415849
78.1,68502,15815,91498,91106,92977,65818,409901
79.1,66666,14621,93334,80904,94669,68498,404071
80.1,65112,13663,94888,72207,96216,70905,399328
81.1,63714,12675,96286,64124,97590,73259,394973
82.1,62422,11755,97578,57144,98943,75478,391565
83.1,61163,10864,98837,50854,100115,77584,388553
84.1,60216,10205,99784,45320,101060,79535,385915
85.1,59367,9543,100633,40440,101990,81422,383852
86.1,58692,8946,101308,36129,102795,83164,382088
87.1,58043,8441,101957,32412,103463,84860,380735
88.1,57507,7954,102493,29325,104047,86440,379812
89.1,57049,7501,102951,26411,104568,87932,378911
90.1,56779,7140,103221,24086,104874,89338,378298
91.1,56471,6702,103529,21778,105159,90749,377686
92.1,56304,6329,103696,19719,105285,92067,377071
93.1,56267,6005,103733,17794,105383,93327,376504
94.1,56325,5746,103675,16531,105293,94502,376326
95.1,56410,5491,103590,15244,105144,95637,376025
96.1,56608,5284,103392,13834,104896,96687,375417
97.1,56774,5035,103226,13010,104491,97695,375196
98.1,56974,4773,103026,12092,103908,98711,374711
99.1,57278,4579,102722,11504,103115,99666,374285
100.1,57668,4338,102332,10903,102164,100612,373679
101.1,58057,4179,101943,10352,101089,101471,372912
102.1,58513,4022,101487,9737,99730,102293,371760
103.1,58970,3921,101030,9048,98208,103113,370369
104.1,59552,3830,100448,8462,96417,103838,368717
105.1,60115,3711,99885,7966,94485,104569,367020
106.1,60701,3577,99299,7710,92341,105325,365376
107.1,61389,3398,98611,7296,89840,106047,363183
108.1,62130,3268,97870,7147,87237,106727,361111
109.1,62789,3134,97211,7071,84401,107388,358860
110.1,63392,2961,96608,6834,81334,108091,356259
111.1,64186,2873,95814,6551,78205,108714,353470
112.1,64979,2808,95021,6029,74895,109305,350229
113.1,65751,2716,94249,5626,71319,109843,346788
114.1,66583,2668,93417,5302,67708,110377,343387
115.1,67426,2620,92574,5074,64100,110918,340092
116.1,68317,2548,91683,5075,60660,111448,337183
117.1,69181,2442,90819,4851,56949,111993,333793
118.1,70097,2417,89903,4529,53366,112492,330387
119.1,71005,2402,88995,4473,49862,112982,327317
120.1,71940,2306,88060,4394,46608,113500,324502
121.1,72879,2254,87121,4260,43478,113949,321687
122.1,73861,2231,86139,4089,40470,114429,318988
123.1,74779,2148,85221,4045,37555,114875,316475
124.1,75677,2103,84323,3990,34830,115318,314138
125.1,76604,2083,83396,3819,32289,115754,311862
126.1,77538,2104,82462,3698,29867,116171,309736
127.1,78489,2087,81511,3560,27646,116585,307791
128.1,79426,2031,80574,3549,25690,117006,306245
129.1,80368,1971,79632,3539,23806,117441,304786
130.1,81307,1926,78693,3445,21990,117830,303265
131.1,82251,1891,77749,3455,20320,118250,302025
132.1,83204,1859,76796,3427,18845,118651,300923
133.1,84124,1843,75876,3287,17453,119024,299764
134.1,85203,1855,74797,3037,16166,119404,298607
135.1,86158,1848,73842,2996,15056,119775,297827
136.1,87178,1831,72822,2977,13997,120133,297107
137.1,88151,1792,71849,3022,13036,120482,296540
138.1,89104,1755,70896,2895,12086,120870,295851
139.1,90084,1700,69916,2852,11243,121253,295348
140.1,91014,1655,68986,2838,10467,121633,294938
141.1,91976,1620,68024,2748,9826,121990,294564
142.1,92993,1594,67007,2717,9157,122305,294179
143.1,93974,1598,66026,2639,8577,122623,293839
144.1,94967,1573,65033,2642,8039,122977,293658
145.1,95920,1553,64080,2623,7496,123308,293427
146.1,96871,1549,63129,2500,7010,123649,293159
147.1,97818,1511,62182,2313,6549,123983,292845
148.1,98809,1490,61191,2289,6146,124286,292721
149.1,99736,1466,60264,2222,5797,124585,292604
150.1,100661,1429,59339,2152,5487,124877,292516
151.1,101593,1402,58407,2041,5205,125186,292432
152.1,102560,1359,57440,2076,4942,125502,292520
153.1,103551,1317,56449,2078,4713,125809,292600
154.1,104474,1269,55526,2157,4503,126117,292777
155.1,105414,1259,54586,2157,4317,126400,292874
156.1,106385,1260,53615,2116,4133,126644,292893
157.1,107244,1233,52756,2048,3997,126924,292969
158.1,108171,1205,51829,2036,3852,127213,293101
159.1,109057,1181,50943,1974,3746,127469,293189
160.1,109992,1182,50008,1815,3648,127722,293185
161.1,110836,1148,49164,1685,3555,127987,293227
162.1,111698,1105,48302,1628,3498,128227,293353
163.1,112620,1064,47380,1605,3441,128500,293546
164.1,113528,1027,46472,1605,3403,128709,293717
165.1,114360,980,45640,1547,3374,128944,293865
166.1,115223,945,44777,1495,3349,129161,294005
167.1,116117,910,43883,1428,3350,129383,294161
168.1,117006,896,42994,1442,3322,129578,294342
169.1,117860,837,42140,1409,3323,129791,294523
170.1,118725,842,41275,1367,3313,129967,294647
171.1,119558,841,40442,1258,3317,130136,294711
172.1,120390,836,39610,1293,3308,130313,294914
173.1,121228,825,38772,1257,3297,130487,295041
174.1,122063,780,37937,1261,3296,130669,295226
175.1,122871,734,37129,1263,3290,130866,295419
176.1,123725,750,36275,1190,3282,131021,295493
177.1,124533,723,35467,1164,3273,131194,295631
178.1,125294,706,34706,1121,3277,131344,295742
179.1,126022,700,33978,1116,3270,131494,295880
180.1,126811,684,33189,1032,3275,131633,295940
181.1,127573,675,32427,970,3274,131766,296010
182.1,128350,657,31650,940,3262,131907,296109
183.1,129071,626,30929,1025,3266,132064,296355
184.1,129826,617,30174,1036,3264,132203,296503
185.1,130536,619,29464,976,3267,132338,296581
186.1,131176,605,28824,992,3262,132485,296739
187.1,131861,615,28139,961,3258,132602,296821
188.1,132554,592,27446,948,3259,132723,296930
189.1,133241,578,26759,926,3267,132845,297038
190.1,133930,578,26070,913,3267,132957,297137
191.1,134576,593,25424,900,3269,133052,297221
192.1,135207,553,24793,954,3262,133211,297427
193.1,135884,532,24116,1031,3273,133329,297633
194.1,136462,551,23538,949,3275,133426,297650
195.1,137126,562,22874,913,3278,133533,297724
196.1,137729,558,22271,897,3282,133611,297790
197.1,138388,578,21612,872,3284,133669,297825
198.1,138991,558,21009,857,3285,133759,297901
199.1,139539,527,20461,888,3273,133846,298007
200.1,140083,530,19917,842,3280,133908,298030
201.1,140647,519,19353,797,3264,133961,298022
202.1,141205,505,18795,759,3239,134009,298007
203.1,141765,488,18235,740,3243,134032,298015
204.1,142281,483,17719,749,3250,134021,298020
205.1,142823,475,17177,729,3256,134001,297986
206.1,143304,468,16696,738,3256,133982,297976
207.1,143757,463,16243,686,3257,133888,297831
208.1,144243,454,15757,659,3252,133809,297720
209.1,144669,449,15331,678,3260,133685,297623
210.1,145214,436,14786,706,3262,133507,297475
211.1,145680,425,14320,701,3268,133288,297257
212.1,146067,402,13933,676,3262,133032,296970
213.1,146530,411,13470,581,3237,132683,296501
214.1,146914,418,13086,526,3243,132306,296075
215.1,147286,384,12714,540,3231,131825,295596
216.1,147678,354,12322,555,3240,131295,295090
217.1,148049,341,11951,545,3244,130700,294489
218.1,148377,311,11623,536,3235,130074,293845
219.1,148770,306,11230,516,3250,129275,293041
220.1,149124,295,10876,536,3240,128449,292225
221.1,149454,281,10546,527,3250,127532,291309
222.1,149910,288,10090,483,3249,126503,290235
223.1,150230,300,9770,457,3254,125269,288980
224.1,150540,295,9460,438,3243,123995,287676
225.1,150887,286,9113,418,3242,122622,286282
226.1,151158,280,8842,440,3254,121123,284817
227.1,151515,288,8485,428,3255,119605,283288
228.1,151747,283,8253,431,3239,118000,281670
229.1,152042,279,7958,416,3236,116127,279779
230.1,152346,276,7654,412,3266,114257,277935
231.1,152610,285,7390,406,3262,112235,275903
232.1,152876,275,7124,411,3267,110234,273912
233.1,153124,281,6876,398,3266,108200,271864
234.1,153329,272,6671,386,3261,105988,269635
235.1,153559,259,6441,379,3263,103804,267446
236.1,153821,252,6179,364,3269,101479,265112
237.1,154046,255,5954,396,3266,99134,262796
238.1,154220,246,5780,427,3260,96759,260446
239.1,154433,248,5567,439,3263,94250,257952
240.1,154656,246,5344,441,3254,91735,255430
