"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
112.1,96890,2389,63110,4184,81591,112867,358642
113.1,98017,2349,61983,4153,76162,113326,353641
114.1,99071,2323,60929,4054,70963,113769,348786
115.1,100114,2273,59886,4043,66100,114245,344388
116.1,101125,2207,58875,4091,61625,114733,340449
117.1,102184,2170,57816,4000,57262,115185,336447
118.1,103290,2159,56710,3864,53185,115606,332655
119.1,104294,2133,55706,3797,49370,116040,329207
120.1,105322,2138,54678,3632,45762,116435,325829
121.1,106306,2092,53694,3696,42483,116891,323070
122.1,107308,2046,52692,3657,39380,117331,320368
123.1,108437,2025,51563,3661,36494,117726,317881
124.1,109515,1995,50485,3733,33964,118146,315843
125.1,110456,1943,49544,3490,31649,118587,313726
126.1,111457,1939,48543,3346,29418,118983,311747
127.1,112458,1923,47542,3277,27524,119368,310169
128.1,113515,1893,46485,3172,25743,119747,308662
129.1,114514,1876,45486,3214,24231,120135,307580
130.1,115405,1813,44595,3189,22812,120537,306538
131.1,116415,1813,43585,3005,21625,120936,305566
132.1,117396,1804,42604,2920,20546,121288,304754
133.1,118297,1750,41703,3010,19710,121666,304386
134.1,119290,1747,40710,2854,18904,122021,303779
135.1,120151,1700,39849,2819,18294,122378,303491
136.1,121149,1659,38851,2782,17790,122737,303309
137.1,122127,1604,37873,2856,17452,123065,303373
138.1,123066,1582,36934,2713,17129,123426,303268
139.1,123913,1539,36087,2740,16825,123791,303356
140.1,124833,1568,35167,2694,16602,124093,303389
141.1,125687,1578,34313,2572,16459,124410,303441
142.1,126581,1558,33419,2486,16344,124736,303566
143.1,127460,1521,32540,2370,16241,125064,303675
144.1,128271,1514,31729,2227,16195,125386,303808
145.1,129103,1485,30897,2221,16172,125700,304093
146.1,129916,1417,30084,2265,16145,126007,304417
147.1,130781,1388,29219,2277,16133,126310,304720
148.1,131523,1340,28477,2195,16108,126626,304929
149.1,132369,1326,27631,2223,16099,126914,305236
150.1,133134,1287,26866,2213,16089,127222,305524
151.1,133984,1308,26016,2157,16067,127469,305693
152.1,134748,1307,25252,2065,16079,127728,305872
153.1,135455,1271,24545,2052,16037,128010,306099
154.1,136180,1232,23820,2017,16064,128291,306372
155.1,136973,1231,23027,1950,16078,128537,306565
156.1,137698,1183,22302,1905,16078,128804,306787
157.1,138371,1146,21629,1863,16080,129083,307026
158.1,139009,1107,20991,1826,16072,129346,307244
159.1,139686,1089,20314,1754,16057,129584,307395
160.1,140394,1096,19606,1766,16054,129817,307637
161.1,141045,1064,18955,1784,16094,130069,307947
162.1,141672,1041,18328,1687,16101,130327,308115
163.1,142254,1046,17746,1623,16101,130532,308256
164.1,142839,1030,17161,1540,16098,130773,308411
165.1,143408,1019,16592,1471,16099,130984,308554
166.1,144016,1004,15984,1527,16112,131182,308821
167.1,144558,958,15442,1482,16126,131416,309024
168.1,145132,961,14868,1375,16140,131624,309139
169.1,145638,922,14362,1364,16121,131840,309325
170.1,146105,859,13895,1347,16134,132054,309535
171.1,146634,849,13366,1324,16144,132245,309713
172.1,147129,827,12871,1273,16146,132443,309862
173.1,147612,845,12388,1208,16151,132619,309978
174.1,148097,802,11903,1121,16153,132796,310070
175.1,148534,775,11466,1053,16161,132973,310187
176.1,148963,744,11037,1044,16133,133146,310323
177.1,149386,717,10614,1037,16135,133298,310470
178.1,149749,678,10251,1049,16130,133464,310643
179.1,150200,659,9800,1034,16104,133618,310756
180.1,150603,661,9397,1032,16097,133741,310870
181.1,150989,642,9011,1074,16108,133872,311054
182.1,151367,643,8633,1048,16077,134005,311130
183.1,151687,655,8313,971,16065,134140,311176
184.1,152048,660,7952,906,16070,134268,311244
185.1,152365,655,7635,885,16059,134380,311324
186.1,152708,609,7292,939,16057,134502,311498
187.1,152960,583,7040,906,16055,134634,311595
188.1,153226,557,6774,924,16047,134761,311732
189.1,153519,569,6481,837,16046,134844,311727
190.1,153788,564,6212,791,16034,134924,311749
191.1,154072,525,5928,730,16032,135014,311776
192.1,154344,504,5656,698,16049,135073,311820
193.1,154572,478,5428,702,16037,135129,311868
194.1,154784,442,5216,730,16040,135177,311947
195.1,155024,446,4976,669,16036,135206,311911
196.1,155267,461,4733,679,16046,135197,311922
197.1,155493,443,4507,696,16048,135186,311930
198.1,155720,430,4280,683,16046,135138,311867
199.1,155873,407,4127,654,16047,135093,311794
200.1,156107,413,3893,619,16054,135023,311696
201.1,156268,417,3732,596,16058,134902,311556
202.1,156513,401,3487,657,16056,134761,311474
203.1,156641,379,3359,704,16066,134633,311403
204.1,156830,382,3170,606,16058,134426,311090
205.1,156946,389,3054,534,16067,134175,310776
206.1,157093,376,2907,504,16061,133897,310462
207.1,157235,366,2765,450,16055,133541,310046
208.1,157356,366,2644,450,16057,133138,309645
209.1,157478,346,2522,411,16077,132664,309152
210.1,157614,331,2386,430,16078,132068,308576
211.1,157743,308,2257,474,16085,131414,307973
212.1,157854,286,2146,442,16113,130673,307228
213.1,157945,295,2055,427,16083,129815,306325
214.1,158045,292,1955,420,16085,128886,305391
215.1,158165,291,1835,411,16102,127850,304363
216.1,158258,287,1742,363,16104,126784,303251
217.1,158332,276,1668,353,16124,125619,302096
218.1,158381,269,1619,384,16107,124339,300830
219.1,158491,270,1509,372,16114,122930,299416
220.1,158529,267,1471,357,16123,121401,297881
221.1,158622,262,1378,399,16114,119727,296240
222.1,158674,249,1326,395,16143,118008,294546
223.1,158741,246,1259,389,16128,116146,292663
224.1,158773,234,1227,380,16135,114235,290750
225.1,158832,239,1168,362,16137,112245,288744
226.1,158897,234,1103,397,16102,110126,286625
227.1,158938,229,1062,402,16113,107934,284449
228.1,159021,220,979,385,16088,105779,282252
229.1,159054,224,946,354,16098,103523,279975
230.1,159095,224,905,375,16093,101078,277546
231.1,159118,219,882,412,16069,98781,275262
232.1,159116,222,884,439,16053,96386,272878
233.1,159167,236,833,451,16041,94017,270509
234.1,159214,251,786,467,16054,91534,268055
235.1,159214,263,786,476,16042,89086,265604
236.1,159262,268,738,493,16046,86655,263194
237.1,159265,297,735,530,16041,84200,260771
238.1,159269,306,731,534,16048,81737,258319
239.1,159311,328,689,551,16051,79396,255998
240.1,159310,342,690,545,16035,77070,253650
