"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
138.1,419412,4094,4582,68588,415789
139.1,423163,3984,4519,63598,416804
140.1,427100,3895,4411,58979,417795
141.1,430956,3876,4329,54684,418744
142.1,434683,3763,4243,50719,419677
143.1,438555,3689,4118,47073,420603
144.1,442231,3600,4015,43623,421534
145.1,446028,3546,4009,40447,422406
146.1,449719,3439,3891,37509,423316
147.1,453358,3358,3772,34799,424143
148.1,457088,3327,3669,32316,425001
149.1,460794,3290,3568,30040,425794
150.1,464391,3187,3471,27761,426615
151.1,468085,3082,3413,25790,427386
152.1,471602,3031,3410,23980,428101
153.1,475184,2969,3329,22388,428859
154.1,478590,2827,3268,21014,429622
155.1,482223,2780,3170,19664,430312
156.1,485727,2697,3029,18535,431020
157.1,489134,2613,2909,17531,431701
158.1,492517,2569,2784,16638,432352
159.1,495940,2505,2685,15820,432996
160.1,499195,2419,2642,15144,433617
161.1,502534,2325,2598,14581,434258
162.1,505820,2266,2536,14186,434878
163.1,509188,2205,2516,13783,435438
164.1,512351,2131,2458,13492,435992
165.1,515582,2071,2410,13340,436518
166.1,518734,2042,2305,13179,437024
167.1,521761,2001,2231,13054,437531
168.1,524900,1947,2136,12946,438038
169.1,527876,1932,2040,12893,438488
170.1,530966,1859,2089,12854,438966
171.1,533901,1816,2106,12834,439428
172.1,536960,1757,2068,12826,439895
173.1,539658,1725,1962,12833,440363
174.1,542594,1695,1866,12845,440792
175.1,545262,1662,1757,12841,441224
176.1,547995,1645,1698,12852,441602
177.1,550786,1609,1683,12857,441992
178.1,553441,1535,1704,12857,442413
179.1,556031,1493,1643,12847,442816
180.1,558530,1467,1578,12857,443189
181.1,561099,1476,1515,12859,443524
182.1,563703,1481,1514,12866,443846
183.1,566144,1411,1512,12882,444199
184.1,568426,1354,1505,12884,444564
185.1,570756,1307,1444,12866,444911
186.1,572996,1270,1426,12875,445232
187.1,575272,1277,1419,12886,445532
188.1,577478,1252,1361,12879,445840
189.1,579651,1212,1358,12869,446146
190.1,581629,1187,1317,12864,446425
191.1,583650,1159,1282,12878,446684
192.1,585689,1134,1247,12870,446939
193.1,587586,1112,1223,12887,447226
194.1,589422,1083,1192,12890,447469
195.1,591310,1046,1134,12889,447705
196.1,593050,1013,1125,12896,447934
197.1,594827,1002,1072,12898,448129
198.1,596520,951,1056,12899,448334
199.1,598224,909,989,12903,448501
200.1,599763,865,959,12891,448649
201.1,601307,852,917,12870,448758
202.1,602832,796,911,12867,448855
203.1,604313,779,853,12847,448921
204.1,605722,744,842,12862,448955
205.1,607080,735,791,12866,448917
206.1,608502,714,753,12840,448860
207.1,609729,657,744,12851,448724
208.1,610962,659,706,12839,448550
209.1,612128,612,672,12846,448337
210.1,613273,598,609,12843,448012
211.1,614384,566,599,12835,447656
212.1,615490,566,587,12838,447213
213.1,616509,556,598,12831,446594
214.1,617388,516,602,12844,445956
215.1,618357,510,580,12832,445185
216.1,619278,514,544,12832,444217
217.1,620173,500,520,12839,443087
218.1,620969,483,537,12831,441793
219.1,621810,475,515,12837,440310
220.1,622557,455,503,12843,438649
221.1,623399,454,497,12843,436748
222.1,624092,457,478,12835,434626
223.1,624722,437,458,12847,432189
224.1,625406,419,429,12837,429514
225.1,625957,398,426,12828,426569
226.1,626642,392,402,12844,423257
227.1,627213,371,413,12849,419667
228.1,627727,373,422,12849,415660
229.1,628278,359,396,12852,411351
230.1,628815,358,385,12865,406675
231.1,629331,354,374,12872,401641
232.1,629876,339,370,12859,396236
233.1,630307,345,357,12858,390577
234.1,630810,325,367,12877,384325
235.1,631199,336,361,12871,377680
236.1,631608,312,364,12869,370813
237.1,632041,332,354,12864,363563
238.1,632388,333,353,12881,356108
239.1,632777,331,349,12878,348279
240.1,633055,335,345,12869,340244
