"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
0.1,160000,0,0,1920,3200,0,165120
1.1,159411,439,589,943,3223,0,164166
2.1,159140,612,860,471,3226,0,163697
3.1,159061,702,939,238,3232,0,163470
4.1,159038,743,962,199,3239,0,163438
5.1,158992,756,1008,306,3248,0,163554
6.1,158987,780,1013,511,3261,0,163772
7.1,159038,834,962,808,3258,0,164066
8.1,159058,896,942,1204,3268,0,164472
9.1,159042,1027,958,1682,3271,1,164954
10.1,158997,1229,1003,2152,3288,1,165441
11.1,159056,1468,944,2633,3276,1,165910
12.1,159075,1760,925,3099,3270,1,166370
13.1,159042,2089,958,3623,3274,1,166898
14.1,159033,2492,967,4111,3284,1,167396
15.1,159085,2923,915,4602,3289,1,167892
16.1,159100,3347,900,5284,3276,2,168562
17.1,159030,3829,970,6037,3276,2,169315
18.1,159059,4370,941,7064,3299,3,170366
19.1,159081,4919,919,8215,3301,5,171521
20.1,159100,5541,900,9681,3327,7,173015
21.1,159101,6231,899,11415,3339,12,174766
22.1,159133,7020,867,13271,3318,15,176604
23.1,159132,7809,868,15462,3327,18,178807
24.1,159049,8644,951,17639,3351,21,181011
25.1,158868,9428,1132,19862,3358,23,183243
26.1,158711,10337,1289,22180,3374,25,185579
27.1,158596,11338,1404,24635,3390,30,188055
28.1,158551,12498,1449,27700,3420,34,191154
29.1,158579,13739,1421,31171,3466,40,194677
30.1,158533,14999,1467,35077,3510,50,198637
31.1,158506,16383,1494,39564,3554,65,203183
32.1,158404,17701,1596,44515,3625,74,208214
33.1,158251,19100,1749,49870,3713,89,213672
34.1,158035,20570,1965,55314,3833,107,219254
35.1,157811,21989,2189,61024,3936,118,225078
36.1,157555,23500,2445,66753,4066,137,230956
37.1,157211,25066,2789,72426,4233,163,236822
38.1,156778,26583,3222,78758,4419,186,243363
39.1,156325,27992,3675,85380,4647,208,250235
40.1,155844,29601,4156,91878,4888,247,257013
41.1,155338,31111,4662,98669,5196,294,264159
42.1,154795,32664,5205,105979,5547,347,271873
43.1,154162,34098,5838,113296,5927,419,279642
44.1,153484,35518,6516,121019,6380,505,287904
45.1,152698,36959,7302,128336,6850,623,295809
46.1,151765,38243,8235,135916,7429,739,304084
47.1,150863,39639,9137,142963,8095,916,311974
48.1,149784,40834,10216,149924,8845,1093,319862
49.1,148666,42070,11334,156726,9644,1317,327687
50.1,147486,43219,12514,163218,10585,1578,335381
51.1,146159,44198,13841,169619,11705,1900,343224
52.1,144731,45166,15269,175270,12953,2267,350490
53.1,143257,46068,16743,180352,14410,2703,357465
54.1,141546,46707,18454,185055,16063,3265,364383
55.1,139645,47173,20355,189300,17928,3965,371193
56.1,137646,47510,22354,192256,19964,4766,376986
57.1,135483,47689,24517,194964,22169,5730,382863
58.1,133179,47686,26821,196423,24725,6896,388044
59.1,130670,47341,29330,197747,27510,8262,393519
60.1,128011,46910,31989,196744,30469,9818,397031
61.1,125255,46291,34745,195552,33771,11582,400905
62.1,122332,45399,37668,192987,37196,13558,403741
63.1,119255,44322,40745,188920,40785,15784,405489
64.1,116083,43037,43917,183990,44525,18260,406775
65.1,112842,41629,47158,178090,48344,20915,407349
66.1,109469,40036,50531,171199,52389,23863,407451
67.1,105983,38160,54017,163583,56463,26983,407029
68.1,102500,36218,57500,155113,60607,30269,405989
69.1,99039,34236,60961,145948,64577,33767,404292
70.1,95621,32055,64379,136428,68406,37373,402207
71.1,92376,30035,67624,126349,72215,40938,399502
72.1,89348,28023,70652,116255,75790,44439,396484
73.1,86218,25779,73782,106102,79267,48086,393455
74.1,83293,23748,76707,96125,82516,51622,390263
75.1,80663,21752,79337,86206,85536,55085,386827
76.1,78300,19992,81700,77282,88255,58396,383933
77.1,76108,18336,83892,68599,90671,61548,380818
78.1,74146,16763,85854,60806,92902,64566,378274
79.1,72620,15443,87380,53877,94915,67344,376136
80.1,71151,14099,88849,47377,96686,70070,374133
81.1,69968,12957,90032,41530,98297,72611,372438
82.1,68996,11947,91004,36457,99752,74928,371137
83.1,68209,10894,91791,32109,101055,77176,370340
84.1,67546,9976,92454,28205,102216,79259,369680
85.1,67092,9095,92908,24916,103130,81195,369241
86.1,66869,8419,93131,21790,103943,82949,368682
87.1,66763,7750,93237,19110,104670,84570,368350
88.1,66778,7147,93222,16856,105216,86143,368215
89.1,66964,6676,93036,14948,105600,87616,368164
90.1,67241,6203,92759,13285,105937,88949,368171
91.1,67670,5842,92330,12065,106181,90144,368390
92.1,68208,5423,91792,10959,106301,91304,368564
93.1,68726,5018,91274,9939,106293,92407,368639
94.1,69413,4660,90587,9055,106206,93474,368735
95.1,70112,4340,89888,8239,105969,94450,368658
96.1,70858,4073,89142,7421,105602,95342,368365
97.1,71796,3815,88204,6741,105106,96162,368009
98.1,72699,3546,87301,6045,104497,96956,367498
99.1,73719,3366,86281,5551,103630,97648,366829
100.1,74780,3217,85220,5068,102637,98337,366042
101.1,75914,3043,84086,4646,101442,98957,365045
102.1,77006,2840,82994,4288,100031,99603,363922
103.1,78165,2677,81835,3936,98459,100161,362556
104.1,79315,2491,80685,3719,96600,100752,361071
105.1,80424,2309,79576,3510,94534,101294,359338
106.1,81610,2169,78390,3316,92246,101766,357328
107.1,82867,2086,77133,3081,89756,102243,355080
108.1,84090,1982,75910,2910,87067,102675,352652
109.1,85342,1914,74658,2678,84034,103086,349798
110.1,86699,1815,73301,2445,80822,103473,346740
111.1,87979,1761,72021,2266,77496,103804,343566
112.1,89209,1648,70791,2160,73934,104171,340265
113.1,90532,1568,69468,1997,70260,104524,336781
114.1,91791,1461,68209,1857,66503,104869,333229
115.1,92986,1387,67014,1728,62705,105177,329610
116.1,94314,1309,65686,1653,58765,105485,325903
117.1,95586,1233,64414,1556,54868,105764,322188
118.1,96892,1188,63108,1463,51083,106021,318567
119.1,98198,1140,61802,1386,47311,106255,314952
120.1,99410,1090,60590,1325,43695,106494,311514
121.1,100696,1020,59304,1308,40307,106730,308345
122.1,102022,962,57978,1241,37043,106955,305239
123.1,103289,944,56711,1196,33861,107146,302203
124.1,104435,921,55565,1153,30932,107343,299428
125.1,105634,878,54366,1111,28205,107543,296859
126.1,106885,833,53115,1107,25732,107728,294567
127.1,108152,822,51848,1079,23388,107901,292368
128.1,109355,787,50645,1043,21306,108086,290435
129.1,110521,765,49479,1009,19440,108243,288692
130.1,111685,744,48315,975,17707,108406,287088
131.1,112908,745,47092,890,16169,108553,285612
132.1,114003,701,45997,852,14689,108721,284262
133.1,115137,701,44863,810,13364,108842,283016
134.1,116291,678,43709,775,12183,108985,281943
135.1,117372,664,42628,749,11107,109118,280974
136.1,118442,647,41558,749,10199,109237,280185
137.1,119538,633,40462,771,9329,109368,279468
138.1,120599,618,39401,779,8509,109479,278767
139.1,121716,598,38284,734,7777,109610,278121
140.1,122707,581,37293,718,7214,109724,277656
141.1,123755,577,36245,725,6635,109831,277191
142.1,124796,551,35204,725,6112,109968,276805
143.1,125835,531,34165,727,5647,110068,276442
144.1,126810,534,33190,673,5218,110155,276046
145.1,127839,519,32161,633,4849,110265,275747
146.1,128836,520,31164,616,4571,110350,275537
147.1,129739,509,30261,577,4312,110450,275339
148.1,130731,496,29269,560,4108,110554,275222
149.1,131608,473,28392,542,3905,110663,275110
150.1,132483,461,27517,537,3754,110749,275040
151.1,133353,439,26647,513,3644,110857,275014
152.1,134235,433,25765,500,3542,110948,274990
153.1,135023,415,24977,496,3467,111042,275005
154.1,135839,398,24161,471,3401,111120,274992
155.1,136664,377,23336,461,3371,111209,275041
156.1,137442,351,22558,443,3321,111291,275055
157.1,138249,334,21751,427,3295,111369,275091
158.1,139057,337,20943,389,3281,111431,275101
159.1,139792,313,20208,369,3266,111508,275143
160.1,140504,284,19496,375,3256,111581,275212
161.1,141193,289,18807,358,3247,111637,275242
162.1,141879,289,18121,356,3259,111693,275308
163.1,142620,296,17380,362,3248,111733,275343
164.1,143206,305,16794,375,3243,111784,275402
165.1,143831,293,16169,355,3247,111846,275448
166.1,144478,279,15522,348,3273,111908,275529
167.1,145101,261,14899,340,3275,111961,275576
168.1,145722,241,14278,325,3274,112023,275622
169.1,146304,247,13696,287,3274,112079,275640
170.1,146889,251,13111,273,3274,112117,275664
171.1,147443,252,12557,268,3286,112156,275710
172.1,147940,231,12060,279,3287,112219,275785
173.1,148400,203,11600,281,3298,112272,275851
174.1,148856,204,11144,246,3300,112311,275857
175.1,149278,187,10722,224,3298,112366,275888
176.1,149753,171,10247,219,3307,112405,275931
177.1,150231,154,9769,211,3310,112448,275969
178.1,150617,147,9383,185,3312,112481,275978
179.1,151069,142,8931,164,3308,112521,275993
180.1,151457,142,8543,142,3306,112548,275996
181.1,151882,138,8118,129,3298,112575,276002
182.1,152232,121,7768,141,3303,112606,276050
183.1,152573,120,7427,140,3298,112625,276063
184.1,152883,127,7117,135,3294,112644,276073
185.1,153170,111,6830,140,3280,112680,276100
186.1,153506,108,6494,148,3267,112700,276115
187.1,153790,101,6210,149,3265,112716,276130
188.1,154074,101,5926,133,3274,112736,276143
189.1,154347,99,5653,120,3280,112750,276150
190.1,154640,94,5360,117,3289,112758,276164
191.1,154892,89,5108,110,3276,112765,276151
192.1,155104,85,4896,110,3270,112768,276148
193.1,155368,84,4632,112,3269,112775,276156
194.1,155610,76,4390,106,3262,112785,276153
195.1,155856,73,4144,100,3267,112781,276148
196.1,156065,70,3935,107,3253,112776,276136
197.1,156251,74,3749,99,3252,112776,276127
198.1,156371,63,3629,104,3254,112757,276115
199.1,156550,65,3450,95,3247,112731,276073
200.1,156755,67,3245,95,3251,112696,276042
201.1,156901,60,3099,98,3251,112658,276007
202.1,157083,69,2917,81,3249,112615,275945
203.1,157181,64,2819,79,3253,112543,275875
204.1,157354,63,2646,63,3249,112463,275775
205.1,157461,54,2539,67,3237,112374,275678
206.1,157615,45,2385,64,3236,112275,275575
207.1,157766,41,2234,64,3235,112147,275446
208.1,157920,38,2080,63,3232,111981,275276
209.1,158026,36,1974,53,3250,111807,275110
210.1,158112,38,1888,52,3243,111598,274893
211.1,158203,40,1797,48,3239,111369,274656
212.1,158284,37,1716,49,3243,111058,274350
213.1,158365,37,1635,48,3256,110695,273999
214.1,158458,36,1542,48,3245,110314,273607
215.1,158534,37,1466,42,3249,109840,273131
216.1,158647,32,1353,37,3256,109353,272646
217.1,158703,31,1297,33,3248,108768,272049
218.1,158800,31,1200,24,3236,108124,271384
219.1,158876,30,1124,26,3239,107372,270637
220.1,158937,23,1063,36,3232,106576,269844
221.1,158995,26,1005,43,3232,105707,268982
222.1,159035,24,965,44,3250,104713,268007
223.1,159053,25,947,52,3251,103671,266974
224.1,159104,29,896,51,3273,102519,265843
225.1,159126,28,874,37,3277,101272,264586
226.1,159143,32,857,30,3270,99834,263134
227.1,159187,30,813,32,3267,98280,261579
228.1,159219,29,781,39,3264,96674,259977
229.1,159261,24,739,39,3264,94962,258265
230.1,159300,20,700,39,3258,93074,256371
231.1,159288,15,712,39,3260,91115,254414
232.1,159299,17,701,35,3267,89104,252406
233.1,159312,22,688,18,3262,86897,250177
234.1,159327,22,673,13,3260,84646,247919
235.1,159357,24,643,12,3256,82195,245463
236.1,159431,24,569,15,3269,79805,243089
237.1,159455,23,545,23,3278,77321,240622
238.1,159475,23,525,27,3279,74747,238053
239.1,159473,22,527,32,3280,72310,235622
240.1,159460,21,540,36,3278,69751,233065
