"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,10000,0,100,80,0
1.1,9969,32,44,81,0
2.1,9950,43,19,80,0
3.1,9938,49,9,80,0
4.1,9944,52,18,84,0
5.1,9932,53,41,83,0
6.1,9934,56,72,82,0
7.1,9937,69,95,83,0
8.1,9935,83,116,84,0
9.1,9930,101,134,85,0
10.1,9931,127,134,84,0
11.1,9936,146,157,86,0
12.1,9941,160,183,85,0
13.1,9940,187,215,83,0
14.1,9945,213,272,83,0
15.1,9939,253,323,84,0
16.1,9946,294,378,82,0
17.1,9938,333,453,83,0
18.1,9935,379,511,84,0
19.1,9940,439,590,86,0
20.1,9945,494,685,88,0
21.1,9946,559,820,88,0
22.1,9941,628,950,88,0
23.1,9945,705,1103,88,0
24.1,9935,785,1256,91,0
25.1,9929,883,1444,95,0
26.1,9910,973,1649,96,0
27.1,9892,1060,1841,101,0
28.1,9897,1165,2100,102,0
29.1,9895,1291,2351,106,0
30.1,9895,1417,2649,111,1
31.1,9874,1532,2993,115,2
32.1,9859,1658,3371,124,2
33.1,9842,1788,3701,132,2
34.1,9819,1927,4052,139,4
35.1,9796,2055,4505,145,4
36.1,9779,2171,4969,151,4
37.1,9751,2321,5376,166,4
38.1,9702,2446,5800,183,5
39.1,9672,2560,6273,201,7
40.1,9652,2724,6671,222,12
41.1,9599,2845,7161,248,15
42.1,9533,2956,7669,278,21
43.1,9458,3057,8113,314,29
44.1,9390,3143,8596,359,39
45.1,9308,3226,9022,412,58
46.1,9231,3347,9424,483,79
47.1,9130,3411,9814,548,109
48.1,9029,3497,10209,630,138
49.1,8899,3557,10598,714,177
50.1,8745,3549,10801,821,235
51.1,8575,3528,11099,926,301
52.1,8415,3529,11265,1053,398
53.1,8189,3473,11293,1200,523
54.1,7979,3429,11166,1375,651
55.1,7739,3335,11073,1563,817
56.1,7523,3236,10835,1763,1001
57.1,7257,3094,10520,1988,1202
58.1,6975,2953,10186,2225,1439
59.1,6689,2783,9740,2467,1695
60.1,6409,2600,9224,2695,1960
61.1,6140,2425,8666,2926,2233
62.1,5808,2215,8115,3142,2558
63.1,5496,1998,7474,3330,2889
64.1,5208,1783,6660,3520,3199
65.1,4942,1563,5959,3691,3502
66.1,4691,1376,5213,3855,3816
67.1,4480,1217,4518,3983,4076
68.1,4296,1068,3897,4101,4320
69.1,4116,926,3225,4200,4558
70.1,3974,812,2719,4300,4773
71.1,3858,719,2278,4377,4978
72.1,3754,638,1908,4453,5154
73.1,3674,565,1586,4511,5314
74.1,3621,501,1312,4552,5453
75.1,3587,446,1104,4593,5576
76.1,3565,414,937,4629,5674
77.1,3537,370,825,4654,5780
78.1,3524,330,713,4678,5887
79.1,3519,292,622,4700,5975
80.1,3536,274,524,4708,6044
81.1,3538,253,436,4714,6129
82.1,3549,237,359,4725,6180
83.1,3589,224,310,4735,6237
84.1,3626,209,292,4745,6287
85.1,3684,191,281,4742,6342
86.1,3727,183,265,4735,6384
87.1,3755,161,257,4724,6435
88.1,3802,152,230,4709,6485
89.1,3853,155,205,4699,6526
90.1,3885,133,191,4673,6574
91.1,3952,122,174,4647,6600
92.1,4003,112,173,4613,6633
93.1,4072,112,166,4572,6658
94.1,4135,107,158,4518,6687
95.1,4208,94,146,4458,6714
96.1,4264,82,130,4385,6748
97.1,4336,84,122,4295,6769
98.1,4409,81,121,4211,6794
99.1,4480,80,103,4092,6812
100.1,4559,79,83,3981,6827
101.1,4622,71,79,3839,6850
102.1,4687,60,78,3667,6870
103.1,4742,62,65,3482,6882
104.1,4821,60,62,3310,6894
105.1,4893,54,60,3124,6913
106.1,4969,50,61,2908,6930
107.1,5054,47,56,2707,6944
108.1,5130,43,49,2489,6957
109.1,5201,46,46,2274,6967
110.1,5266,44,38,2071,6978
111.1,5346,43,45,1855,6985
112.1,5413,36,46,1675,7000
113.1,5475,38,48,1508,7008
114.1,5561,37,45,1341,7018
115.1,5633,41,40,1224,7024
116.1,5690,43,40,1100,7032
117.1,5758,38,41,975,7044
118.1,5840,36,41,870,7054
119.1,5896,34,43,771,7063
120.1,5979,36,43,686,7069
121.1,6044,35,34,623,7079
122.1,6109,38,29,547,7088
123.1,6168,30,32,505,7100
124.1,6234,20,30,456,7112
125.1,6284,25,26,402,7115
126.1,6355,26,26,358,7120
127.1,6420,25,21,326,7129
128.1,6480,26,16,303,7135
129.1,6552,26,16,285,7139
130.1,6623,24,17,261,7145
131.1,6677,23,19,252,7151
132.1,6724,19,19,225,7159
133.1,6792,19,22,214,7163
134.1,6847,17,21,196,7168
135.1,6913,17,20,182,7172
136.1,6990,16,18,166,7176
137.1,7051,18,13,157,7183
138.1,7098,20,16,151,7185
139.1,7154,17,19,141,7191
140.1,7227,19,17,134,7193
141.1,7269,16,19,123,7200
142.1,7320,16,18,118,7206
143.1,7386,18,19,116,7211
144.1,7429,20,18,111,7214
145.1,7494,20,16,107,7218
146.1,7548,16,21,104,7223
147.1,7610,16,24,99,7228
148.1,7650,11,19,99,7237
149.1,7715,11,14,95,7240
150.1,7781,12,10,89,7242
151.1,7836,11,11,86,7245
152.1,7885,9,9,87,7252
153.1,7931,5,6,86,7257
154.1,7980,4,7,84,7259
155.1,8026,4,7,86,7261
156.1,8074,4,6,88,7262
157.1,8129,3,5,88,7264
158.1,8180,4,5,90,7264
159.1,8227,5,4,88,7265
160.1,8281,7,3,89,7265
161.1,8318,7,2,88,7266
162.1,8363,6,3,90,7267
163.1,8395,5,6,87,7269
164.1,8443,3,6,87,7272
165.1,8475,3,6,88,7273
166.1,8498,4,3,87,7273
167.1,8529,4,3,87,7274
168.1,8572,2,3,87,7276
169.1,8624,2,4,86,7276
170.1,8661,2,3,86,7278
171.1,8698,3,1,86,7278
172.1,8727,3,1,86,7278
173.1,8750,1,0,88,7281
174.1,8787,1,0,88,7282
175.1,8821,1,0,88,7282
176.1,8854,1,1,88,7282
177.1,8905,1,2,88,7282
178.1,8932,1,3,88,7282
179.1,8954,1,4,88,7283
180.1,8992,4,1,88,7283
181.1,9021,4,2,88,7284
182.1,9050,4,3,88,7284
183.1,9073,2,2,88,7286
184.1,9100,0,1,87,7287
185.1,9138,1,0,86,7287
186.1,9156,0,0,85,7288
187.1,9184,0,0,85,7287
188.1,9216,0,0,85,7287
189.1,9243,0,0,83,7287
190.1,9266,0,0,86,7287
191.1,9289,0,0,83,7287
192.1,9299,0,0,83,7285
193.1,9318,0,0,84,7284
194.1,9332,0,0,84,7283
195.1,9356,0,0,85,7282
196.1,9386,0,0,85,7278
197.1,9397,0,0,84,7273
198.1,9410,0,0,82,7265
199.1,9429,0,0,81,7258
200.1,9449,0,0,82,7247
201.1,9474,0,0,82,7236
202.1,9489,0,0,82,7229
203.1,9502,0,0,84,7216
204.1,9515,0,0,81,7203
205.1,9524,0,0,80,7182
206.1,9533,0,0,80,7152
207.1,9547,0,0,81,7127
208.1,9571,0,0,83,7092
209.1,9585,0,0,84,7060
210.1,9596,0,0,85,7022
211.1,9603,0,0,83,6970
212.1,9610,0,0,83,6915
213.1,9629,0,0,84,6854
214.1,9637,0,0,84,6779
215.1,9656,0,0,83,6710
216.1,9664,0,0,82,6619
217.1,9676,0,0,85,6520
218.1,9686,0,0,84,6425
219.1,9696,0,0,84,6302
220.1,9704,0,0,84,6189
221.1,9715,0,0,83,6079
222.1,9724,0,0,83,5937
223.1,9726,0,0,83,5812
224.1,9739,0,0,83,5669
225.1,9753,0,0,83,5522
226.1,9763,0,0,82,5367
227.1,9759,0,0,82,5207
228.1,9765,0,0,82,5037
229.1,9772,0,0,82,4867
230.1,9775,0,0,82,4701
231.1,9791,0,0,82,4502
232.1,9797,0,0,82,4300
233.1,9793,0,0,82,4120
234.1,9799,0,0,81,3900
235.1,9805,0,0,81,3700
236.1,9810,0,0,79,3484
237.1,9825,0,0,77,3316
238.1,9832,0,0,81,3140
239.1,9836,0,0,83,2949
240.1,9844,0,0,84,2783
