"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,160000,0,1920,3200,0
1.1,159463,412,932,3234,0
2.1,159175,605,448,3240,0
3.1,159020,684,251,3247,0
4.1,158955,717,322,3263,0
5.1,158985,732,697,3263,0
6.1,158993,774,1265,3254,0
7.1,158997,884,1921,3262,0
8.1,159037,1077,2462,3265,1
9.1,159043,1380,2875,3270,1
10.1,159110,1712,3263,3272,2
11.1,159090,2084,3705,3273,3
12.1,159069,2460,4359,3280,5
13.1,159107,2846,5235,3283,5
14.1,159109,3330,6372,3285,6
15.1,159056,3878,7742,3280,7
16.1,159068,4470,9414,3283,8
17.1,159092,5239,11223,3305,9
18.1,159059,6080,13391,3321,9
19.1,159047,6987,15791,3330,14
20.1,159036,7999,18561,3357,17
21.1,159025,9049,21852,3378,21
22.1,159012,10250,25420,3401,27
23.1,158960,11492,29588,3426,31
24.1,158880,12794,34264,3475,37
25.1,158690,14176,39138,3514,47
26.1,158556,15657,44443,3584,51
27.1,158463,17277,50152,3681,62
28.1,158398,19042,56757,3775,77
29.1,158301,20936,64446,3890,88
30.1,158219,22911,72770,4014,104
31.1,158074,24970,81754,4178,121
32.1,157830,26952,91314,4369,150
33.1,157472,29022,101339,4596,183
34.1,157112,31066,111988,4860,221
35.1,156662,33123,122830,5178,257
36.1,156190,35375,133878,5556,313
37.1,155663,37510,145131,6029,381
38.1,155046,39611,156909,6551,464
39.1,154391,41697,169174,7216,599
40.1,153603,43855,181677,8013,748
41.1,152722,45780,194140,8904,927
42.1,151640,47694,206282,9961,1166
43.1,150516,49412,218164,11228,1467
44.1,149178,51019,229567,12728,1855
45.1,147685,52470,240529,14475,2395
46.1,145928,53553,250826,16622,3076
47.1,143931,54481,259735,19021,3949
48.1,141647,55081,266997,21873,5033
49.1,139013,55222,272912,25119,6462
50.1,136077,55034,276792,28656,8151
51.1,132857,54515,278649,32796,10274
52.1,129292,53576,277880,37288,12760
53.1,125368,52248,274843,42262,15750
54.1,121131,50469,268674,47527,19246
55.1,116654,48316,260166,52959,23104
56.1,111909,45802,249564,58700,27418
57.1,107015,43009,236161,64266,32085
58.1,101997,39948,221637,69789,36963
59.1,97016,36717,205116,75167,42119
60.1,92199,33470,188251,80195,47281
61.1,87526,30191,170594,84845,52484
62.1,83295,27201,153208,89124,57484
63.1,79445,24479,136450,93043,62138
64.1,75948,21988,120785,96518,66636
65.1,72843,19605,106153,99769,70831
66.1,69973,17435,92403,102604,74803
67.1,67458,15462,80144,105086,78518
68.1,65386,13762,69101,107283,81810
69.1,63659,12236,59456,109235,84842
70.1,62231,10910,51139,110889,87675
71.1,61013,9743,43824,112264,90275
72.1,60140,8786,37528,113565,92622
73.1,59467,7911,31954,114613,94792
74.1,59083,7192,27324,115586,96706
75.1,58837,6415,23481,116407,98482
76.1,58707,5730,20319,117100,100171
77.1,58815,5176,17506,117648,101679
78.1,59017,4634,15296,118148,103017
79.1,59274,4151,13322,118488,104257
80.1,59674,3751,11556,118766,105402
81.1,60245,3475,10085,118919,106448
82.1,60911,3140,8957,119052,107393
83.1,61665,2893,7861,119061,108238
84.1,62463,2645,7001,118887,109023
85.1,63365,2482,6161,118661,109711
86.1,64232,2309,5518,118291,110326
87.1,65188,2078,4983,117838,110958
88.1,66230,1935,4496,117198,111505
89.1,67324,1756,4140,116418,112015
90.1,68295,1648,3751,115454,112504
91.1,69391,1501,3473,114264,112936
92.1,70551,1448,3107,112842,113325
93.1,71740,1363,2855,111096,113711
94.1,72782,1242,2601,109081,114099
95.1,73944,1159,2382,106741,114432
96.1,75124,1100,2245,104029,114712
97.1,76374,1025,2017,100956,115008
98.1,77564,960,1911,97585,115275
99.1,78754,888,1775,93759,115553
100.1,80006,840,1692,89616,115776
101.1,81225,817,1588,85015,115990
102.1,82430,738,1488,80224,116227
103.1,83665,731,1377,75202,116401
104.1,84892,694,1358,70022,116609
105.1,86162,654,1336,64779,116798
106.1,87365,645,1272,59733,116955
107.1,88549,626,1248,54623,117121
108.1,89759,626,1228,49673,117254
109.1,90959,604,1177,45090,117422
110.1,92276,585,1138,40791,117576
111.1,93478,590,1039,36593,117729
112.1,94639,559,982,32838,117894
113.1,95835,549,936,29390,118018
114.1,97058,536,875,26254,118153
115.1,98147,483,861,23450,118299
116.1,99298,469,842,20941,118432
117.1,100539,453,822,18675,118568
118.1,101700,443,794,16714,118688
119.1,102799,438,733,14963,118798
120.1,104053,433,705,13379,118932
121.1,105209,422,710,12039,119037
122.1,106350,420,667,10748,119155
123.1,107479,403,672,9652,119267
124.1,108625,385,687,8695,119379
125.1,109681,381,668,7935,119469
126.1,110757,368,611,7223,119558
127.1,111840,357,593,6590,119646
128.1,112965,324,600,6119,119741
129.1,114040,293,598,5664,119842
130.1,115162,292,584,5314,119907
131.1,116220,281,562,4991,119983
