"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
0.1,160000,0,0,1920,3200,0,165120
1.1,159457,431,543,929,3229,0,164158
2.1,159168,627,832,411,3231,0,163642
3.1,159071,705,929,185,3219,0,163404
4.1,159054,740,946,90,3246,0,163336
5.1,159054,752,946,79,3253,0,163332
6.1,158998,759,1002,225,3252,0,163477
7.1,158945,768,1055,655,3256,0,163911
8.1,159020,799,980,1326,3272,0,164598
9.1,159055,905,945,2009,3263,0,165272
10.1,159033,1135,967,2525,3272,0,165797
11.1,159010,1392,990,2853,3267,1,166121
12.1,158936,1622,1064,2801,3285,2,166088
13.1,158845,1792,1155,2514,3277,2,165793
14.1,158782,1923,1218,2141,3274,2,165417
15.1,158852,2138,1148,1760,3267,2,165029
16.1,158929,2301,1071,1784,3259,2,165045
17.1,158973,2450,1027,2212,3255,2,165469
18.1,159025,2636,975,3109,3251,2,166362
19.1,159079,2893,921,4301,3287,3,167591
20.1,159046,3176,954,5637,3278,5,168920
21.1,158974,3541,1026,6716,3270,5,169991
22.1,158810,3903,1190,7578,3260,8,170846
23.1,158658,4306,1342,8101,3272,11,171384
24.1,158503,4702,1497,8160,3281,12,171453
25.1,158407,5172,1593,8046,3279,12,171337
26.1,158369,5644,1631,7976,3283,12,171271
27.1,158305,6035,1695,8329,3290,13,171632
28.1,158274,6505,1726,9128,3297,14,172439
29.1,158210,6965,1790,10334,3325,18,173677
30.1,158140,7535,1860,11837,3330,18,175185
31.1,158099,8140,1901,13905,3334,20,177259
32.1,157936,8746,2064,16011,3346,21,179378
33.1,157691,9374,2309,17970,3353,22,181345
34.1,157333,10012,2667,19475,3372,26,182873
35.1,157004,10759,2996,20488,3385,30,183903
36.1,156711,11460,3289,21463,3407,34,184904
37.1,156252,12198,3748,22096,3426,35,185557
38.1,155857,12775,4143,23133,3472,39,186644
39.1,155565,13529,4435,24473,3490,46,188009
40.1,155191,14189,4809,26393,3519,52,189964
41.1,154790,14939,5210,28635,3537,58,192230
42.1,154371,15696,5629,31114,3582,65,194761
43.1,153937,16514,6063,34059,3640,72,197771
44.1,153384,17216,6616,37061,3706,81,200848
45.1,152707,18002,7293,39701,3786,92,203579
46.1,151951,18743,8049,41983,3841,102,205926
47.1,151097,19499,8903,43633,3903,118,207654
48.1,150261,20259,9739,45398,3983,144,209525
49.1,149368,20925,10632,47051,4087,162,211300
50.1,148437,21583,11563,48672,4181,182,213035
51.1,147592,22333,12408,50589,4293,205,215087
52.1,146738,23106,13262,53043,4401,223,217667
53.1,145799,23674,14201,55818,4548,249,220615
54.1,144757,24467,15243,58312,4654,273,223239
55.1,143632,25093,16368,61204,4810,307,226321
56.1,142520,25825,17480,63759,4986,349,229094
57.1,141225,26405,18775,65988,5186,386,231560
58.1,139849,26955,20151,67523,5408,431,233362
59.1,138391,27497,21609,69096,5645,485,235226
60.1,137037,27939,22963,70558,5898,546,237002
61.1,135549,28253,24451,72287,6202,597,239086
62.1,134013,28601,25987,73931,6528,662,241121
63.1,132670,29080,27330,75843,6827,734,243404
64.1,131113,29473,28887,77881,7191,811,245883
65.1,129453,29809,30547,79785,7584,910,248279
66.1,127756,30023,32244,81281,7999,1037,250317
67.1,126051,30330,33949,82477,8406,1158,252041
68.1,124296,30498,35704,83592,8847,1293,253732
69.1,122510,30620,37490,84534,9340,1435,255309
70.1,120689,30744,39311,84664,9828,1606,256098
71.1,118853,30899,41147,85283,10373,1811,257467
72.1,117053,30971,42947,85852,10935,2009,258796
73.1,115192,30975,44808,86508,11557,2226,260291
74.1,113319,30938,46681,86916,12192,2458,261566
75.1,111371,30802,48629,87112,12903,2735,262750
76.1,109498,30767,50502,87209,13609,3036,263854
77.1,107556,30679,52444,87303,14349,3378,265030
78.1,105514,30512,54486,87314,15177,3728,266219
79.1,103547,30324,56453,87135,16007,4169,267311
80.1,101495,30044,58505,86365,16857,4573,267795
81.1,99553,29774,60447,85640,17760,5084,268484
82.1,97594,29436,62406,84974,18651,5644,269269
83.1,95646,29147,64354,83891,19585,6180,269656
84.1,93731,28823,66269,83201,20644,6795,270640
85.1,91834,28464,68166,82673,21646,7437,271756
86.1,89859,28026,70141,81463,22737,8144,272344
87.1,88097,27736,71903,80434,23817,8831,273082
88.1,86065,27181,73935,78880,24931,9606,273417
89.1,84135,26641,75865,77473,26051,10435,273959
90.1,82229,26066,77771,75838,27188,11288,274314
91.1,80400,25609,79600,74095,28371,12148,274614
92.1,78572,24888,81428,72514,29585,13082,275181
93.1,76802,24300,83198,70482,30790,14070,275342
94.1,74951,23677,85049,68457,31946,15054,275457
95.1,73300,23109,86700,66389,33044,16079,275512
96.1,71688,22486,88312,64503,34200,17148,275851
97.1,70145,21783,89855,62491,35356,18271,276118
98.1,68673,21142,91327,60615,36505,19388,276508
99.1,67244,20520,92756,58592,37626,20521,276739
100.1,65855,19905,94145,56749,38658,21680,277087
101.1,64490,19231,95510,54981,39736,22849,277566
102.1,63276,18629,96724,52860,40777,24023,277660
103.1,62088,18052,97912,50491,41802,25200,277493
104.1,60979,17473,99021,48246,42782,26446,277474
105.1,59925,16894,100075,46073,43691,27676,277440
106.1,58909,16318,101091,43939,44526,28924,277389
107.1,58102,15823,101898,41966,45317,30134,277417
108.1,57253,15291,102747,40118,46054,31322,277494
109.1,56563,14783,103437,38352,46749,32517,277618
110.1,55871,14248,104129,36760,47447,33779,277986
111.1,55159,13656,104841,34998,48071,34998,278067
112.1,54711,13178,105289,33255,48618,36215,278088
113.1,54274,12621,105726,31865,49109,37430,278404
114.1,53894,12160,106106,30248,49516,38595,278359
115.1,53684,11720,106316,28581,49948,39756,278285
116.1,53523,11318,106477,27219,50232,40884,278335
117.1,53449,10911,106551,25848,50429,42022,278299
118.1,53384,10567,106616,24603,50650,43083,278336
119.1,53501,10229,106499,23497,50785,44165,278447
120.1,53622,9879,106378,22362,50872,45250,278484
121.1,53912,9659,106088,21278,50834,46263,278375
122.1,54186,9296,105814,20478,50755,47330,278563
123.1,54520,8962,105480,19460,50637,48361,278458
124.1,54993,8801,105007,18387,50417,49364,278168
125.1,55560,8539,104440,17496,50124,50345,277965
126.1,56132,8233,103868,16751,49834,51321,277906
127.1,56858,8031,103142,16100,49520,52314,277934
128.1,57579,7746,102421,15611,49151,53268,278030
129.1,58444,7511,101556,14986,48618,54188,277792
130.1,59300,7298,100700,14422,48053,55109,277584
131.1,60188,7076,99812,13952,47422,56006,277380
132.1,61265,6936,98735,13413,46778,56890,277081
133.1,62346,6765,97654,12832,46032,57754,276618
134.1,63472,6550,96528,12289,45196,58670,276155
135.1,64647,6383,95353,11619,44394,59584,275597
136.1,66034,6316,93966,10976,43546,60383,274905
137.1,67400,6172,92600,10552,42691,61193,274436
138.1,68708,5981,91292,10207,41746,62039,273992
139.1,70124,5798,89876,9964,40808,62836,273608
140.1,71668,5675,88332,9851,39814,63609,273274
141.1,73097,5510,86903,9719,38830,64397,272946
142.1,74613,5451,85387,9461,37774,65136,272371
143.1,76170,5334,83830,9139,36699,65884,271722
144.1,77777,5224,82223,8768,35587,66670,271025
145.1,79455,5144,80545,8343,34511,67388,270242
146.1,81073,5051,78927,8008,33442,68131,269581
147.1,82768,4911,77232,7697,32329,68867,268893
148.1,84555,4794,75445,7435,31197,69577,268209
149.1,86206,4630,73794,7175,30079,70303,267557
150.1,87982,4519,72018,6989,28925,70995,266909
151.1,89831,4429,70169,6897,27771,71648,266316
152.1,91611,4364,68389,6712,26690,72323,265725
153.1,93391,4309,66609,6554,25708,72973,265235
154.1,95230,4286,64770,6357,24702,73613,264672
155.1,96954,4161,63046,6159,23737,74260,264156
156.1,98751,4055,61249,5837,22709,74880,263426
157.1,100534,3984,59466,5596,21731,75493,262820
158.1,102218,3926,57782,5471,20782,76087,262340
159.1,104020,3831,55980,5346,19876,76715,261937
160.1,105836,3743,54164,5299,18947,77337,261583
161.1,107525,3721,52475,5305,18094,77890,261289
162.1,109205,3621,50795,5205,17280,78478,260963
163.1,110939,3556,49061,5126,16476,79039,260641
164.1,112634,3540,47366,4920,15678,79585,260183
165.1,114227,3474,45773,4912,14887,80137,259936
166.1,115774,3400,44226,4790,14169,80679,259638
167.1,117360,3370,42640,4638,13469,81223,259330
168.1,118856,3310,41144,4508,12838,81780,259126
169.1,120367,3262,39633,4383,12224,82291,258898
170.1,121867,3192,38133,4289,11613,82777,258679
171.1,123186,3150,36814,4102,11030,83308,258440
172.1,124597,3068,35403,4002,10453,83819,258274
173.1,125892,2966,34108,3975,9912,84358,258245
174.1,127265,2918,32735,3827,9408,84854,258089
175.1,128548,2853,31452,3744,8913,85323,257980
176.1,129891,2814,30109,3697,8458,85796,257951
177.1,131108,2773,28892,3656,8014,86230,257900
178.1,132302,2755,27698,3630,7582,86666,257878
179.1,133405,2687,26595,3585,7168,87144,257897
180.1,134534,2616,25466,3479,6814,87594,257887
181.1,135656,2531,24344,3433,6489,88052,257974
182.1,136728,2524,23272,3349,6180,88484,258013
183.1,137724,2524,22276,3204,5869,88880,257953
184.1,138731,2488,21269,3035,5567,89292,257894
185.1,139678,2466,20322,2963,5324,89677,257964
186.1,140526,2434,19474,2969,5076,90086,258131
187.1,141374,2398,18626,2865,4848,90495,258208
188.1,142257,2390,17743,2883,4615,90877,258375
189.1,143094,2367,16906,2942,4463,91249,258654
190.1,143854,2325,16146,2978,4303,91665,258946
191.1,144616,2264,15384,3035,4169,92069,259273
192.1,145311,2237,14689,2965,4065,92468,259498
193.1,146009,2172,13991,2885,3959,92875,259719
194.1,146692,2132,13308,2692,3874,93244,259810
195.1,147383,2121,12617,2524,3793,93600,259917
196.1,148033,2074,11967,2507,3697,93964,260168
197.1,148645,2045,11355,2422,3650,94315,260387
198.1,149176,2014,10824,2369,3605,94649,260623
199.1,149650,1936,10350,2305,3562,95018,260885
200.1,150173,1890,9827,2307,3525,95367,261199
201.1,150678,1891,9322,2262,3494,95679,261435
202.1,151159,1861,8841,2251,3453,96011,261715
203.1,151608,1825,8392,2228,3410,96329,261967
204.1,152058,1780,7942,2180,3387,96661,262228
205.1,152389,1710,7611,2138,3344,97008,262490
206.1,152780,1669,7220,2023,3334,97300,262657
207.1,153175,1654,6825,1980,3303,97583,262866
208.1,153550,1634,6450,1936,3283,97849,263068
209.1,153903,1590,6097,1869,3280,98121,263270
210.1,154199,1541,5801,1772,3274,98396,263442
211.1,154449,1499,5551,1693,3265,98633,263591
212.1,154736,1442,5264,1678,3272,98885,263835
213.1,155026,1400,4974,1639,3262,99126,264027
214.1,155245,1364,4755,1578,3254,99372,264204
215.1,155498,1324,4502,1552,3262,99600,264414
216.1,155764,1263,4236,1569,3261,99842,264672
217.1,155966,1212,4034,1542,3269,100051,264862
218.1,156195,1188,3805,1491,3258,100237,264986
219.1,156379,1162,3621,1437,3262,100416,265115
220.1,156585,1167,3415,1389,3262,100574,265225
221.1,156733,1132,3267,1334,3260,100744,265338
222.1,156889,1092,3111,1233,3260,100932,265425
223.1,157052,1082,2948,1197,3263,101060,265520
224.1,157227,1029,2773,1185,3259,101214,265658
225.1,157369,1004,2631,1156,3264,101316,265736
226.1,157528,973,2472,1168,3268,101452,265888
227.1,157640,951,2360,1161,3263,101551,265975
228.1,157707,928,2293,1136,3263,101625,266024
229.1,157805,923,2195,1099,3255,101686,266040
230.1,157947,916,2053,1106,3259,101723,266088
231.1,158029,897,1971,1069,3250,101772,266091
232.1,158099,848,1901,1035,3253,101812,266100
233.1,158190,821,1810,955,3260,101824,266039
234.1,158276,816,1724,883,3261,101803,265947
235.1,158365,789,1635,855,3262,101760,265877
236.1,158435,748,1565,798,3272,101736,265806
237.1,158533,713,1467,764,3255,101694,265713
238.1,158594,704,1406,755,3265,101630,265650
239.1,158634,669,1366,789,3262,101491,265542
240.1,158678,623,1322,806,3262,101371,265439
