"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,160000,0,1920,3200,0
1.1,159441,379,941,3209,0
2.1,159188,571,456,3207,0
3.1,159062,651,234,3207,0
4.1,159012,683,282,3207,0
5.1,159058,704,643,3210,0
6.1,159033,748,1241,3211,0
7.1,159004,855,1907,3217,1
8.1,158998,1036,2509,3210,1
9.1,159006,1316,2914,3212,1
10.1,159076,1665,3336,3213,1
11.1,159073,2034,3773,3208,2
12.1,159038,2441,4316,3215,4
13.1,159058,2860,5143,3222,5
14.1,159048,3312,6228,3219,5
15.1,159064,3830,7634,3226,8
16.1,159090,4426,9340,3213,9
17.1,159097,5118,11281,3225,11
18.1,159083,5915,13554,3228,13
19.1,159137,6804,15947,3232,17
20.1,159110,7822,18786,3255,18
21.1,159067,8930,21981,3271,19
22.1,159084,10097,25547,3281,23
23.1,159029,11326,29816,3306,29
24.1,158890,12604,34236,3323,37
25.1,158731,13946,39026,3375,47
26.1,158619,15359,44271,3408,58
27.1,158562,16964,50284,3458,66
28.1,158438,18731,57077,3542,79
29.1,158368,20569,64496,3635,91
30.1,158273,22513,72620,3781,106
31.1,158111,24445,81526,3955,132
32.1,157895,26464,90705,4142,154
33.1,157556,28440,100470,4341,190
34.1,157189,30406,110969,4574,225
35.1,156710,32328,121717,4860,265
36.1,156302,34336,132526,5217,325
37.1,155788,36410,143799,5617,383
38.1,155244,38499,155391,6110,464
39.1,154537,40518,167159,6658,567
40.1,153793,42605,178764,7321,705
41.1,152944,44443,190927,8078,858
42.1,151924,46218,202717,9018,1084
43.1,150812,48014,214429,10104,1321
44.1,149530,49621,225333,11320,1636
45.1,148005,50981,236167,12795,2050
46.1,146355,52143,245727,14546,2577
47.1,144691,53270,254913,16563,3217
48.1,142646,54097,262923,18913,4049
49.1,140333,54614,270113,21744,5130
50.1,137867,54810,275569,24837,6455
51.1,134971,54577,278537,28354,8094
52.1,131899,54204,279242,32323,9976
53.1,128527,53368,278443,36748,12301
54.1,124711,52066,275384,41490,15067
55.1,120620,50193,269477,46633,18268
56.1,116282,48155,261643,51973,22018
57.1,111587,45619,251017,57542,26127
58.1,106749,42861,238478,63037,30668
59.1,101846,39829,223928,68452,35579
60.1,96840,36607,207755,73680,40666
61.1,91944,33327,190155,78713,45875
62.1,87208,30014,172450,83405,51155
63.1,82846,26969,154237,87553,56254
64.1,78766,24036,136433,91347,61175
65.1,75089,21365,119369,94793,65863
66.1,71752,18873,103148,97816,70270
67.1,68971,16735,89145,100473,74315
68.1,66380,14848,76285,102900,77977
69.1,64362,13250,65052,104924,81313
70.1,62629,11777,55558,106571,84371
71.1,61194,10492,47313,108093,87149
72.1,60045,9383,40365,109385,89663
73.1,59100,8407,34472,110502,91981
74.1,58384,7583,29311,111493,94121
75.1,57952,6910,25130,112368,95997
76.1,57619,6283,21671,113161,97725
77.1,57520,5732,18925,113816,99265
78.1,57489,5290,16454,114368,100744
79.1,57673,4844,14292,114758,102080
80.1,57900,4446,12684,115072,103372
81.1,58190,4046,11238,115341,104554
82.1,58617,3712,9946,115519,105660
83.1,59129,3425,8949,115589,106693
84.1,59788,3166,7948,115601,107575
85.1,60546,2909,7174,115479,108393
86.1,61244,2724,6449,115272,109170
87.1,62039,2536,5641,114949,109890
88.1,62930,2351,5147,114449,110598
89.1,63871,2182,4748,113795,111234
90.1,64869,1999,4341,113122,111863
91.1,65934,1907,3899,112146,112383
92.1,67014,1786,3611,111083,112869
93.1,68077,1653,3328,109723,113359
94.1,69175,1577,3048,108045,113781
95.1,70329,1474,2914,106083,114189
96.1,71468,1365,2714,103759,114608
97.1,72565,1265,2558,101130,114970
98.1,73699,1204,2350,98159,115324
99.1,74883,1168,2244,94909,115639
100.1,76031,1117,2094,91214,115957
101.1,77281,1085,2010,87231,116250
102.1,78419,1009,1938,82832,116555
