"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,160000,0,1920,3200,0
1.1,159416,404,988,3205,0
2.1,159162,593,476,3210,0
3.1,159050,674,269,3206,0
4.1,159036,718,318,3210,0
5.1,158987,743,711,3209,0
6.1,159006,792,1305,3205,1
7.1,159026,891,2010,3212,2
8.1,159045,1099,2545,3209,2
9.1,159026,1386,3036,3211,2
10.1,159058,1726,3418,3216,2
11.1,159048,2117,3881,3212,2
12.1,159062,2547,4520,3214,4
13.1,159073,3016,5395,3212,5
14.1,159066,3508,6600,3214,6
15.1,159068,4085,8064,3224,8
16.1,159092,4754,9778,3222,11
17.1,159116,5467,12060,3238,13
18.1,159083,6351,14330,3232,15
19.1,159086,7273,17067,3235,16
20.1,159062,8351,19969,3249,18
21.1,159059,9483,23515,3253,21
22.1,159066,10810,27333,3274,25
23.1,159063,12191,31801,3290,26
24.1,158928,13606,36515,3327,31
25.1,158758,15072,42010,3368,37
26.1,158548,16590,47932,3409,42
27.1,158451,18278,54404,3478,49
28.1,158391,20143,61764,3581,55
29.1,158304,22192,69905,3680,72
30.1,158238,24254,78970,3849,90
31.1,158101,26318,88597,4007,111
32.1,157801,28420,98473,4204,137
33.1,157475,30555,108985,4419,168
34.1,157074,32715,119895,4700,205
35.1,156658,34954,131805,5033,244
36.1,156146,37129,143991,5418,296
37.1,155585,39363,156085,5914,370
38.1,154950,41609,168518,6499,452
39.1,154202,43728,181318,7189,567
40.1,153395,45908,194470,7955,720
41.1,152458,47966,207105,8870,886
42.1,151411,49754,220223,9955,1084
43.1,150252,51460,232777,11231,1344
44.1,148837,53120,244996,12789,1687
45.1,147302,54417,256873,14638,2108
46.1,145505,55604,268140,16788,2654
47.1,143503,56622,277778,19201,3367
48.1,141330,57402,286280,22040,4253
49.1,138899,57924,293589,25349,5366
50.1,136085,57926,299733,29142,6791
51.1,132919,57585,303593,33445,8571
52.1,129457,56761,305721,38328,10729
53.1,125600,55441,305326,43704,13357
54.1,121274,53694,302539,49475,16470
55.1,116708,51520,296399,55689,20189
56.1,111752,48941,287223,62245,24399
57.1,106611,46080,275481,68872,29005
58.1,101243,42789,261000,75632,33944
59.1,95890,39335,244161,82220,39255
60.1,90520,35754,225923,88553,44815
61.1,85257,32082,206315,94408,50417
62.1,80297,28599,185759,99809,55970
63.1,75675,25271,165469,104522,61256
64.1,71496,22287,145674,108780,66255
65.1,67806,19594,126598,112485,70996
66.1,64479,17209,109369,115838,75330
67.1,61698,15132,93512,118652,79316
68.1,59299,13358,79359,121060,82909
69.1,57361,11874,67366,123140,86124
70.1,55626,10509,56865,125011,89146
71.1,54275,9492,47626,126501,91853
72.1,53147,8564,40160,127846,94196
73.1,52297,7710,33923,129037,96418
74.1,51521,6910,28813,129979,98513
75.1,51110,6245,24589,130834,100381
76.1,50762,5735,21113,131529,102080
77.1,50613,5288,18101,132173,103559
78.1,50627,4869,15710,132652,104928
79.1,50664,4466,13711,133069,106267
80.1,50779,4091,12094,133411,107516
81.1,51086,3736,10923,133663,108661
82.1,51538,3474,9922,133775,109628
83.1,51987,3240,8968,133823,110582
84.1,52522,3006,8031,133755,111491
85.1,53108,2834,7271,133560,112289
86.1,53802,2706,6486,133280,113040
87.1,54565,2556,5944,132840,113757
88.1,55307,2402,5394,132231,114472
89.1,56097,2224,4960,131471,115116
90.1,56912,2066,4550,130493,115774
91.1,57840,1865,4284,129306,116396
92.1,58781,1787,3952,127927,116908
93.1,59725,1708,3633,126250,117391
94.1,60716,1596,3364,124247,117866
95.1,61641,1510,3152,121834,118293
96.1,62703,1475,2920,119110,118695
97.1,63748,1366,2826,116061,119112
98.1,64833,1298,2581,112564,119481
99.1,65868,1191,2407,108573,119882
100.1,66916,1121,2234,104083,120251
101.1,68015,1088,2046,99091,120540
102.1,69192,1035,1889,93748,120826
103.1,70299,981,1820,88108,121099
104.1,71441,944,1772,82210,121372
105.1,72492,908,1678,76106,121632
106.1,73587,899,1599,69991,121859
107.1,74698,864,1557,63871,122095
108.1,75864,840,1461,57969,122322
109.1,76983,819,1426,52240,122535
110.1,78042,761,1342,46962,122782
111.1,79161,743,1330,41993,122966
112.1,80275,725,1283,37452,123168
113.1,81330,674,1242,33341,123387
114.1,82525,656,1168,29661,123579
115.1,83551,626,1104,26473,123759
116.1,84638,608,1030,23535,123932
117.1,85705,583,1013,20984,124083
118.1,86829,583,1016,18717,124225
119.1,87960,559,1019,16830,124378
120.1,89054,534,968,15132,124540
121.1,90104,503,871,13623,124703
122.1,91210,487,816,12239,124854
123.1,92272,461,774,11137,124984
124.1,93402,431,760,10151,125134
125.1,94451,414,734,9274,125250
126.1,95502,404,699,8459,125374
127.1,96598,403,674,7705,125474
128.1,97670,367,669,7026,125595
129.1,98778,373,631,6471,125694
130.1,99802,359,632,5928,125791
131.1,100901,353,646,5430,125885
132.1,102008,344,638,4997,125982
133.1,102986,345,642,4659,126075
134.1,104063,349,620,4342,126162
135.1,105043,351,635,4048,126246
136.1,106083,349,628,3822,126334
137.1,107059,339,570,3664,126436
138.1,108064,332,535,3530,126518
139.1,109059,320,536,3432,126606
140.1,110071,294,525,3367,126703
141.1,111067,295,510,3309,126780
142.1,112035,268,508,3277,126860
143.1,112987,244,480,3241,126955
144.1,113980,248,452,3225,127027
145.1,114900,230,405,3203,127098
146.1,115851,234,366,3210,127151
147.1,116784,208,364,3208,127219
148.1,117769,207,345,3206,127275
149.1,118704,209,336,3211,127332
150.1,119586,204,353,3211,127391
151.1,120510,194,348,3208,127447
152.1,121411,184,332,3212,127519
153.1,122290,177,285,3210,127575
154.1,123186,161,284,3212,127622
155.1,124059,152,293,3215,127664
156.1,124888,155,292,3212,127695
157.1,125749,150,296,3206,127742
158.1,126586,152,287,3215,127782
159.1,127366,159,269,3217,127823
160.1,128219,164,256,3219,127857
161.1,129059,154,252,3217,127893
162.1,129759,141,250,3218,127938
163.1,130540,136,249,3217,127979
164.1,131323,123,247,3212,128026
165.1,132052,118,250,3209,128063
166.1,132810,128,248,3214,128084
167.1,133518,129,242,3217,128118
168.1,134228,126,210,3218,128157
169.1,134904,125,206,3222,128187
170.1,135642,119,197,3218,128222
171.1,136330,104,185,3221,128267
172.1,136991,108,183,3222,128295
173.1,137608,112,190,3226,128318
174.1,138303,112,176,3219,128344
175.1,138943,107,164,3218,128370
176.1,139569,97,175,3222,128393
177.1,140157,97,161,3219,128418
178.1,140758,102,147,3220,128439
179.1,141347,100,148,3225,128461
180.1,141884,92,146,3226,128487
181.1,142447,92,153,3227,128509
182.1,143002,77,157,3227,128532
183.1,143527,78,137,3211,128537
184.1,144036,68,131,3214,128555
185.1,144558,65,122,3210,128565
186.1,145089,63,117,3215,128570
187.1,145599,59,118,3211,128576
188.1,146032,53,117,3209,128576
189.1,146505,58,90,3211,128568
190.1,146918,52,101,3209,128555
191.1,147392,52,97,3206,128543
192.1,147796,48,86,3207,128516
193.1,148206,47,86,3208,128475
194.1,148634,56,79,3210,128418
195.1,149012,54,70,3211,128365
196.1,149381,53,65,3208,128287
197.1,149728,47,70,3205,128216
198.1,150053,37,73,3211,128097
199.1,150428,34,66,3214,127956
200.1,150766,38,66,3211,127806
201.1,151072,37,61,3206,127605
202.1,151392,36,64,3210,127326
203.1,151661,39,62,3207,127037
204.1,151958,41,64,3207,126681
205.1,152254,43,72,3210,126260
206.1,152542,43,76,3211,125790
207.1,152848,46,92,3211,125225
208.1,153071,44,86,3212,124606
209.1,153347,45,78,3210,123854
210.1,153596,41,72,3213,123004
211.1,153866,38,69,3209,121987
212.1,154098,35,73,3202,120868
213.1,154297,31,67,3209,119632
214.1,154520,32,64,3214,118240
215.1,154686,33,65,3213,116707
216.1,154901,33,78,3213,114982
217.1,155107,29,78,3217,113127
218.1,155301,26,80,3216,111156
219.1,155477,26,80,3218,109021
220.1,155663,31,72,3216,106702
221.1,155831,31,60,3214,104158
222.1,156015,31,46,3225,101515
223.1,156167,31,53,3229,98746
224.1,156288,28,59,3224,95874
225.1,156439,23,66,3225,92855
226.1,156566,25,70,3224,89781
227.1,156678,28,70,3224,86605
228.1,156823,32,69,3227,83322
229.1,156950,33,66,3223,79927
230.1,157052,33,73,3218,76651
231.1,157159,38,74,3211,73234
232.1,157254,38,81,3215,69955
233.1,157336,35,83,3213,66682
234.1,157443,40,84,3213,63365
235.1,157569,46,90,3206,60081
236.1,157632,53,92,3205,56885
237.1,157734,61,104,3205,53822
238.1,157802,63,125,3205,50809
239.1,157886,68,136,3209,48036
240.1,157961,76,137,3207,45333
