"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
0.1,160000,0,0,1280,3200,0,164480
1.1,159482,265,518,654,3228,0,163882
2.1,159181,381,819,322,3234,0,163556
3.1,159002,442,998,174,3246,0,163420
4.1,158969,457,1031,160,3247,0,163407
5.1,158959,463,1041,243,3248,0,163491
6.1,158965,490,1035,489,3263,0,163752
7.1,158983,530,1017,829,3265,0,164094
8.1,158967,610,1033,1267,3257,0,164524
9.1,158962,735,1038,1717,3276,0,164993
10.1,159015,918,985,2115,3263,0,165378
11.1,159014,1147,986,2614,3258,1,165873
12.1,159034,1422,966,2997,3252,1,166250
13.1,159053,1773,947,3455,3250,1,166706
14.1,159006,2124,994,4092,3252,2,167346
15.1,159020,2502,980,4922,3265,2,168189
16.1,159025,2905,975,5897,3270,5,169172
17.1,159057,3377,943,7142,3279,7,170428
18.1,159011,3898,989,8640,3298,7,171945
19.1,159016,4500,984,10495,3313,11,173819
20.1,158968,5164,1032,12633,3311,12,175956
21.1,158976,5895,1024,15240,3322,18,178580
22.1,159020,6717,980,18166,3329,21,181516
23.1,158989,7614,1011,21496,3368,26,184890
24.1,158933,8517,1067,25135,3383,31,188549
25.1,158774,9436,1226,28836,3413,34,192283
26.1,158676,10488,1324,33024,3451,42,196517
27.1,158623,11621,1377,37972,3479,49,201500
28.1,158554,12771,1446,43595,3503,57,207155
29.1,158528,14058,1472,49691,3555,66,213312
30.1,158470,15419,1530,56820,3633,73,220526
31.1,158383,16922,1617,64342,3696,83,228121
32.1,158254,18327,1746,73018,3757,95,236870
33.1,158135,19803,1865,82663,3859,109,246631
34.1,157889,21315,2111,91541,3978,128,255647
35.1,157598,22814,2402,101560,4113,145,265818
36.1,157269,24270,2731,111556,4280,168,276004
37.1,156916,25715,3084,122625,4459,195,287279
38.1,156535,27197,3465,133812,4668,231,298711
39.1,156074,28749,3926,145220,4903,270,310393
40.1,155615,30276,4385,157244,5189,316,322749
41.1,155068,31883,4932,169151,5548,379,335078
42.1,154450,33380,5550,180849,5938,446,347233
43.1,153741,34788,6259,193089,6372,531,359992
44.1,152963,36206,7037,204284,6840,622,371746
45.1,152077,37543,7923,216464,7442,749,384655
46.1,151169,38899,8831,227858,8054,892,396804
47.1,150143,40067,9857,238677,8768,1058,408503
48.1,148947,41229,11053,249091,9625,1256,419972
49.1,147680,42249,12320,260185,10581,1518,432284
50.1,146336,43203,13664,270621,11714,1812,444147
