"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
51.1,144803,44053,15197,278660,12989,2179,453828
52.1,143114,44642,16886,286918,14346,2618,463882
53.1,141371,45242,18629,293770,15944,3150,472864
54.1,139496,45610,20504,299951,17761,3794,481506
55.1,137465,45964,22535,304654,19836,4547,489037
56.1,135234,45975,24766,308617,22069,5490,496176
57.1,133002,45948,26998,310986,24521,6532,502039
58.1,130491,45735,29509,311785,27251,7795,506831
59.1,127850,45275,32150,310711,30210,9229,510150
60.1,125044,44702,34956,308629,33360,10884,512873
61.1,122096,43937,37904,303944,36687,12737,513368
62.1,119051,42960,40949,297099,40160,14796,512055
63.1,115850,41781,44150,289244,43831,17121,510196
64.1,112542,40358,47458,281012,47603,19709,508324
65.1,109208,38880,50792,269851,51469,22414,503734
66.1,105590,37096,54410,257690,55462,25347,498499
67.1,102097,35319,57903,245056,59509,28447,493012
68.1,98633,33507,61367,231205,63460,31653,486318
69.1,95186,31600,64814,216953,67264,34919,479136
70.1,91945,29793,68055,202222,70961,38155,471338
71.1,88649,27854,71351,187457,74636,41548,463641
72.1,85480,26042,74520,172162,78096,44912,455170
73.1,82420,24261,77580,157355,81187,48240,446782
74.1,79696,22606,80304,142968,84140,51414,438522
75.1,76997,20925,83003,129412,86972,54673,431057
76.1,74449,19336,85551,116617,89484,57756,423857
77.1,72200,17863,87800,104852,91840,60751,417443
78.1,70091,16516,89909,93773,93976,63654,411403
79.1,68157,15300,91843,83699,95946,66371,406016
80.1,66508,14249,93492,74741,97679,68861,401281
81.1,65039,13312,94961,66549,99236,71277,397062
82.1,63638,12380,96362,59263,100667,73656,393586
83.1,62385,11519,97615,52591,101901,75871,390363
84.1,61321,10809,98679,46909,103058,77914,387881
85.1,60346,10108,99654,41904,104029,79913,385846
86.1,59546,9497,100454,37376,104819,81825,384020
87.1,58861,8931,101139,33264,105552,83588,382404
88.1,58293,8441,101707,29703,106210,85271,381184
89.1,57912,7975,102088,26839,106738,86821,380398
90.1,57589,7543,102411,24470,107156,88294,379920
91.1,57303,7038,102697,22652,107503,89803,379958
92.1,57002,6680,102998,20738,107688,91136,379562
93.1,56856,6353,103144,19024,107804,92468,379296
94.1,56935,6128,103065,17452,107806,93667,378925
95.1,56960,5804,103040,16094,107697,94846,378637
96.1,57007,5491,102993,14925,107407,96029,378361
97.1,57186,5247,102814,13914,107041,97128,378083
98.1,57459,4978,102541,12816,106446,98191,377453
99.1,57747,4812,102253,11762,105762,99200,376724
100.1,58013,4555,101987,11231,104908,100198,376337
101.1,58494,4380,101506,10457,103875,101108,375440
102.1,58952,4250,101048,9719,102626,101969,374314
103.1,59495,4074,100505,9117,101135,102797,373049
104.1,59950,3868,100050,8743,99321,103653,371717
105.1,60491,3703,99509,8225,97470,104447,370142
106.1,61128,3563,98872,7701,95320,105195,368216
107.1,61774,3405,98226,7243,92845,105935,366023
108.1,62324,3288,97676,6889,90256,106642,363787
109.1,63055,3161,96945,6550,87360,107331,361241
110.1,63761,3052,96239,6194,84368,107988,358550
111.1,64577,2959,95423,5830,81221,108630,355681
112.1,65306,2863,94694,5730,77846,109247,352823
113.1,66108,2765,93892,5333,74396,109845,349574
114.1,66938,2658,93062,5076,70812,110416,346304
115.1,67850,2560,92150,4822,67052,110991,342865
116.1,68732,2464,91268,4534,63358,111532,339424
117.1,69603,2383,90397,4404,59611,112021,336036
118.1,70543,2383,89457,4287,55943,112490,332720
119.1,71435,2313,88565,4107,52208,112993,329308
120.1,72366,2255,87634,4063,48724,113481,326268
121.1,73317,2164,86683,3929,45249,113987,323165
122.1,74262,2105,85738,3871,41995,114450,320316
123.1,75264,2092,84736,3769,38811,114884,317464
124.1,76221,2071,83779,3646,35909,115324,314879
125.1,77193,2022,82807,3504,33209,115755,312468
126.1,78193,2007,81807,3579,30630,116161,310370
127.1,79178,1963,80822,3519,28283,116545,308347
128.1,80073,1913,79927,3363,26122,116996,306481
129.1,81010,1897,78990,3276,24016,117379,304671
130.1,81991,1867,78009,3244,22147,117749,303140
131.1,82920,1850,77080,3244,20455,118147,301846
132.1,83929,1813,76071,3218,18968,118541,300727
133.1,84878,1744,75122,3177,17568,118920,299665
134.1,85920,1751,74080,3097,16243,119286,298626
135.1,86911,1723,73089,3133,15082,119674,297889
136.1,87872,1704,72128,2967,14028,120045,297040
137.1,88823,1722,71177,2894,13027,120384,296305
138.1,89784,1718,70216,2819,12063,120732,295614
139.1,90742,1702,69258,2769,11213,121073,295055
140.1,91724,1684,68276,2634,10371,121438,294443
141.1,92574,1628,67426,2710,9631,121807,294148
142.1,93498,1603,66502,2744,8927,122125,293796
143.1,94526,1572,65474,2668,8271,122483,293422
144.1,95434,1521,64566,2577,7658,122815,293050
145.1,96390,1499,63610,2559,7109,123140,292808
146.1,97341,1500,62659,2417,6585,123445,292447
147.1,98292,1455,61708,2226,6134,123775,292135
148.1,99239,1445,60761,2066,5757,124080,291903
149.1,100255,1387,59745,1999,5399,124380,291778
150.1,101264,1355,58736,2013,5017,124654,291684
151.1,102205,1299,57795,2018,4700,124960,291678
152.1,103083,1259,56917,2058,4428,125271,291757
153.1,103978,1193,56022,2146,4169,125563,291878
154.1,104892,1159,55108,2258,3985,125841,292084
155.1,105815,1202,54185,2221,3804,126077,292102
156.1,106779,1214,53221,2172,3661,126328,292161
157.1,107695,1214,52305,2054,3577,126578,292209
158.1,108588,1224,51412,1915,3491,126820,292226
159.1,109504,1192,50496,1811,3427,127064,292302
160.1,110390,1148,49610,1767,3363,127345,292475
161.1,111214,1120,48786,1707,3322,127584,292613
162.1,112070,1089,47930,1665,3288,127836,292789
163.1,112951,1063,47049,1759,3285,128068,293112
164.1,113853,1033,46147,1817,3264,128308,293389
165.1,114719,1000,45281,1798,3240,128545,293583
166.1,115621,1025,44379,1796,3237,128753,293786
167.1,116485,1021,43515,1711,3249,128949,293909
168.1,117318,1007,42682,1718,3243,129180,294141
169.1,118124,994,41876,1685,3253,129399,294337
170.1,118955,1002,41045,1657,3253,129599,294509
171.1,119737,952,40263,1616,3254,129815,294685
172.1,120571,917,39429,1580,3248,130026,294854
173.1,121390,919,38610,1502,3249,130228,294979
174.1,122190,902,37810,1451,3257,130421,295129
175.1,122976,885,37024,1461,3258,130623,295342
176.1,123734,897,36266,1451,3243,130777,295471
177.1,124553,879,35447,1421,3254,130959,295634
178.1,125313,844,34687,1448,3256,131159,295863
179.1,126100,822,33900,1408,3269,131344,296021
180.1,126805,819,33195,1380,3257,131540,296177
181.1,127565,832,32435,1389,3256,131695,296340
182.1,128281,822,31719,1315,3257,131877,296449
183.1,128976,837,31024,1230,3263,132049,296542
184.1,129755,812,30245,1172,3264,132215,296651
185.1,130429,784,29571,1113,3262,132401,296776
186.1,131127,752,28873,1042,3271,132578,296891
187.1,131781,725,28219,1058,3279,132743,297080
188.1,132439,685,27561,1071,3284,132900,297255
189.1,133165,677,26835,1049,3286,133035,297370
190.1,133806,661,26194,982,3284,133193,297459
191.1,134451,639,25549,972,3281,133324,297577
192.1,135149,630,24851,1004,3277,133449,297730
193.1,135741,595,24259,985,3275,133583,297843
194.1,136391,575,23609,976,3279,133700,297955
195.1,136978,581,23022,923,3276,133797,297996
196.1,137566,574,22434,879,3273,133894,298046
197.1,138168,530,21832,851,3278,133993,298122
198.1,138748,512,21252,809,3275,134083,298167
199.1,139308,500,20692,763,3268,134161,298192
200.1,139869,488,20131,714,3266,134237,298217
201.1,140419,475,19581,660,3264,134283,298207
202.1,140994,483,19006,647,3261,134304,298212
203.1,141525,467,18475,630,3273,134319,298222
204.1,142036,437,17964,641,3259,134326,298226
205.1,142504,410,17496,658,3246,134316,298220
206.1,142998,377,17002,630,3235,134262,298127
207.1,143508,348,16492,630,3254,134206,298090
208.1,144000,331,16000,630,3242,134112,297984
209.1,144486,335,15514,573,3243,133946,297762
210.1,144931,326,15069,497,3242,133752,297491
211.1,145359,322,14641,435,3242,133557,297234
212.1,145852,333,14148,388,3230,133294,296912
213.1,146245,312,13755,392,3243,133024,296659
214.1,146711,298,13289,383,3244,132661,296288
215.1,147106,299,12894,389,3233,132278,295900
216.1,147473,279,12527,394,3252,131834,295480
217.1,147876,271,12124,416,3249,131236,294901
218.1,148235,263,11765,445,3239,130604,294288
219.1,148557,256,11443,509,3251,129879,293639
220.1,148900,266,11100,501,3257,129013,292771
221.1,149214,275,10786,459,3236,128143,291838
222.1,149561,270,10439,425,3233,127165,290823
223.1,149836,278,10164,433,3247,126071,289751
224.1,150143,274,9857,414,3253,124929,288596
225.1,150423,262,9577,374,3259,123671,287304
226.1,150801,262,9199,344,3255,122272,285871
227.1,151041,261,8959,328,3257,120806,284391
228.1,151331,248,8669,350,3268,119224,282842
229.1,151640,239,8360,342,3257,117592,281191
230.1,151903,241,8097,354,3266,115829,279449
231.1,152176,232,7824,393,3256,113984,277633
232.1,152390,215,7610,407,3252,112009,275668
233.1,152624,234,7376,403,3265,109987,273655
234.1,152841,245,7159,365,3261,107869,271495
235.1,153053,253,6947,362,3256,105584,269202
236.1,153281,242,6719,356,3264,103250,266870
237.1,153488,244,6512,339,3267,100874,264480
238.1,153716,249,6284,360,3271,98537,262168
239.1,153899,243,6101,410,3259,96151,259820
240.1,154114,235,5886,438,3276,93589,257303
