"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
0.1,160000,0,0,1280,3200,0,164480
1.1,159456,265,544,638,3228,0,163866
2.1,159134,406,866,305,3230,0,163535
3.1,159128,475,872,149,3216,0,163365
4.1,159015,497,985,134,3228,0,163362
5.1,159002,510,998,294,3253,0,163547
6.1,158966,535,1034,544,3266,0,163810
7.1,158940,588,1060,942,3266,2,164210
8.1,158976,668,1024,1386,3267,2,164655
9.1,159013,826,987,1880,3270,2,165152
10.1,159011,1031,989,2338,3267,3,165608
11.1,159022,1311,978,2794,3249,3,166046
12.1,159060,1567,940,3289,3266,3,166558
13.1,158997,1921,1003,3829,3264,3,167096
14.1,159022,2290,978,4471,3269,4,167744
15.1,159014,2677,986,5372,3271,4,168647
16.1,159025,3146,975,6383,3269,4,169656
17.1,159078,3655,922,7817,3278,5,171100
18.1,159045,4230,955,9279,3291,8,172578
19.1,159057,4851,943,11148,3309,8,174465
20.1,159025,5609,975,13738,3319,10,177067
21.1,159079,6378,921,16464,3318,12,179794
22.1,159026,7241,974,19446,3325,14,182785
23.1,159016,8099,984,22993,3351,14,186358
24.1,158914,9020,1086,27084,3359,17,190460
25.1,158816,10002,1184,31617,3382,20,195019
26.1,158672,11111,1328,36125,3406,27,199558
27.1,158566,12361,1434,41192,3428,31,204651
28.1,158507,13684,1493,46984,3485,41,210510
29.1,158473,15061,1527,53626,3539,48,217213
30.1,158410,16515,1590,61819,3588,54,225461
31.1,158334,18026,1666,70127,3670,67,233864
32.1,158204,19587,1796,78802,3761,82,242645
33.1,158009,21130,1991,88612,3878,101,252591
34.1,157802,22678,2198,99199,4024,129,263352
35.1,157535,24283,2465,109504,4158,159,273821
36.1,157235,25858,2765,120254,4317,195,284766
37.1,156784,27384,3216,131742,4543,233,296518
38.1,156324,29000,3676,143753,4804,274,308831
39.1,155806,30609,4194,155908,5074,322,321304
40.1,155270,32302,4730,168310,5391,394,334095
41.1,154654,33828,5346,181445,5773,475,347693
42.1,153956,35374,6044,193880,6201,571,360652
43.1,153206,36825,6794,206535,6709,685,373929
44.1,152325,38257,7675,218468,7309,833,386610
45.1,151355,39543,8645,229893,7945,1028,398866
46.1,150297,40821,9703,240994,8736,1257,410987
47.1,149032,41868,10968,252206,9634,1543,423383
48.1,147665,42893,12335,263007,10635,1908,435550
49.1,146013,43569,13987,272838,11808,2393,447039
50.1,144311,44295,15689,281718,13068,2981,457767
51.1,142381,44668,17619,287920,14449,3715,466084
52.1,140247,44805,19753,293234,16010,4598,473842
53.1,137996,44911,22004,296976,17729,5587,480292
54.1,135622,44813,24378,298846,19657,6785,485288
55.1,132906,44516,27094,298837,21750,8211,488798
56.1,129974,43827,30026,296850,24001,9924,490775
57.1,126958,42895,33042,293213,26330,11837,491380
58.1,123540,41513,36460,287345,28775,14072,490192
59.1,120032,40065,39968,279195,31261,16482,486938
60.1,116380,38282,43620,268728,33855,19157,481740
61.1,112687,36450,47313,256802,36434,21972,475208
62.1,109042,34605,50958,243844,38964,24879,467687
63.1,105335,32505,54665,229276,41543,27976,458795
64.1,101658,30392,58342,213410,43824,31129,448363
65.1,98070,28381,61930,197337,46128,34255,437720
66.1,94684,26352,65316,181302,48253,37425,426980
67.1,91485,24472,68515,165163,50108,40483,415754
68.1,88478,22690,71522,149645,51831,43475,404951
69.1,85669,20964,74331,134991,53536,46337,394864
70.1,83105,19385,76895,120806,55062,49082,384950
71.1,80703,17794,79297,107724,56375,51767,375866
72.1,78480,16400,81520,95415,57621,54303,367339
73.1,76708,15135,83292,84836,58782,56600,360218
74.1,74996,13924,85004,75158,59766,58812,353736
75.1,73452,12855,86548,67144,60696,60892,348732
76.1,72153,11870,87847,60134,61531,62866,344531
77.1,71025,10970,88975,53959,62266,64788,341013
78.1,70011,10182,89989,48008,62900,66536,337444
79.1,69217,9502,90783,42569,63433,68143,334145
80.1,68527,8890,91473,37904,63899,69682,331485
81.1,67995,8304,92005,33610,64342,71131,329083
82.1,67484,7750,92516,29992,64754,72522,327268
83.1,67107,7205,92893,26818,65067,73819,325704
84.1,66892,6765,93108,23960,65312,75064,324336
85.1,66784,6332,93216,21370,65499,76223,323092
86.1,66712,5872,93288,19051,65582,77311,321944
87.1,66785,5494,93215,17328,65661,78362,321351
88.1,66965,5157,93035,15840,65642,79345,320827
89.1,67149,4869,92851,14339,65587,80284,320210
90.1,67395,4556,92605,13159,65398,81161,319718
91.1,67720,4378,92280,12000,65173,81978,319151
92.1,68241,4207,91759,11018,64883,82707,318608
93.1,68742,4055,91258,10089,64528,83409,318026
94.1,69228,3784,90772,9224,64059,84158,317441
95.1,69794,3577,90206,8451,63457,84835,316743
96.1,70388,3374,89612,7696,62820,85505,316021
97.1,71044,3180,88956,7094,62032,86103,315229
98.1,71702,3042,88298,6644,61121,86664,314429
99.1,72465,2977,87535,6304,60020,87207,313531
100.1,73212,2868,86788,6019,58829,87723,312571
101.1,73940,2759,86060,5807,57495,88230,311532
102.1,74698,2704,85302,5370,56011,88709,310090
103.1,75484,2590,84516,4930,54312,89195,308437
104.1,76303,2499,83697,4666,52500,89638,306804
105.1,77145,2428,82855,4318,50557,90065,304940
106.1,77971,2269,82029,4128,48447,90539,303114
107.1,78899,2177,81101,4028,46215,90958,301201
108.1,79852,2128,80148,3872,43915,91336,299123
109.1,80803,2059,79197,3794,41544,91704,297042
110.1,81733,1980,78267,3606,39137,92102,294845
111.1,82740,1935,77260,3411,36685,92438,292534
112.1,83693,1893,76307,3263,34322,92758,290343
113.1,84635,1804,75365,3063,31919,93100,288082
114.1,85590,1775,74410,2920,29594,93410,285924
115.1,86585,1689,73415,2980,27341,93740,284061
116.1,87465,1603,72535,2888,25220,94064,282172
117.1,88526,1584,71474,2860,23280,94335,280475
118.1,89519,1539,70481,2657,21389,94629,278675
119.1,90575,1494,69425,2579,19661,94923,277163
120.1,91640,1464,68360,2461,18062,95182,275705
121.1,92629,1441,67371,2329,16619,95426,274374
122.1,93603,1417,66397,2138,15275,95681,273094
123.1,94620,1385,65380,2134,13978,95938,272050
124.1,95585,1335,64415,1973,12863,96171,271007
125.1,96499,1282,63501,1913,11830,96419,270162
126.1,97511,1235,62489,1920,10861,96636,269417
127.1,98531,1201,61469,1967,9993,96863,268823
128.1,99551,1167,60449,2001,9194,97079,268274
129.1,100524,1132,59476,1936,8486,97283,267705
130.1,101465,1087,58535,1851,7879,97491,267221
131.1,102510,1043,57490,1806,7286,97692,266784
132.1,103504,1057,56496,1740,6782,97856,266378
133.1,104506,1042,55494,1704,6368,98035,266107
134.1,105500,1003,54500,1692,5961,98236,265889
135.1,106402,978,53598,1646,5584,98426,265656
136.1,107332,948,52668,1633,5257,98597,265487
137.1,108254,931,51746,1507,4968,98772,265247
138.1,109213,876,50787,1453,4707,98956,265116
139.1,110147,860,49853,1433,4483,99113,265029
140.1,111102,861,48898,1286,4294,99268,264848
141.1,112061,843,47939,1253,4112,99417,264782
142.1,112978,809,47022,1214,3999,99565,264778
143.1,113847,778,46153,1144,3866,99712,264722
144.1,114817,737,45183,1097,3761,99862,264720
145.1,115743,699,44257,1068,3686,100011,264765
146.1,116640,668,43360,1020,3620,100142,264782
147.1,117568,657,42432,984,3574,100274,264832
148.1,118435,649,41565,970,3513,100387,264870
149.1,119374,631,40626,978,3469,100492,264939
150.1,120277,618,39723,1030,3437,100602,265069
151.1,121133,608,38867,985,3400,100718,265103
152.1,121960,589,38040,932,3352,100834,265118
153.1,122766,576,37234,898,3324,100940,265162
154.1,123637,570,36363,853,3324,101034,265211
155.1,124474,560,35526,760,3298,101142,265200
156.1,125333,537,34667,694,3294,101254,265242
157.1,126175,489,33825,695,3282,101358,265335
158.1,126960,483,33040,672,3280,101456,265408
159.1,127778,472,32222,656,3265,101544,265465
160.1,128584,445,31416,634,3268,101640,265542
161.1,129426,443,30574,658,3261,101712,265631
162.1,130149,439,29851,648,3270,101792,265710
163.1,130897,414,29103,644,3263,101875,265782
164.1,131650,389,28350,595,3254,101968,265817
165.1,132447,378,27553,544,3256,102045,265845
166.1,133219,370,26781,490,3270,102102,265862
167.1,133894,335,26106,484,3264,102184,265932
168.1,134631,333,25369,474,3266,102234,265974
