"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,10000,0,100,80,0
1.1,9963,33,36,84,0
2.1,9956,44,12,84,0
3.1,9949,47,10,83,0
4.1,9934,48,21,83,0
5.1,9935,48,41,83,0
6.1,9933,53,64,83,0
7.1,9933,60,87,84,0
8.1,9945,69,102,85,0
9.1,9943,90,102,85,0
10.1,9943,101,122,88,0
11.1,9950,118,143,86,0
12.1,9932,135,165,86,0
13.1,9943,156,196,85,0
14.1,9949,180,223,83,0
15.1,9942,211,242,82,0
16.1,9940,237,284,82,0
17.1,9933,268,330,82,0
18.1,9932,307,383,83,0
19.1,9948,342,458,84,0
20.1,9942,392,490,86,1
21.1,9939,426,588,86,1
22.1,9942,467,682,89,1
23.1,9925,517,790,89,1
24.1,9914,563,874,89,1
25.1,9911,618,972,91,2
26.1,9908,668,1049,92,4
27.1,9913,733,1162,95,4
28.1,9905,797,1304,98,4
29.1,9891,876,1433,99,4
30.1,9909,957,1631,106,5
31.1,9909,1048,1786,106,5
32.1,9892,1120,1967,114,6
33.1,9877,1216,2147,121,8
34.1,9871,1298,2374,126,9
35.1,9851,1386,2590,133,10
36.1,9818,1459,2821,141,14
37.1,9802,1551,3056,155,19
38.1,9780,1658,3307,163,21
39.1,9745,1755,3537,179,27
40.1,9723,1855,3789,194,31
41.1,9693,1953,4019,213,37
42.1,9663,2066,4278,234,43
43.1,9600,2155,4594,263,54
44.1,9560,2256,4871,300,68
45.1,9521,2349,5175,340,77
46.1,9460,2431,5443,388,92
47.1,9406,2517,5705,442,116
48.1,9333,2614,5995,520,140
49.1,9241,2678,6206,598,176
50.1,9159,2761,6437,712,223
51.1,9052,2821,6664,823,278
52.1,8940,2849,6830,962,348
53.1,8798,2863,6982,1135,438
54.1,8667,2905,7064,1350,536
55.1,8467,2857,7179,1603,669
56.1,8307,2863,7158,1923,830
57.1,8107,2810,7220,2287,1022
58.1,7884,2726,7088,2693,1231
59.1,7639,2603,6883,3130,1467
60.1,7390,2490,6640,3582,1739
61.1,7133,2334,6444,4049,2031
62.1,6862,2202,6111,4518,2344
63.1,6578,2015,5674,4989,2679
64.1,6301,1837,5219,5431,3039
65.1,6077,1677,4716,5878,3340
66.1,5843,1523,4257,6300,3638
67.1,5645,1382,3822,6678,3948
68.1,5444,1212,3369,7022,4272
69.1,5280,1047,3022,7333,4574
70.1,5148,948,2658,7620,4835
71.1,5050,853,2300,7863,5084
72.1,4964,780,1959,8077,5283
73.1,4893,700,1701,8264,5484
74.1,4825,641,1427,8432,5676
75.1,4785,565,1220,8584,5852
76.1,4775,503,1038,8741,6006
77.1,4732,434,869,8863,6166
78.1,4718,368,732,8956,6310
79.1,4746,332,612,9047,6410
80.1,4784,319,533,9127,6503
81.1,4840,300,473,9214,6593
82.1,4876,270,421,9285,6688
83.1,4932,239,381,9331,6768
84.1,5000,217,336,9381,6838
85.1,5058,198,276,9413,6899
86.1,5147,189,243,9448,6961
87.1,5202,184,218,9480,7009
88.1,5280,162,200,9497,7069
89.1,5377,145,180,9509,7126
90.1,5465,128,166,9519,7170
91.1,5541,110,164,9515,7213
92.1,5620,101,133,9523,7244
93.1,5700,99,106,9505,7277
94.1,5815,86,101,9455,7306
95.1,5904,70,82,9400,7343
96.1,6014,66,73,9321,7363
97.1,6109,58,65,9246,7378
98.1,6199,61,60,9146,7397
99.1,6289,54,60,9047,7415
100.1,6396,49,49,8894,7430
101.1,6496,44,45,8703,7442
102.1,6591,43,52,8516,7453
103.1,6674,38,48,8264,7467
