"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
185.1,153514,16,33,3253,120906
186.1,153809,15,30,3261,120904
187.1,154129,14,27,3249,120894
188.1,154366,12,22,3243,120879
189.1,154563,11,15,3257,120861
190.1,154793,13,11,3259,120832
191.1,155034,12,11,3257,120806
192.1,155320,12,10,3246,120757
193.1,155537,9,17,3247,120709
194.1,155785,10,15,3251,120647
195.1,155946,9,20,3245,120554
196.1,156152,10,22,3268,120443
197.1,156287,13,28,3254,120311
198.1,156465,11,32,3256,120182
199.1,156625,13,32,3260,120007
200.1,156762,17,31,3253,119806
201.1,156888,19,33,3259,119570
202.1,157040,17,36,3265,119307
203.1,157204,14,45,3268,118995
204.1,157329,14,37,3263,118632
205.1,157429,15,25,3267,118184
206.1,157538,10,24,3270,117642
207.1,157664,11,16,3275,117073
208.1,157793,14,13,3271,116340
209.1,157872,14,14,3271,115549
210.1,157986,9,17,3269,114665
211.1,158075,8,15,3269,113687
212.1,158160,6,17,3271,112523
213.1,158251,5,17,3274,111296
214.1,158315,10,6,3285,109889
215.1,158384,9,3,3281,108375
216.1,158467,9,5,3286,106774
217.1,158513,7,7,3294,104993
218.1,158579,7,11,3296,102985
219.1,158616,6,18,3296,100871
220.1,158709,9,19,3297,98591
221.1,158788,12,18,3295,96112
222.1,158797,14,15,3288,93558
223.1,158860,14,14,3292,90865
224.1,158910,12,16,3286,88128
225.1,158984,15,14,3284,85309
226.1,158999,11,14,3264,82417
227.1,159071,10,13,3263,79454
228.1,159119,10,10,3267,76490
229.1,159137,9,14,3271,73417
230.1,159186,12,16,3272,70254
231.1,159202,15,15,3255,67075
232.1,159231,15,21,3247,63979
233.1,159269,15,27,3265,60881
234.1,159286,15,38,3251,57772
235.1,159333,16,35,3243,54835
236.1,159353,23,30,3243,51836
237.1,159368,23,34,3244,48991
238.1,159357,24,43,3249,46194
239.1,159388,28,48,3255,43511
240.1,159393,26,54,3232,40986
