"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,10000,0,100,80,0
1.1,9961,31,38,80,0
2.1,9949,38,15,80,0
3.1,9947,40,12,80,0
4.1,9935,41,19,80,0
5.1,9938,42,40,80,0
6.1,9931,47,57,80,0
7.1,9931,55,77,80,0
8.1,9945,65,96,80,0
9.1,9946,75,97,80,0
10.1,9940,92,104,80,0
11.1,9944,108,120,80,0
12.1,9930,116,152,80,2
13.1,9938,138,174,80,3
14.1,9945,165,192,80,3
15.1,9941,181,239,80,3
16.1,9943,204,271,80,3
17.1,9940,239,301,80,3
18.1,9938,284,345,80,3
19.1,9955,315,399,80,3
20.1,9945,353,477,80,4
21.1,9941,395,543,80,4
22.1,9940,431,643,80,7
23.1,9927,497,702,80,9
24.1,9921,546,790,80,10
25.1,9915,586,862,80,12
26.1,9913,640,967,80,13
27.1,9918,704,1071,80,16
28.1,9911,761,1218,80,19
29.1,9901,826,1375,80,23
30.1,9905,910,1500,80,24
31.1,9914,984,1685,80,26
32.1,9887,1072,1847,80,29
33.1,9874,1166,2054,80,36
34.1,9865,1245,2251,80,46
35.1,9837,1327,2454,80,55
36.1,9809,1413,2659,80,61
37.1,9796,1486,2861,80,74
38.1,9770,1581,3107,80,83
39.1,9750,1661,3415,80,92
40.1,9738,1742,3672,80,104
41.1,9707,1840,3915,80,116
42.1,9665,1911,4122,80,138
43.1,9609,1976,4312,80,163
44.1,9581,2060,4589,80,187
45.1,9517,2120,4810,80,223
46.1,9451,2177,4965,80,259
47.1,9386,2251,5136,80,297
48.1,9292,2279,5361,80,346
49.1,9187,2324,5457,80,400
50.1,9118,2350,5623,80,461
51.1,9009,2375,5801,80,525
52.1,8902,2400,5945,80,604
53.1,8788,2408,6051,80,698
54.1,8654,2421,6066,80,810
55.1,8514,2432,6088,80,933
56.1,8364,2392,6114,80,1078
57.1,8185,2316,6061,80,1230
58.1,8036,2308,6000,80,1395
59.1,7886,2264,5977,80,1562
60.1,7707,2209,5856,80,1761
61.1,7489,2081,5700,80,2022
