"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
0.1,160000,0,0,1280,16000,6400,183680
1.1,159444,284,556,631,16038,6400,183069
2.1,159125,431,875,279,16043,6400,182722
3.1,159019,470,981,168,16050,6400,182618
4.1,159056,492,944,208,16057,6403,182668
5.1,159043,498,957,338,16057,6406,182801
6.1,158973,523,1027,615,16060,6413,183088
7.1,158969,568,1031,975,16054,6421,183450
8.1,158966,660,1034,1369,16070,6439,183878
9.1,159019,813,981,1726,16059,6449,184234
10.1,159008,981,992,2084,16063,6458,184605
11.1,158966,1211,1034,2542,16044,6469,185055
12.1,158971,1462,1029,2970,16054,6483,185507
13.1,158958,1729,1042,3451,16074,6503,186028
14.1,158971,2061,1029,4091,16050,6531,186672
15.1,158963,2422,1037,4773,16056,6556,187385
16.1,158997,2804,1003,5481,16078,6606,188165
17.1,158982,3218,1018,6581,16074,6648,189303
18.1,158937,3679,1063,8043,16095,6713,190851
19.1,158932,4135,1068,9545,16129,6789,192463
20.1,158872,4675,1128,11255,16128,6872,194255
21.1,158885,5292,1115,13176,16152,6959,196287
22.1,158798,5942,1202,15598,16175,7060,198833
23.1,158733,6630,1267,18196,16178,7189,201563
24.1,158549,7342,1451,20851,16193,7343,204387
25.1,158416,8083,1584,23548,16219,7517,207284
26.1,158305,8878,1695,26635,16253,7699,210587
27.1,158124,9729,1876,30169,16277,7892,214338
28.1,157959,10671,2041,33789,16309,8133,218231
29.1,157880,11611,2120,38053,16413,8391,222857
30.1,157646,12549,2354,42910,16504,8718,228132
31.1,157375,13509,2625,48175,16598,9076,233849
32.1,157083,14522,2917,53139,16781,9474,239394
33.1,156756,15594,3244,58958,16980,9928,245866
34.1,156320,16543,3680,65067,17302,10454,252823
35.1,155810,17619,4190,70942,17554,11021,259517
36.1,155269,18619,4731,76822,17796,11663,266281
37.1,154569,19506,5431,82650,18146,12398,273194
38.1,153834,20470,6166,88388,18519,13195,280102
39.1,153072,21317,6928,94261,18885,14122,287268
40.1,152227,22028,7773,100118,19358,15101,294577
41.1,151273,22807,8727,105362,19930,16240,301532
42.1,150215,23485,9785,110509,20513,17504,308526
43.1,149007,24002,10993,114923,21132,18889,314944
44.1,147786,24492,12214,118528,21824,20388,320740
45.1,146419,24936,13581,121448,22480,22013,325941
46.1,144953,25168,15047,123855,23194,23795,330844
47.1,143354,25296,16646,126031,23934,25711,335676
48.1,141547,25206,18453,127477,24730,27904,340111
49.1,139716,25041,20284,127981,25555,30220,343756
50.1,137810,24825,22190,127217,26394,32708,346319
51.1,135815,24618,24185,125500,27189,35281,347970
52.1,133890,24279,26110,123453,27995,37930,349378
53.1,131878,23844,28122,120552,28761,40628,349941
54.1,129885,23373,30115,116295,29607,43445,349347
55.1,127787,22765,32213,112524,30288,46387,349199
