"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
0.1,160000,0,0,1920,3200,0,165120
1.1,159464,383,536,947,3232,0,164179
2.1,159182,591,818,438,3246,0,163684
3.1,159024,677,976,182,3249,0,163431
4.1,159010,716,990,95,3250,0,163345
5.1,159047,720,953,88,3249,0,163337
6.1,159002,723,998,251,3272,0,163523
7.1,159027,736,973,618,3262,0,163880
8.1,159042,772,958,1182,3259,0,164441
9.1,159024,874,976,1821,3252,0,165073
10.1,159022,1062,978,2381,3258,0,165639
11.1,159046,1327,954,2816,3260,1,166077
12.1,159126,1655,874,3060,3260,1,166321
13.1,159121,2008,879,3288,3271,2,166561
14.1,159115,2358,885,3448,3271,2,166721
15.1,159130,2720,870,3815,3284,4,167103
16.1,159070,3095,930,4292,3293,6,167591
17.1,159102,3458,898,5070,3302,8,168380
18.1,159147,3913,853,6051,3303,9,169363
19.1,159167,4388,833,7356,3317,11,170684
20.1,159095,4925,905,8950,3317,13,172280
21.1,159071,5539,929,10709,3333,16,174058
22.1,159083,6241,917,12463,3347,20,175830
23.1,159069,7069,931,14280,3361,24,177665
24.1,159000,7838,1000,16238,3365,29,179632
25.1,158870,8645,1130,18073,3391,31,181495
26.1,158702,9471,1298,20024,3414,34,183472
27.1,158657,10492,1343,22310,3447,39,185796
28.1,158632,11594,1368,24912,3465,45,188422
29.1,158664,12666,1336,28232,3507,53,191792
30.1,158666,13929,1334,32266,3560,57,195883
31.1,158630,15228,1370,36689,3625,66,200380
32.1,158575,16590,1425,41467,3715,74,205256
33.1,158440,17945,1560,46868,3782,85,210735
34.1,158245,19400,1755,52368,3866,100,216334
35.1,157948,20877,2052,58061,3944,116,222121
36.1,157672,22343,2328,63985,4059,138,228182
37.1,157369,23942,2631,69809,4205,154,234168
38.1,156948,25494,3052,75853,4377,186,240416
39.1,156597,27057,3403,82436,4562,212,247210
40.1,156202,28719,3798,89088,4771,252,254111
41.1,155727,30310,4273,96238,5028,300,261566
42.1,155265,31918,4735,104121,5319,360,269800
43.1,154740,33567,5260,112248,5675,435,278358
44.1,154140,35192,5860,120683,6104,517,287304
45.1,153352,36799,6648,129065,6561,636,296262
46.1,152511,38340,7489,137243,7086,768,305097
47.1,151659,39741,8341,145686,7704,928,314318
48.1,150732,41299,9268,153781,8363,1119,323263
49.1,149533,42606,10467,161468,9142,1332,331942
50.1,148328,43817,11672,169277,10069,1585,340931
51.1,146996,44885,13004,176749,11140,1894,349783
52.1,145528,45842,14472,184004,12355,2320,358679
53.1,144068,46831,15932,190740,13732,2801,367273
54.1,142407,47658,17593,196818,15273,3425,375516
55.1,140457,48305,19543,201738,17026,4186,382950
56.1,138570,48771,21430,206535,18952,5098,390585
57.1,136441,49152,23559,210552,21102,6140,397794
58.1,134059,49162,25941,213060,23550,7377,403987
59.1,131423,48968,28577,214308,26293,8834,409435
60.1,128726,48545,31274,213952,29207,10574,413733
61.1,125781,47842,34219,212578,32313,12577,417468
62.1,122572,46858,37428,210098,35631,14802,420531
63.1,119345,45668,40655,206227,39121,17243,422591
64.1,115957,44179,44043,201199,42829,20002,424030
65.1,112490,42610,47510,195156,46633,23034,424823
66.1,108904,40909,51096,187167,50457,26269,423893
67.1,105244,39074,54756,178637,54359,29720,422716
68.1,101652,37088,58348,169388,58291,33338,421017
69.1,97946,34878,62054,159099,62008,37187,418294
70.1,94320,32609,65680,148400,65578,41066,415044
71.1,90804,30381,69196,136865,69024,44982,410871
72.1,87376,27990,72624,125267,72182,48943,406392
73.1,84185,25806,75815,113867,75253,52758,401878
74.1,81247,23737,78753,102583,78000,56557,397140
75.1,78631,21941,81369,92473,80471,60117,393061
76.1,76117,20128,83883,82687,82726,63626,389039
77.1,73951,18449,86049,73413,84866,66963,385242
78.1,71988,16829,88012,65012,86752,70138,381902
79.1,70235,15381,89765,57259,88411,73130,378800
80.1,68791,14153,91209,50028,89926,75834,375788
81.1,67529,13026,92471,44107,91276,78394,373777
82.1,66507,11925,93493,38857,92408,80834,372099
83.1,65667,10880,94333,34282,93434,83127,370843
84.1,65027,9930,94973,30243,94263,85257,369763
