"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,640000,0,3200,12800,0
1.1,637762,1095,1123,12834,0
2.1,636651,1518,379,12838,0
3.1,636295,1634,227,12835,0
4.1,636130,1674,491,12840,0
5.1,636096,1703,1207,12845,0
6.1,636089,1819,2214,12845,3
7.1,636097,2115,3073,12840,4
8.1,636182,2600,3689,12851,4
9.1,636188,3276,4041,12841,8
10.1,636252,4066,4349,12853,9
11.1,636343,4774,4926,12848,10
12.1,636319,5572,5825,12855,11
13.1,636353,6417,7136,12846,13
14.1,636356,7380,8769,12851,16
15.1,636358,8566,10550,12870,18
16.1,636433,9885,12573,12874,21
17.1,636473,11445,14740,12889,25
18.1,636461,13142,17282,12896,35
19.1,636461,15040,20398,12890,41
20.1,636407,16998,23992,12917,50
21.1,636475,19251,28055,12924,58
22.1,636513,21704,32691,12938,68
23.1,636397,24400,37921,12955,75
24.1,636150,27090,43390,12986,85
25.1,635640,29912,49203,13010,93
26.1,635291,33059,55287,13067,106
27.1,635135,36541,62409,13173,133
28.1,634992,40229,70628,13252,158
29.1,634823,44226,80093,13343,183
30.1,634742,48325,90454,13433,200
31.1,634356,52485,101797,13630,233
32.1,633764,56905,113530,13800,270
33.1,632955,61181,125993,14043,301
34.1,632194,65675,138927,14334,337
35.1,631393,70399,152383,14666,396
36.1,630527,75174,166973,15055,457
37.1,629620,80056,182060,15580,523
38.1,628379,85066,197556,16137,594
39.1,627065,90005,213298,16749,675
40.1,625727,94964,229751,17544,782
41.1,623995,99985,246130,18525,926
42.1,622112,104910,262922,19614,1086
43.1,620021,109733,279968,20769,1281
44.1,617673,114418,297273,22059,1498
45.1,615141,118964,314233,23592,1763
46.1,612251,123273,331266,25306,2067
47.1,609135,127516,348289,27207,2438
48.1,605792,131576,364693,29405,2849
49.1,602025,135429,379954,31864,3379
50.1,598145,139056,394761,34631,4002
51.1,593872,142622,408697,37728,4700
52.1,589248,145714,422097,41215,5516
53.1,584321,148733,434318,45086,6537
54.1,579120,151354,445945,49532,7752
55.1,573540,153715,456676,54530,9219
56.1,567671,155695,466200,60165,10948
57.1,561436,157334,474942,66434,13007
58.1,554541,158391,481762,73329,15424
59.1,547494,159123,486905,80912,18234
60.1,539808,159143,489960,89438,21532
61.1,531675,158585,492588,98771,25256
62.1,522955,157515,492146,108682,29574
63.1,513888,155832,490528,119514,34611
64.1,504358,153776,485506,131230,40334
65.1,494353,150847,478862,143686,46837
66.1,483788,147354,469894,156705,53929
67.1,472917,143266,458544,170220,61790
68.1,461746,138739,445190,184284,70460
69.1,450514,134084,429408,198651,79652
70.1,438974,128948,412478,213389,89575
71.1,427378,123370,393673,228385,100103
72.1,415655,117286,374319,243162,111283
73.1,404204,111198,353884,257886,122688
74.1,393078,104953,332823,272086,134301
75.1,381863,98471,310850,286000,146154
76.1,371260,92310,288607,299097,157988
77.1,361036,86301,266815,311736,169906
78.1,351428,80497,245083,323971,181586
79.1,342782,75072,224701,335294,193006
80.1,334316,69794,205445,345944,204210
81.1,326444,64534,186740,355802,215075
82.1,319141,59670,168794,364912,225660
83.1,312563,55030,152667,373264,236084
84.1,306886,51067,137559,380927,245567
85.1,301828,47324,123678,387968,254768
86.1,297191,43604,111522,394219,263641
87.1,293355,40279,100215,399846,271965
88.1,290163,37540,90246,404736,279817
89.1,287373,34798,81048,409072,287342
90.1,285331,32457,72765,413110,294396
91.1,283558,30240,65520,416478,301009
92.1,282230,28123,59126,419224,307412
93.1,281321,26208,53482,421483,313361
94.1,281044,24578,48595,423280,318905
95.1,280983,22979,44133,424520,324212
96.1,281347,21579,39971,425205,329289
97.1,281942,20316,36456,425562,334008
98.1,282935,19086,33250,425329,338555
99.1,284144,17981,30634,424534,342753
100.1,285558,16965,28141,423109,346895
101.1,287292,15855,25911,421112,350811
102.1,289275,14974,23805,418403,354513
103.1,291460,14068,21959,415032,358006
104.1,293965,13328,20271,411100,361255
105.1,296498,12536,18844,406307,364437
106.1,299482,11837,17566,400795,367408
107.1,302353,11216,16228,394387,370217
108.1,305564,10696,15006,387304,372915
109.1,308953,10163,14045,379555,375340
110.1,312260,9686,13270,370821,377726
111.1,315773,9280,12488,361312,379966
112.1,319339,8906,11765,350937,382144
113.1,323025,8486,11036,339762,384260
114.1,326910,8088,10511,327813,386280
115.1,330825,7794,9909,315483,388182
116.1,334738,7527,9452,302393,390029
117.1,338555,7172,9033,289016,391915
118.1,342588,6797,8560,275270,393724
119.1,346651,6646,8187,261195,395318
120.1,350733,6486,7718,247183,396911
121.1,354856,6209,7479,233169,398512
122.1,359057,5953,7095,219237,400067
123.1,363248,5776,6781,205700,401513
124.1,367317,5603,6536,192385,402894
125.1,371406,5443,6398,179602,404229
126.1,375647,5380,6103,167314,405532
127.1,379828,5185,5990,155707,406846
128.1,384019,5062,5801,144724,408134
129.1,388161,4934,5624,134294,409342
130.1,392114,4796,5438,124493,410532
131.1,396296,4712,5310,115331,411638
132.1,400361,4547,5347,106879,412785
133.1,404404,4461,5211,98865,413865
134.1,408421,4378,5097,91373,414924
135.1,412309,4302,4913,84496,416008
136.1,416241,4180,4696,78160,417077
137.1,420246,4069,4521,72169,418116
138.1,424284,4011,4388,66684,419084
139.1,428090,3947,4242,61641,420045
140.1,431932,3842,4214,57106,420988
141.1,435681,3716,4195,52917,421924
142.1,439440,3622,4163,48906,422820
143.1,443138,3502,4066,45305,423720
144.1,446899,3406,3961,41981,424574
145.1,450667,3380,3783,38877,425413
146.1,454419,3313,3679,35945,426238
147.1,457995,3270,3595,33329,427026
148.1,461617,3167,3523,30886,427829
149.1,465204,3008,3449,28689,428661
150.1,468886,2950,3308,26639,429447
151.1,472549,2874,3261,24761,430155
152.1,476161,2811,3158,23055,430845
153.1,479583,2741,3095,21499,431519
154.1,483129,2714,2976,20116,432190
155.1,486635,2640,2940,18939,432817
156.1,490079,2543,2902,17954,433490
157.1,493409,2468,2887,17095,434114
158.1,496773,2448,2748,16332,434748
159.1,500168,2344,2716,15585,435395
160.1,503558,2360,2579,15033,435928
161.1,506831,2344,2514,14556,436507
162.1,510072,2295,2445,14098,437068
163.1,513186,2203,2385,13728,437654
164.1,516311,2122,2384,13389,438233
165.1,519407,2105,2276,13144,438742
166.1,522505,2075,2248,13002,439231
167.1,525590,2025,2259,12925,439729
168.1,528560,1942,2259,12864,440263
169.1,531553,1868,2217,12847,440744
170.1,534462,1884,2111,12847,441194
171.1,537419,1899,2030,12853,441655
172.1,540311,1848,1985,12839,442112
173.1,543133,1778,1949,12859,442555
174.1,545820,1734,1900,12855,443029
175.1,548465,1687,1866,12862,443455
176.1,551157,1615,1810,12851,443894
177.1,553798,1564,1725,12866,444287
178.1,556334,1512,1645,12840,444674
179.1,558928,1477,1573,12858,445050
180.1,561540,1444,1539,12857,445401
181.1,563910,1377,1551,12867,445777
182.1,566341,1328,1532,12861,446124
183.1,568775,1288,1485,12869,446481
184.1,571072,1299,1375,12878,446778
185.1,573353,1278,1339,12877,447086
186.1,575599,1249,1330,12891,447384
187.1,577691,1203,1328,12878,447695
188.1,579815,1160,1334,12887,448007
189.1,581861,1123,1305,12886,448278
190.1,583922,1121,1208,12910,448522
191.1,585894,1095,1173,12899,448773
192.1,587736,1067,1145,12891,449016
193.1,589760,1061,1138,12865,449216
194.1,591505,1022,1140,12878,449454
195.1,593325,1051,1103,12898,449632
196.1,595082,998,1105,12903,449836
197.1,596782,973,1073,12891,450036
198.1,598462,960,1064,12897,450197
199.1,600038,925,1064,12886,450324
200.1,601582,907,1049,12887,450461
201.1,602997,876,994,12886,450588
202.1,604493,856,951,12859,450654
203.1,605836,849,913,12852,450679
204.1,607221,838,901,12848,450655
205.1,608491,811,865,12864,450602
206.1,609703,759,894,12851,450501
207.1,610953,725,865,12843,450362
208.1,612177,715,829,12850,450130
209.1,613358,709,803,12848,449822
210.1,614383,739,774,12843,449435
211.1,615402,722,790,12845,448982
212.1,616473,725,783,12843,448494
213.1,617420,712,775,12850,447828
214.1,618335,694,743,12834,447039
215.1,619242,673,726,12834,446211
216.1,620138,631,699,12836,445269
217.1,620974,598,689,12834,444052
218.1,621829,594,632,12842,442647
219.1,622716,578,627,12839,441009
220.1,623418,563,612,12836,439103
221.1,624143,548,623,12842,437052
222.1,624861,539,618,12839,434756
223.1,625532,547,599,12839,432123
224.1,626146,509,603,12841,429241
225.1,626806,521,595,12845,426029
226.1,627390,507,573,12838,422527
227.1,627901,507,528,12840,418713
228.1,628391,505,519,12861,414605
229.1,628968,496,507,12860,410097
230.1,629446,471,539,12861,405201
231.1,629903,471,531,12873,399910
232.1,630290,460,524,12854,394266
233.1,630730,442,509,12858,388377
234.1,631191,458,508,12860,381915
235.1,631545,459,522,12876,375186
236.1,631903,442,501,12872,368222
237.1,632245,459,509,12886,360898
238.1,632581,475,508,12874,353071
239.1,632885,469,508,12866,345041
240.1,633189,473,536,12870,336636
