"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,160000,0,1920,3200,0
1.1,159448,404,974,3206,0
2.1,159166,583,483,3212,0
3.1,159163,683,274,3206,1
4.1,159069,729,340,3213,1
5.1,159037,749,702,3210,1
6.1,159054,798,1264,3212,1
7.1,159066,893,1887,3212,2
8.1,159091,1079,2437,3209,2
9.1,159066,1376,2807,3222,5
10.1,159093,1673,3210,3211,5
11.1,159088,2059,3629,3212,5
12.1,159036,2416,4265,3223,6
13.1,158988,2851,5082,3223,9
14.1,159043,3307,6185,3221,9
15.1,159044,3856,7522,3213,10
16.1,159063,4437,9179,3222,11
17.1,159081,5149,11150,3229,15
18.1,159014,5963,13276,3223,17
19.1,159023,6884,15797,3239,24
20.1,159042,7918,18532,3246,32
21.1,159021,8991,21832,3263,36
22.1,158988,10232,25434,3289,40
23.1,158953,11492,29761,3310,44
24.1,158879,12832,34363,3336,51
25.1,158716,14290,39525,3366,59
26.1,158510,15838,44813,3405,69
27.1,158432,17517,50679,3459,76
28.1,158371,19298,57584,3551,88
29.1,158295,21205,65386,3661,102
30.1,158260,23264,74045,3767,118
31.1,158083,25343,83169,3932,146
32.1,157833,27364,93141,4105,169
33.1,157486,29452,103490,4321,204
34.1,157130,31713,114063,4550,235
35.1,156732,33900,125496,4852,274
36.1,156276,36182,137065,5225,316
37.1,155791,38482,149591,5644,384
38.1,155231,40706,162442,6150,460
39.1,154523,42850,175368,6735,556
40.1,153821,45077,188617,7420,669
41.1,152880,47055,201737,8201,828
42.1,151852,49058,214791,9187,1048
43.1,150640,50818,227252,10363,1322
44.1,149321,52472,239433,11638,1652
45.1,147856,53949,251097,13202,2098
46.1,146114,55187,262134,15019,2653
47.1,144225,56239,271888,17180,3364
48.1,142076,57018,279750,19571,4286
49.1,139594,57523,286524,22367,5432
50.1,136858,57627,291570,25631,6875
51.1,133800,57433,294785,29414,8748
52.1,130380,56832,295118,33654,10994
53.1,126623,55712,293602,38358,13759
54.1,122308,53972,288417,43468,17149
55.1,117540,51628,280096,48979,21097
56.1,112465,48831,269898,54653,25590
57.1,107179,45673,256267,60506,30615
58.1,101896,42364,239855,66114,35884
59.1,96381,38675,221850,71704,41642
60.1,90779,34768,202134,76936,47704
61.1,85500,30955,181921,81744,53659
62.1,80613,27498,161105,85993,59293
63.1,76125,24236,140439,89851,64769
64.1,72082,21133,120888,93207,69904
65.1,68537,18471,103027,96059,74642
66.1,65544,16110,87095,98520,79005
67.1,63021,14014,73303,100696,82890
68.1,60948,12246,61418,102485,86349
69.1,59202,10726,51346,104010,89508
70.1,57849,9391,42530,105252,92427
71.1,56891,8355,35174,106341,94959
72.1,56108,7430,29178,107271,97207
73.1,55655,6676,24327,108032,99161
74.1,55303,5973,20586,108673,100953
75.1,55189,5349,17509,109252,102616
76.1,55280,4828,15031,109694,104054
77.1,55400,4255,12883,110059,105466
78.1,55721,3890,11129,110348,106645
79.1,56217,3528,9595,110589,107783
80.1,56772,3262,8554,110709,108755
81.1,57355,2988,7565,110752,109641
82.1,58061,2708,6737,110733,110466
83.1,58873,2517,6058,110674,111205
84.1,59708,2332,5382,110467,111907
85.1,60635,2141,4850,110260,112566
86.1,61635,1970,4272,109905,113199
87.1,62552,1849,3837,109459,113753
88.1,63480,1719,3490,108952,114277
89.1,64510,1577,3243,108174,114750
90.1,65671,1480,2950,107283,115171
91.1,66778,1383,2750,106270,115605
92.1,67965,1321,2559,104952,115963
93.1,69137,1252,2453,103405,116338
94.1,70316,1178,2344,101581,116677
95.1,71506,1102,2175,99444,117005
96.1,72722,1058,1974,97068,117304
97.1,73890,998,1785,94317,117582
98.1,75120,983,1702,91202,117822
99.1,76324,961,1582,87589,118081
100.1,77541,867,1505,83532,118331
101.1,78694,807,1437,79218,118576
102.1,79833,750,1385,74635,118785
103.1,81033,731,1262,69682,118982
104.1,82161,692,1213,64499,119190
105.1,83460,644,1194,59464,119393
106.1,84764,607,1082,54129,119574
107.1,85912,568,973,48839,119766
108.1,87095,549,918,43816,119917
109.1,88227,538,855,38991,120081
110.1,89468,522,825,34685,120210
111.1,90638,483,813,30614,120371
112.1,91843,482,820,26980,120492
113.1,93037,479,819,23676,120612
114.1,94202,452,831,20767,120749
115.1,95293,445,775,18226,120880
116.1,96422,426,755,16032,120993
117.1,97498,407,742,14143,121111
118.1,98650,396,706,12579,121217
119.1,99737,370,680,11193,121336
120.1,100893,362,650,9956,121438
121.1,102064,365,634,8885,121524
122.1,103158,359,586,8011,121611
123.1,104206,354,547,7267,121712
124.1,105278,331,533,6580,121814
125.1,106366,308,530,6026,121906
126.1,107480,289,531,5526,121995
127.1,108510,290,524,5081,122085
128.1,109663,275,489,4697,122171
129.1,110666,269,457,4395,122247
130.1,111694,268,440,4094,122310
131.1,112693,256,462,3861,122378
132.1,113751,248,453,3663,122448
133.1,114763,252,420,3517,122512
134.1,115819,239,443,3432,122573
135.1,116797,239,447,3362,122638
136.1,117816,224,442,3296,122717
137.1,118823,229,430,3261,122767
138.1,119782,237,408,3245,122818
139.1,120729,235,393,3229,122870
140.1,121717,232,358,3219,122929
141.1,122643,210,362,3209,122993
142.1,123530,209,364,3208,123054
143.1,124498,195,345,3209,123113
144.1,125395,196,323,3206,123161
145.1,126271,179,303,3212,123223
146.1,127135,179,286,3213,123275
147.1,128029,161,279,3212,123336
148.1,128949,162,246,3208,123376
149.1,129797,162,234,3204,123418
150.1,130588,137,248,3206,123463
151.1,131424,129,219,3210,123508
152.1,132196,122,213,3210,123547
153.1,132973,120,195,3218,123575
154.1,133750,120,178,3218,123602
155.1,134512,112,169,3210,123638
156.1,135300,103,160,3219,123676
157.1,136092,96,146,3214,123703
158.1,136844,92,145,3216,123731
159.1,137556,81,135,3217,123766
160.1,138207,74,150,3220,123785
161.1,138915,67,140,3226,123810
162.1,139634,66,135,3225,123830
163.1,140323,71,127,3232,123846
164.1,140938,74,122,3225,123860
165.1,141538,76,131,3227,123878
166.1,142166,77,123,3223,123893
167.1,142806,73,132,3221,123910
168.1,143363,63,121,3216,123935
169.1,143921,59,102,3223,123961
170.1,144461,62,85,3217,123977
171.1,145003,65,72,3216,123991
172.1,145506,67,70,3217,124004
173.1,146002,61,86,3226,124024
174.1,146465,55,98,3223,124035
175.1,146924,54,110,3219,124045
176.1,147327,51,102,3218,124060
177.1,147793,49,104,3221,124072
178.1,148232,47,96,3220,124085
179.1,148663,45,86,3212,124094
180.1,149063,52,65,3209,124104
181.1,149432,47,64,3210,124117
182.1,149772,41,65,3206,124124
183.1,150135,35,72,3207,124134
184.1,150451,36,75,3213,124134
185.1,150789,33,83,3212,124146
186.1,151113,34,68,3216,124146
187.1,151403,36,60,3211,124143
188.1,151692,36,59,3212,124137
189.1,151988,35,48,3211,124125
190.1,152298,34,46,3209,124108
191.1,152551,29,55,3214,124084
192.1,152825,32,46,3206,124054
193.1,153068,33,49,3212,124006
194.1,153294,30,49,3215,123934
195.1,153528,32,43,3214,123863
196.1,153757,34,44,3215,123782
197.1,153972,33,45,3215,123669
198.1,154157,35,51,3218,123548
199.1,154326,34,59,3214,123394
200.1,154527,32,52,3213,123214
201.1,154727,25,52,3209,122980
202.1,154868,24,53,3212,122682
203.1,155069,22,57,3207,122334
204.1,155211,24,45,3213,121976
205.1,155358,26,33,3212,121502
206.1,155479,26,34,3218,121022
207.1,155638,21,34,3218,120407
208.1,155781,18,34,3227,119754
209.1,155915,16,37,3227,118975
210.1,156040,17,36,3224,118053
211.1,156171,17,39,3223,117063
212.1,156325,17,31,3222,115869
213.1,156416,16,32,3224,114545
214.1,156537,21,35,3218,113140
215.1,156679,21,37,3215,111569
216.1,156778,22,38,3209,109829
217.1,156907,24,33,3213,107934
218.1,157001,23,25,3212,105816
219.1,157067,20,27,3215,103553
220.1,157159,14,26,3220,101102
221.1,157245,16,26,3224,98500
222.1,157354,15,36,3221,95688
223.1,157460,12,43,3215,92741
224.1,157523,14,42,3216,89691
225.1,157572,16,48,3211,86610
226.1,157672,21,40,3208,83396
227.1,157709,22,36,3211,80083
228.1,157813,30,31,3210,76675
229.1,157846,25,32,3210,73365
230.1,157896,26,32,3209,69976
231.1,157957,26,43,3213,66512
232.1,158010,29,46,3212,63002
233.1,158091,28,45,3203,59662
234.1,158143,29,51,3207,56374
235.1,158182,28,55,3209,53088
236.1,158227,29,51,3208,49928
237.1,158272,32,41,3208,46945
238.1,158316,33,45,3211,44074
239.1,158345,33,52,3207,41317
240.1,158410,37,70,3210,38691
