"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,10000,0,100,400,0
1.1,9960,41,31,403,0
2.1,9946,53,14,407,0
3.1,9945,58,10,405,0
4.1,9944,59,21,406,0
5.1,9921,62,45,403,1
6.1,9933,66,79,399,1
7.1,9946,79,109,403,1
8.1,9943,95,132,402,1
9.1,9940,118,148,407,1
10.1,9941,145,165,404,1
11.1,9938,176,178,403,1
12.1,9944,198,217,403,1
13.1,9937,228,281,407,2
14.1,9941,258,332,407,2
15.1,9940,307,387,405,2
16.1,9950,361,453,414,2
17.1,9945,413,533,409,2
18.1,9933,467,647,414,2
19.1,9949,546,738,416,3
20.1,9953,607,875,424,3
21.1,9950,694,1000,425,4
22.1,9949,777,1149,426,5
23.1,9940,864,1372,432,7
24.1,9934,949,1560,446,9
25.1,9914,1036,1773,459,11
26.1,9891,1155,1985,472,14
27.1,9881,1263,2203,484,14
28.1,9876,1406,2475,497,15
29.1,9870,1538,2785,521,16
30.1,9862,1660,3157,540,20
31.1,9842,1793,3515,567,24
32.1,9817,1932,3879,596,26
33.1,9792,2059,4349,624,33
34.1,9764,2216,4725,667,40
35.1,9727,2336,5161,719,52
36.1,9700,2489,5660,756,65
37.1,9647,2633,6146,803,77
38.1,9592,2746,6614,872,99
39.1,9535,2887,7031,963,118
40.1,9477,3002,7417,1077,144
41.1,9380,3089,7846,1227,188
42.1,9279,3186,8189,1366,236
43.1,9171,3260,8563,1525,287
44.1,9046,3355,8903,1709,363
45.1,8930,3401,9257,1936,443
46.1,8759,3421,9498,2159,557
47.1,8580,3426,9678,2436,688
48.1,8388,3403,9737,2728,830
49.1,8181,3364,9804,3089,991
50.1,7925,3266,9744,3447,1184
51.1,7637,3131,9463,3843,1419
52.1,7372,3001,9213,4259,1691
53.1,7063,2803,8892,4679,1984
54.1,6718,2585,8429,5083,2317
55.1,6405,2370,7817,5492,2669
56.1,6085,2148,7136,5858,3024
57.1,5786,1920,6382,6227,3374
58.1,5503,1728,5668,6562,3712
59.1,5234,1506,4935,6865,4034
60.1,5008,1342,4244,7103,4328
61.1,4852,1233,3695,7334,4594
62.1,4663,1077,3169,7546,4855
63.1,4516,960,2771,7733,5104
64.1,4389,854,2376,7895,5326
65.1,4309,773,1998,8060,5512
66.1,4176,629,1702,8180,5737
67.1,4140,580,1398,8286,5885
68.1,4083,494,1156,8375,6042
69.1,4080,434,1001,8440,6165
