"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
0.1,160000,0,0,1280,3200,0,164480
1.1,159427,296,573,636,3235,0,163871
2.1,159175,412,825,316,3231,0,163547
3.1,159016,468,984,159,3233,0,163392
4.1,158967,486,1033,158,3245,0,163403
5.1,159023,503,977,270,3250,0,163520
6.1,159024,524,976,464,3245,0,163709
7.1,159028,569,972,841,3248,0,164089
8.1,158993,644,1007,1307,3263,0,164570
9.1,158963,779,1037,1732,3268,0,165000
10.1,158955,966,1045,2230,3272,0,165502
11.1,159013,1222,987,2636,3273,0,165909
12.1,159044,1503,956,3171,3267,1,166439
13.1,159048,1852,952,3638,3283,3,166924
14.1,159040,2224,960,4091,3268,3,167362
15.1,159011,2592,989,4833,3269,4,168106
16.1,159054,2991,946,5832,3277,5,169114
17.1,159029,3473,971,7056,3281,5,170342
18.1,159001,3982,999,8750,3272,5,172027
19.1,159062,4558,938,10733,3272,5,174010
20.1,159069,5246,931,13009,3307,7,176323
21.1,159079,6043,921,15685,3313,10,179008
22.1,159071,6886,929,18777,3341,10,182128
23.1,159000,7788,1000,22314,3359,12,185685
24.1,158944,8776,1056,26087,3381,13,189481
25.1,158829,9762,1171,29805,3387,16,193208
26.1,158744,10814,1256,34115,3425,22,197562
27.1,158697,11974,1303,39281,3465,27,202773
28.1,158613,13203,1387,44863,3494,33,208390
29.1,158574,14492,1426,51630,3517,40,215187
30.1,158510,15921,1490,59380,3578,50,223008
31.1,158411,17404,1589,67382,3670,63,231115
32.1,158244,18869,1756,76371,3741,70,240182
33.1,158047,20327,1953,86114,3849,81,250044
34.1,157800,21921,2200,95838,3997,96,259931
35.1,157521,23494,2479,105958,4127,116,270201
36.1,157195,25075,2805,116609,4300,135,281044
37.1,156829,26640,3171,127296,4507,164,291967
38.1,156360,28175,3640,138716,4740,199,303655
39.1,155878,29683,4122,150067,5037,249,315353
40.1,155426,31218,4574,161628,5345,306,327279
41.1,154899,32729,5101,173831,5719,372,339922
42.1,154296,34227,5704,187362,6121,450,353933
43.1,153530,35743,6470,199712,6618,537,366867
44.1,152746,37128,7254,212139,7171,650,379960
45.1,151778,38395,8222,224144,7767,781,392692
46.1,150707,39636,9293,236034,8503,950,405487
47.1,149533,40781,10467,246851,9267,1140,417258
48.1,148238,41804,11762,256945,10121,1346,428412
49.1,146897,42861,13103,265938,11084,1618,438640
50.1,145434,43681,14566,275273,12262,1940,449475
51.1,143830,44350,16170,283453,13522,2315,459290
52.1,142132,44924,17868,290660,14989,2780,468429
53.1,140345,45393,19655,297623,16631,3346,477600
54.1,138349,45860,21651,302041,18480,4008,484529
55.1,136176,45951,23824,306163,20495,4810,491468
56.1,133839,45849,26161,308014,22705,5725,496444
57.1,131369,45686,28631,309354,25259,6773,501386
58.1,128677,45154,31323,309083,27966,8004,505053
59.1,125754,44485,34246,307046,30987,9478,507511
60.1,122770,43629,37230,302693,34174,11101,507968
61.1,119538,42521,40462,296915,37634,12986,507535
62.1,116271,41327,43729,288362,41126,14979,504467
63.1,112898,39958,47102,278293,44749,17260,500302
64.1,109377,38416,50623,267165,48566,19601,495332
65.1,105809,36549,54191,254218,52311,22177,488706
66.1,102226,34722,57774,240733,56090,24819,481642
67.1,98631,32854,61369,226221,59810,27600,473631
68.1,95274,31052,64726,212112,63478,30385,465975
69.1,91921,29282,68079,197010,67053,33253,457316
70.1,88667,27518,71333,182110,70480,36061,448651
71.1,85544,25755,74456,167324,73629,38866,439819
72.1,82575,24057,77425,152881,76612,41653,431146
73.1,79887,22510,80113,138624,79347,44304,422275
74.1,77244,20931,82756,125494,81926,46934,414354
75.1,74779,19524,85221,113306,84320,49429,402427
76.1,72493,18103,87507,102234,86477,51925,400636
77.1,70432,16830,89568,92125,88534,54261,394920
78.1,68598,15624,91402,82861,90406,56497,389764
79.1,66846,14459,93154,74924,92162,58659,385745
80.1,65326,13494,94674,67649,93686,60651,381986
81.1,63974,12639,96026,60317,95097,62574,377988
82.1,62731,11845,97269,54327,96396,64392,375115
83.1,61659,11072,98341,48639,97436,66128,372203
84.1,60757,10402,99243,43603,98416,67769,369788
85.1,60000,9861,100000,39579,99276,69249,368104
86.1,59272,9277,100728,36073,99970,70728,366771
87.1,58583,8603,101417,32809,100609,72204,365622
88.1,58125,8076,101875,29806,101187,73544,364537
89.1,57804,7650,102196,27043,101650,74797,363490
90.1,57488,7176,102512,24672,101988,76008,362668
91.1,57352,6838,102648,22601,102205,77103,361909
92.1,57388,6571,102612,20723,102309,78133,361165
93.1,57324,6236,102676,19120,102264,79216,360600
94.1,57323,5985,102677,17751,102192,80226,360169
95.1,57471,5782,102529,16431,101971,81127,359529
96.1,57633,5514,102367,15417,101675,82067,359159
97.1,57872,5249,102128,14322,101208,82939,358469
98.1,58060,4979,101940,13376,100579,83820,357775
99.1,58441,4736,101559,12553,99866,84610,357029
100.1,58835,4538,101165,11526,99008,85416,355950
101.1,59317,4400,100683,10562,97966,86151,354679
102.1,59728,4182,100272,9844,96656,86885,353385
103.1,60274,3952,99726,9114,95034,87576,351724
104.1,60824,3728,99176,8557,93295,88258,350110
105.1,61499,3506,98501,8228,91349,88893,348470
106.1,62173,3395,97827,7527,89208,89481,346216
107.1,62894,3295,97106,7049,86728,90022,343799
108.1,63664,3161,96336,6700,84124,90559,341383
109.1,64415,3075,95585,6413,81371,91058,338842
110.1,65218,2961,94782,6075,78370,91555,336000
111.1,66045,2806,93955,5919,75159,92077,333155
112.1,66954,2756,93046,5724,71887,92527,330138
113.1,67800,2662,92200,5552,68469,93004,327025
114.1,68762,2609,91238,5305,64847,93422,323574
115.1,69658,2540,90342,5006,61358,93857,320221
116.1,70602,2481,89398,4833,57766,94290,316889
117.1,71540,2398,88460,4875,54312,94697,313884
118.1,72429,2312,87571,4642,50977,95107,310726
119.1,73394,2287,86606,4395,47593,95493,307481
120.1,74301,2248,85699,4233,44361,95860,304454
121.1,75297,2219,84703,4032,41300,96220,301552
122.1,76172,2138,83828,3840,38466,96589,298895
123.1,77154,2069,82846,3739,35692,96959,296390
124.1,78137,1985,81863,3679,33135,97319,294133
125.1,79139,1962,80861,3502,30787,97658,291947
126.1,80127,1922,79873,3545,28567,97996,290108
127.1,81149,1919,78851,3632,26472,98288,288392
128.1,82200,1899,77800,3445,24500,98601,286546
129.1,83201,1888,76799,3242,22704,98922,284868
130.1,84158,1849,75842,3172,21057,99240,283469
131.1,85136,1822,74864,3128,19541,99548,282217
132.1,86114,1775,73886,3068,18135,99863,281066
133.1,87094,1725,72906,2859,16868,100178,279905
134.1,88130,1676,71870,2734,15740,100468,278942
135.1,89165,1648,70835,2745,14664,100738,278147
136.1,90154,1628,69846,2753,13646,101010,277409
137.1,91172,1589,68828,2672,12692,101284,276648
