"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
0.1,160000,0,0,1920,3200,0,165120
1.1,159402,388,598,968,3233,0,164201
2.1,159077,572,923,479,3231,0,163710
3.1,159017,654,983,267,3241,0,163508
4.1,158983,687,1017,202,3240,0,163442
5.1,158973,706,1027,263,3262,0,163525
6.1,158996,718,1004,439,3258,0,163697
7.1,159033,744,967,706,3268,1,163975
8.1,159097,798,903,1041,3274,1,164316
9.1,159086,896,914,1367,3283,2,164652
10.1,159064,1004,936,1667,3286,2,164955
11.1,159033,1131,967,1905,3277,3,165185
12.1,158998,1264,1002,2056,3282,3,165341
13.1,158971,1432,1029,2068,3270,3,165341
14.1,158940,1582,1060,2056,3269,3,165328
15.1,158939,1725,1061,2101,3269,3,165373
16.1,159011,1902,989,2162,3255,3,165420
17.1,158935,2029,1065,2462,3263,3,165728
18.1,158981,2178,1019,2823,3258,3,166084
19.1,158935,2317,1065,3329,3254,4,166587
20.1,158887,2524,1113,3776,3253,4,167033
21.1,158848,2769,1152,4209,3269,5,167483
22.1,158826,3009,1174,4748,3276,6,168030
23.1,158729,3239,1271,5294,3277,7,168578
24.1,158749,3529,1251,5783,3281,8,169072
25.1,158669,3834,1331,6202,3291,12,169505
26.1,158550,4130,1450,6582,3305,13,169900
27.1,158456,4452,1544,6934,3300,14,170248
28.1,158403,4794,1597,7396,3314,16,170726
29.1,158289,5080,1711,7960,3321,17,171298
30.1,158182,5400,1818,8569,3317,20,171906
31.1,158081,5758,1919,9306,3310,22,172638
32.1,157991,6117,2009,10108,3311,24,173443
33.1,157872,6484,2128,11010,3329,26,174365
34.1,157660,6813,2340,11928,3348,28,175304
35.1,157504,7177,2496,13017,3349,30,176396
36.1,157316,7541,2684,13922,3373,34,177329
37.1,157146,7977,2854,14743,3389,39,178171
38.1,156976,8473,3024,15649,3402,45,179096
39.1,156731,8925,3269,16455,3409,46,179910
40.1,156492,9386,3508,17446,3416,50,180912
41.1,156174,9851,3826,18501,3454,57,182012
42.1,155925,10375,4075,19656,3481,64,183201
43.1,155627,10890,4373,20734,3491,70,184295
44.1,155301,11439,4699,21977,3525,76,185578
45.1,154972,11912,5028,23327,3557,79,186963
46.1,154598,12417,5402,24650,3595,86,188331
47.1,154206,12978,5794,25976,3619,95,189690
48.1,153774,13473,6226,27535,3648,104,191287
49.1,153236,13988,6764,28905,3664,112,192681
50.1,152725,14543,7275,30205,3703,121,194029
51.1,152189,14982,7811,31566,3757,134,195457
52.1,151604,15439,8396,32945,3805,147,196897
53.1,151043,15970,8957,34277,3876,165,198318
54.1,150452,16500,9548,35587,3910,180,199677
55.1,149761,17037,10239,36882,4002,200,201084
56.1,149130,17490,10870,38289,4067,216,202572
57.1,148453,17986,11547,39850,4133,234,204217
