"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
225.1,150577,294,9423,467,3266,122804,286537
226.1,150891,291,9109,518,3268,121236,285022
227.1,151183,290,8817,484,3273,119630,283387
228.1,151426,288,8574,491,3274,117846,281611
229.1,151723,283,8277,516,3280,115880,279676
230.1,151993,276,8007,543,3282,113882,277707
231.1,152273,263,7727,512,3276,111782,275570
232.1,152538,290,7462,507,3286,109462,273255
233.1,152801,285,7199,512,3284,107137,270933
234.1,153031,286,6969,510,3282,104738,268530
235.1,153249,299,6751,497,3279,102235,266011
236.1,153467,289,6533,508,3280,99843,263631
237.1,153704,299,6296,512,3287,97285,261084
238.1,153916,304,6084,515,3292,94689,258496
239.1,154106,294,5894,497,3289,92030,255816
240.1,154278,292,5722,500,3291,89433,253224
