"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
79.1,58610,3855,101390,11520,118702,105475,395697
80.1,59060,3501,100940,10047,118943,106540,395530
81.1,59563,3179,100437,8836,118961,107524,395321
82.1,60304,2945,99696,7790,118942,108374,395106
83.1,61058,2685,98942,6972,118835,109212,395019
84.1,61927,2520,98073,6225,118653,109937,394815
85.1,62845,2379,97155,5572,118338,110638,394548
86.1,63787,2245,96213,5005,117933,111264,394202
87.1,64808,2071,95192,4463,117356,111871,393690
88.1,65810,1888,94190,4064,116659,112440,393163
89.1,66876,1773,93124,3642,115807,112975,392424
90.1,67909,1638,92091,3328,114711,113450,391489
91.1,68996,1500,91004,3115,113406,113906,390427
92.1,70056,1358,89944,2772,111924,114341,389037
93.1,71253,1258,88747,2524,110184,114747,387455
94.1,72428,1174,87572,2315,108077,115118,385510
95.1,73663,1126,86337,2127,105770,115408,383305
96.1,74937,1047,85063,2000,103026,115710,380736
97.1,76089,993,83911,1813,100036,116008,377857
98.1,77290,938,82710,1670,96581,116292,374543
99.1,78585,875,81415,1600,92625,116538,370763
100.1,79815,840,80185,1533,88427,116764,366724
101.1,81035,788,78965,1505,83950,116979,362434
102.1,82248,753,77752,1396,79175,117210,357781
103.1,83514,734,76486,1323,74059,117409,352791
104.1,84744,678,75256,1223,68901,117620,347744
105.1,86053,667,73947,1153,63605,117777,342535
106.1,87227,620,72773,1085,58454,117970,337509
107.1,88463,579,71537,1071,53293,118144,332508
108.1,89710,529,70290,1000,48309,118328,327637
109.1,91017,512,68983,968,43604,118475,323047
110.1,92297,512,67703,916,39071,118615,318602
111.1,93515,508,66485,844,34865,118735,314444
112.1,94695,498,65305,822,31070,118871,310763
113.1,95878,480,64122,847,27454,118999,307300
114.1,97049,451,62951,835,24341,119139,304315
115.1,98323,455,61677,787,21512,119256,301555
116.1,99498,444,60502,778,19060,119376,299214
117.1,100592,424,59408,757,16867,119501,297125
118.1,101760,394,58240,723,14939,119639,295301
119.1,102962,405,57038,655,13214,119735,293604
120.1,104161,386,55839,633,11778,119847,292258
121.1,105281,377,54719,624,10459,119938,291021
122.1,106353,355,53647,598,9357,120038,289993
123.1,107489,331,52511,617,8411,120137,289165
124.1,108591,309,51409,652,7562,120228,288442
125.1,109731,307,50269,598,6867,120316,287781
126.1,110852,312,49148,544,6229,120396,287169
127.1,111956,304,48044,509,5705,120466,286680
128.1,113066,296,46934,476,5207,120544,286227
129.1,114121,281,45879,483,4842,120628,285953
130.1,115189,262,44811,462,4494,120714,285670
131.1,116315,259,43685,460,4223,120783,285466
132.1,117368,255,42632,429,4016,120837,285282
133.1,118422,253,41578,412,3843,120899,285154
134.1,119507,242,40493,422,3686,120972,285080
135.1,120540,238,39460,429,3551,121034,285014
136.1,121546,206,38454,417,3486,121113,285016
137.1,122575,218,37425,382,3438,121164,284984
138.1,123568,215,36432,376,3392,121221,284989
139.1,124537,217,35463,352,3366,121274,284992
140.1,125419,203,34581,311,3337,121344,284992
141.1,126390,188,33610,282,3318,121396,284996
142.1,127382,171,32618,239,3305,121452,284996
143.1,128282,152,31718,221,3290,121500,285011
144.1,129220,151,30780,241,3263,121535,285039
145.1,130176,149,29824,238,3256,121583,285077
146.1,131085,140,28915,250,3251,121624,285125
147.1,131929,133,28071,232,3258,121671,285161
148.1,132801,128,27199,203,3244,121711,285158
149.1,133703,124,26297,196,3243,121735,285174
150.1,134514,125,25486,190,3262,121771,285223
151.1,135308,123,24692,174,3265,121802,285241
152.1,136108,121,23892,184,3267,121832,285283
153.1,136894,110,23106,186,3251,121871,285308
154.1,137655,114,22345,172,3278,121899,285349
155.1,138386,106,21614,172,3278,121932,285382
156.1,139182,101,20818,186,3262,121959,285407
157.1,139924,97,20076,166,3258,121996,285420
158.1,140604,103,19396,154,3257,122020,285431
159.1,141281,98,18719,160,3255,122044,285459
160.1,141948,86,18052,158,3262,122075,285495
161.1,142638,85,17362,159,3257,122102,285518
162.1,143258,90,16742,131,3274,122121,285526
163.1,143916,84,16084,138,3281,122144,285563
164.1,144541,79,15459,160,3284,122162,285606
165.1,145158,68,14842,161,3278,122188,285627
166.1,145690,75,14310,155,3282,122202,285639
167.1,146217,80,13783,145,3282,122221,285648
168.1,146738,92,13262,139,3269,122234,285642
169.1,147193,84,12807,142,3276,122258,285676
170.1,147665,83,12335,141,3265,122280,285686
171.1,148154,82,11846,141,3259,122302,285702
172.1,148618,89,11382,152,3256,122314,285722
173.1,149074,91,10926,143,3262,122331,285736
174.1,149492,88,10508,134,3256,122353,285743
175.1,149862,81,10138,135,3257,122377,285769
176.1,150229,79,9771,134,3261,122402,285797
177.1,150638,74,9362,134,3259,122415,285808
178.1,150988,66,9012,112,3262,122441,285815
179.1,151361,61,8639,106,3252,122456,285814
180.1,151716,56,8284,103,3260,122476,285839
181.1,152117,45,7883,102,3250,122494,285846
182.1,152425,53,7575,98,3256,122496,285850
183.1,152740,53,7260,93,3246,122505,285844
184.1,153040,50,6960,87,3253,122513,285853
185.1,153311,56,6689,69,3248,122512,285829
186.1,153597,52,6403,74,3248,122508,285830
187.1,153844,46,6156,91,3230,122510,285831
188.1,154102,45,5898,94,3246,122503,285843
189.1,154367,42,5633,93,3252,122496,285841
190.1,154606,44,5394,85,3245,122481,285811
191.1,154838,46,5162,73,3245,122467,285785
192.1,155057,48,4943,61,3245,122434,285740
193.1,155247,41,4753,66,3238,122385,285689
194.1,155463,44,4537,57,3239,122322,285618
195.1,155655,44,4345,52,3250,122253,285555
196.1,155855,41,4145,54,3251,122173,285478
197.1,156036,37,3964,63,3247,122025,285335
198.1,156160,39,3840,59,3254,121889,285202
199.1,156391,41,3609,52,3250,121747,285049
200.1,156524,34,3476,63,3252,121540,284855
201.1,156608,33,3392,57,3250,121276,284583
202.1,156722,33,3278,45,3251,120988,284284
203.1,156866,31,3134,52,3248,120633,283933
204.1,157057,31,2943,61,3243,120233,283537
205.1,157138,28,2862,58,3256,119762,283076
206.1,157237,28,2763,45,3260,119191,282496
207.1,157363,27,2637,43,3268,118527,281838
208.1,157513,23,2487,46,3270,117830,281146
209.1,157637,20,2363,38,3264,117002,280304
210.1,157681,15,2319,43,3264,115973,279280
211.1,157767,14,2233,39,3263,114880,278182
212.1,157874,16,2126,31,3261,113606,276898
213.1,157953,13,2047,25,3261,112250,275536
214.1,158054,10,1946,21,3265,110776,274062
215.1,158147,11,1853,14,3272,109132,272418
216.1,158243,10,1757,15,3272,107363,270650
217.1,158318,8,1682,14,3266,105451,268731
218.1,158389,7,1611,14,3265,103313,266592
219.1,158431,4,1569,17,3272,101085,264374
220.1,158509,6,1491,15,3270,98689,261974
221.1,158591,9,1409,11,3264,96147,259422
222.1,158630,8,1370,12,3270,93522,256804
223.1,158692,10,1308,12,3267,90693,253972
224.1,158757,11,1243,12,3273,87727,251012
225.1,158793,10,1207,16,3269,84677,247962
226.1,158860,11,1140,16,3255,81621,244892
227.1,158885,11,1115,18,3249,78447,241714
228.1,158952,12,1048,20,3254,75244,238518
229.1,158976,13,1024,24,3252,72094,235370
230.1,159022,13,978,27,3249,68786,232062
231.1,159058,19,942,37,3251,65612,228900
232.1,159067,18,933,45,3251,62349,225645
233.1,159076,19,924,64,3247,59195,222506
234.1,159155,17,845,79,3249,56046,219374
235.1,159175,24,825,89,3240,53015,216344
236.1,159207,27,793,81,3245,49956,213282
237.1,159242,25,758,98,3239,46969,210306
238.1,159259,27,741,96,3240,44158,207494
239.1,159276,28,724,90,3246,41371,204707
240.1,159310,33,690,90,3248,38876,202214
