"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
67.1,98011,33751,61989,231584,57284,33574,482442
68.1,94507,31835,65493,217986,60633,36895,475514
69.1,91226,29971,68774,203094,63977,40305,467376
70.1,87905,28141,72095,188740,67146,43749,459635
71.1,84737,26398,75263,173945,70203,47131,451279
72.1,81759,24733,78241,159525,73061,50451,443037
73.1,78903,23111,81097,145629,75794,53680,435103
74.1,76252,21489,83748,132813,78294,56844,427951
75.1,73815,20093,86185,119973,80615,59849,420437
76.1,71437,18602,88563,108200,82835,62827,413862
77.1,69283,17299,90717,97607,84892,65692,408191
78.1,67445,16162,92555,88013,86790,68373,403176
79.1,65666,15017,94334,79244,88477,70996,398717
80.1,64135,13957,95865,71547,89999,73471,395017
81.1,62663,13064,97337,64370,91442,75813,391625
82.1,61401,12237,98599,57703,92696,78094,388493
83.1,60280,11440,99720,51378,93823,80255,385456
84.1,59344,10753,100656,45934,94869,82218,383021
85.1,58478,10053,101522,41387,95764,84152,381303
86.1,57711,9429,102289,37247,96613,85994,379854
87.1,57128,8872,102872,34066,97311,87725,379102
88.1,56600,8304,103400,31262,97844,89422,378528
89.1,56186,7890,103814,28491,98337,90926,377754
90.1,55911,7522,104089,25945,98651,92402,376998
91.1,55672,7122,104328,23867,98784,93817,376468
92.1,55624,6787,104376,21910,98894,95140,375944
93.1,55604,6445,104396,20140,98885,96450,375475
94.1,55483,6080,104517,18574,98677,97740,374991
95.1,55644,5869,104356,16917,98428,98823,374168
96.1,55773,5623,104227,15758,97942,99962,373662
97.1,55990,5353,104010,14598,97316,101068,372982
98.1,56236,5066,103764,13732,96536,102123,372391
99.1,56581,4875,103419,12850,95627,103126,371603
100.1,56937,4633,103063,12281,94491,104087,370859
101.1,57326,4418,102674,11663,93210,105000,369873
102.1,57835,4286,102165,10940,91757,105878,368575
103.1,58354,4078,101646,10299,90182,106731,367212
104.1,58921,3919,101079,9634,88222,107561,365417
105.1,59522,3820,100478,9058,86022,108318,363398
106.1,60132,3673,99868,8674,83779,109079,361532
107.1,60807,3544,99193,8473,81232,109823,359528
108.1,61500,3486,98500,8019,78418,110516,356953
109.1,62079,3326,97921,7672,75508,111292,354472
110.1,62832,3219,97168,7212,72445,111966,351623
111.1,63591,3156,96409,6766,69280,112603,348649
112.1,64287,3042,95713,6415,65949,113262,345626
113.1,65165,2986,94835,5990,62808,113867,342665
114.1,65951,2905,94049,5822,59598,114433,339853
115.1,66869,2775,93131,5630,56284,115054,336968
116.1,67785,2712,92215,5393,52996,115628,334017
117.1,68657,2608,91343,5367,49882,116176,331425
118.1,69601,2516,90399,5219,46803,116724,328746
119.1,70526,2435,89474,5144,43824,117265,326233
120.1,71440,2395,88560,4882,40949,117812,323643
121.1,72346,2340,87654,4679,38177,118296,321152
122.1,73273,2318,86727,4495,35510,118738,318743
123.1,74286,2298,85714,4258,33059,119163,316480
124.1,75221,2265,84779,4196,30669,119643,314508
125.1,76226,2200,83774,4103,28482,120134,312719
126.1,77187,2112,82813,3937,26380,120603,310920
127.1,78179,2027,81821,3783,24464,121081,309328
128.1,79169,1988,80831,3714,22756,121485,307955
129.1,80153,1941,79847,3528,21087,121905,306520
130.1,81145,1953,78855,3346,19618,122295,305259
131.1,82217,1928,77783,3300,18265,122687,304252
132.1,83304,1963,76696,3234,16968,123030,303232
133.1,84340,1921,75660,3219,15720,123413,302352
134.1,85187,1827,74813,3190,14634,123867,301691
135.1,86168,1783,73832,3222,13685,124257,301164
136.1,87104,1745,72896,3107,12746,124655,300508
137.1,88132,1689,71868,2992,11859,125032,299883
138.1,89124,1698,70876,2879,10985,125389,299253
139.1,90071,1665,69929,2843,10230,125748,298821
140.1,91096,1632,68904,2817,9527,126090,298434
141.1,92123,1652,67877,2670,8895,126382,297947
142.1,93094,1599,66906,2585,8308,126722,297615
143.1,94045,1546,65955,2576,7785,127077,297438
144.1,95082,1452,64918,2525,7264,127441,297230
145.1,96023,1422,63977,2388,6795,127766,296949
146.1,97043,1386,62957,2369,6418,128068,296855
147.1,97993,1368,62007,2288,6031,128367,296686
148.1,99000,1373,61000,2175,5696,128666,296537
149.1,99965,1372,60035,2228,5415,128945,296588
150.1,100906,1306,59094,2132,5126,129256,296514
151.1,101845,1304,58155,2013,4858,129524,296395
152.1,102874,1297,57126,2068,4641,129777,296486
153.1,103748,1230,56252,2226,4448,130076,296750
154.1,104708,1227,55292,2170,4279,130346,296795
155.1,105656,1224,54344,2076,4127,130602,296805
156.1,106541,1224,53459,1932,4009,130871,296812
157.1,107491,1202,52509,1994,3932,131108,297034
158.1,108412,1204,51588,1835,3848,131361,297044
159.1,109315,1194,50685,1701,3787,131636,297124
160.1,110187,1166,49813,1686,3730,131888,297304
161.1,111114,1131,48886,1666,3694,132128,297488
162.1,112003,1092,47997,1666,3630,132374,297670
163.1,112853,1019,47147,1734,3567,132630,297931
164.1,113692,977,46308,1616,3511,132870,297997
165.1,114518,936,45482,1555,3490,133098,298143
166.1,115383,935,44617,1475,3437,133309,298221
167.1,116347,941,43653,1449,3404,133498,298351
168.1,117212,921,42788,1452,3366,133686,298504
169.1,118029,874,41971,1402,3342,133887,298631
170.1,118921,865,41079,1382,3339,134082,298803
171.1,119768,818,40232,1388,3340,134288,299016
172.1,120604,792,39396,1406,3328,134477,299211
173.1,121423,796,38577,1361,3317,134643,299321
174.1,122239,801,37761,1353,3295,134800,299448
175.1,122999,784,37001,1315,3289,134990,299594
176.1,123846,783,36154,1183,3275,135150,299608
177.1,124598,772,35402,1141,3293,135321,299755
178.1,125362,740,34638,1136,3276,135500,299912
179.1,126097,696,33903,1106,3272,135675,300053
180.1,126866,708,33134,1080,3266,135813,300159
181.1,127568,672,32432,1003,3271,135969,300243
182.1,128341,688,31659,948,3266,136097,300311
183.1,129035,648,30965,970,3257,136249,300476
184.1,129697,636,30303,948,3265,136393,300606
185.1,130353,603,29647,905,3276,136557,300738
186.1,131050,572,28950,835,3271,136700,300806
187.1,131743,571,28257,750,3257,136823,300830
188.1,132405,543,27595,734,3262,136938,300934
189.1,133053,528,26947,720,3256,137041,301017
190.1,133734,495,26266,711,3250,137159,301120
191.1,134399,467,25601,731,3258,137267,301256
192.1,134994,456,25006,677,3251,137364,301292
193.1,135627,454,24373,679,3245,137457,301381
194.1,136239,463,23761,636,3240,137525,301401
195.1,136879,448,23121,678,3244,137612,301534
196.1,137421,435,22579,615,3252,137686,301553
197.1,137969,417,22031,616,3247,137751,301614
198.1,138550,401,21450,572,3237,137807,301616
199.1,139172,388,20828,585,3248,137847,301680
200.1,139773,382,20227,619,3254,137874,301747
201.1,140287,377,19713,635,3252,137890,301777
202.1,140832,364,19168,648,3246,137894,301788
203.1,141366,366,18634,626,3247,137832,301705
204.1,141907,351,18093,624,3236,137781,301641
205.1,142403,370,17597,596,3251,137693,301540
206.1,142948,377,17052,575,3254,137600,301429
207.1,143439,367,16561,537,3244,137487,301268
208.1,143932,378,16068,528,3256,137349,301133
209.1,144396,371,15604,530,3260,137175,300965
210.1,144820,366,15180,557,3258,136911,300726
211.1,145224,351,14776,573,3259,136624,300456
212.1,145659,347,14341,529,3256,136300,300085
213.1,146086,352,13914,536,3237,135929,299702
214.1,146478,348,13522,509,3229,135497,299235
215.1,146841,328,13159,482,3247,135005,298734
216.1,147200,334,12800,485,3254,134434,298173
217.1,147591,324,12409,437,3255,133823,297515
218.1,148022,315,11978,435,3259,133068,296762
219.1,148403,299,11597,451,3251,132224,295926
220.1,148786,285,11214,447,3250,131288,294985
221.1,149118,261,10882,415,3255,130284,293954
222.1,149483,269,10517,437,3251,129160,292848
223.1,149768,264,10232,394,3256,127928,291578
224.1,150088,264,9912,420,3257,126554,290231
225.1,150360,272,9640,406,3276,125088,288770
226.1,150636,263,9364,425,3271,123534,287230
227.1,150938,261,9062,404,3272,121912,285588
228.1,151221,246,8779,391,3264,120087,283742
229.1,151461,242,8539,402,3280,118237,281919
230.1,151745,242,8255,402,3278,116295,279975
231.1,151990,238,8010,377,3274,114214,277865
232.1,152202,234,7798,360,3278,112141,275779
233.1,152491,238,7509,335,3272,109884,273491
234.1,152688,235,7312,349,3271,107648,271268
235.1,152866,239,7134,375,3280,105358,269013
236.1,153105,239,6895,370,3275,102921,266566
237.1,153298,232,6702,406,3268,100400,264074
238.1,153487,232,6513,390,3269,97901,261560
239.1,153661,232,6339,400,3272,95420,259092
240.1,153874,236,6126,400,3278,92863,256541
