"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,10000,0,100,80,0
1.1,9966,32,42,81,0
2.1,9942,50,15,82,0
3.1,9935,55,7,82,0
4.1,9942,57,9,81,0
5.1,9928,57,30,82,0
6.1,9933,59,66,81,0
7.1,9943,69,96,82,0
8.1,9939,81,130,83,0
9.1,9934,109,136,84,0
10.1,9937,133,146,83,0
11.1,9944,158,154,82,0
12.1,9945,184,190,83,0
13.1,9941,212,237,83,0
14.1,9945,246,283,82,0
15.1,9941,283,340,84,0
16.1,9944,336,394,86,0
17.1,9944,384,482,87,0
18.1,9932,433,578,92,1
19.1,9944,487,694,95,1
20.1,9951,571,794,99,1
21.1,9945,652,947,101,1
22.1,9947,726,1116,104,1
23.1,9939,828,1278,104,1
24.1,9930,922,1439,108,1
25.1,9913,992,1627,112,2
26.1,9894,1067,1866,114,4
27.1,9882,1178,2094,120,4
28.1,9885,1309,2369,128,5
29.1,9871,1429,2626,140,7
30.1,9869,1554,2950,155,9
