"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Virions","# Innate Immune Cells","# Specialised Immune Cells"
0.1,160000,0,1920,3200,0
1.1,159418,395,957,3207,0
2.1,159159,577,462,3206,0
3.1,159100,657,282,3215,0
4.1,159018,704,336,3212,0
5.1,159001,721,652,3207,0
6.1,158974,770,1226,3206,0
7.1,159024,887,1849,3207,0
8.1,159077,1067,2431,3212,1
9.1,159071,1345,2879,3214,1
10.1,159075,1640,3310,3212,1
11.1,159090,2024,3721,3213,1
12.1,159075,2394,4372,3224,1
13.1,159080,2843,5219,3221,2
14.1,159070,3260,6350,3228,2
15.1,159118,3781,7703,3222,2
16.1,159123,4415,9278,3219,4
17.1,159120,5104,11122,3227,8
18.1,159093,5897,13375,3247,10
19.1,159016,6784,15941,3244,10
20.1,159079,7824,18607,3241,10
21.1,159059,8930,21747,3254,14
22.1,159057,10127,25426,3293,20
23.1,159010,11347,29594,3338,29
24.1,158922,12643,34037,3368,34
25.1,158744,13986,39034,3399,41
26.1,158624,15399,44459,3444,49
27.1,158471,17055,50553,3501,60
28.1,158382,18834,57465,3574,71
29.1,158334,20716,64869,3654,84
30.1,158201,22642,73155,3755,96
31.1,158048,24598,82057,3918,111
32.1,157793,26596,91446,4103,136
33.1,157534,28644,101417,4300,162
34.1,157182,30592,112131,4568,192
35.1,156798,32755,123027,4864,232
36.1,156255,34880,134441,5226,289
37.1,155753,36958,145960,5667,354
38.1,155153,39023,158017,6176,441
39.1,154395,41124,170034,6778,549
40.1,153703,43129,182498,7445,679
41.1,152925,45066,194398,8233,848
42.1,151902,46866,206481,9181,1061
43.1,150692,48496,218758,10321,1336
44.1,149323,49983,230529,11635,1665
45.1,147819,51397,241422,13126,2071
46.1,146245,52770,251672,14876,2590
47.1,144500,53891,261047,16975,3241
48.1,142484,54684,269485,19339,4024
49.1,140198,55272,276653,22100,5005
50.1,137672,55467,282693,25303,6251
51.1,134819,55344,287260,28930,7777
52.1,131725,54899,290239,32890,9557
53.1,128263,54164,291822,37383,11773
54.1,124573,52930,290579,42227,14387
55.1,120537,51201,287697,47557,17389
56.1,116181,49241,282021,53099,20834
57.1,111499,46769,273837,58964,24753
58.1,106594,44126,262999,64887,28990
59.1,101755,41253,249755,70824,33457
60.1,96871,38253,235048,76853,38276
61.1,92018,35092,218751,82600,43186
62.1,87350,32057,200907,88052,48150
63.1,82677,28792,183418,93014,53196
64.1,78344,25795,164602,97600,58168
65.1,74391,23065,146932,101715,62826
66.1,70786,20385,129423,105481,67244
67.1,67630,18148,113148,108776,71342
68.1,64788,16141,98041,111712,75326
69.1,62337,14349,84593,114274,78881
70.1,60143,12671,72681,116506,82159
71.1,58364,11297,61915,118504,85137
72.1,56854,10083,52882,120134,87864
73.1,55555,9099,44824,121544,90332
74.1,54583,8116,38165,122846,92597
75.1,53775,7320,32761,123959,94637
76.1,53193,6610,28088,124898,96509
77.1,52733,5980,24054,125667,98216
78.1,52535,5494,20664,126323,99748
79.1,52356,5038,18027,126839,101236
80.1,52375,4673,15620,127251,102527
81.1,52467,4338,13594,127640,103748
82.1,52601,3995,11867,127947,104883
83.1,52964,3727,10690,128124,105894
84.1,53340,3449,9591,128156,106883
85.1,53811,3208,8628,128136,107820
86.1,54320,2968,7882,127935,108674
87.1,54846,2782,7172,127590,109509
88.1,55510,2634,6483,127197,110225
89.1,56255,2496,5889,126591,110894
90.1,56897,2346,5416,125886,111551
91.1,57644,2171,4994,124981,112234
92.1,58475,2039,4544,123827,112846
93.1,59412,1974,4163,122478,113378
94.1,60231,1874,3889,120846,113888
95.1,61127,1776,3606,118894,114366
96.1,62041,1671,3335,116615,114872
97.1,63065,1603,3093,113971,115298
98.1,64005,1527,2962,111037,115740
99.1,64986,1428,2827,107720,116149
100.1,66016,1368,2664,103931,116502
101.1,67034,1308,2533,99898,116852
102.1,68079,1252,2371,95421,117209
103.1,69060,1229,2289,90750,117534
104.1,70168,1174,2223,85780,117880
105.1,71166,1106,2085,80455,118231
106.1,72265,1085,1975,74948,118525
107.1,73331,1020,1928,69348,118820
108.1,74384,958,1832,63804,119123
109.1,75533,917,1735,58303,119378
110.1,76701,909,1663,53093,119611
111.1,77708,852,1608,48217,119868
112.1,78817,833,1562,43579,120091
113.1,79912,818,1498,39179,120319
114.1,80990,798,1452,35184,120543
115.1,82021,771,1398,31513,120759
116.1,83134,752,1380,28261,120943
117.1,84275,687,1353,25417,121158
118.1,85322,683,1296,22806,121340
119.1,86424,670,1273,20517,121509
120.1,87449,695,1195,18436,121690
121.1,88525,678,1159,16683,121855
122.1,89578,663,1057,15100,122042
123.1,90616,622,1012,13717,122249
124.1,91678,581,1003,12462,122419
125.1,92723,584,976,11417,122552
126.1,93778,540,1005,10420,122712
127.1,94873,524,977,9521,122854
128.1,95952,508,959,8725,123002
129.1,96998,507,913,7998,123134
130.1,98055,502,864,7403,123253
131.1,99111,484,846,6882,123386
132.1,100125,466,830,6352,123516
133.1,101137,447,816,5870,123649
134.1,102155,429,773,5447,123778
135.1,103138,417,720,5101,123904
136.1,104120,398,689,4802,124030
137.1,105080,397,637,4556,124136
138.1,106089,370,622,4306,124242
139.1,107150,355,623,4095,124335
140.1,108065,335,599,3919,124438
141.1,109004,313,603,3752,124535
142.1,110052,319,563,3654,124621
143.1,110989,315,559,3586,124707
144.1,111946,296,558,3529,124795
145.1,112868,289,535,3487,124881
146.1,113817,297,527,3428,124952
147.1,114741,301,524,3385,125021
148.1,115712,290,500,3338,125111
149.1,116586,287,486,3290,125184
150.1,117519,268,473,3246,125258
151.1,118423,257,450,3208,125338
152.1,119277,240,454,3206,125412
153.1,120215,250,430,3212,125477
154.1,121045,250,408,3209,125539
155.1,121848,258,372,3210,125609
156.1,122700,254,390,3211,125668
157.1,123553,241,381,3211,125736
158.1,124389,230,368,3208,125808
159.1,125180,216,358,3212,125872
160.1,126022,216,344,3212,125932
161.1,126818,201,309,3217,125997
162.1,127620,186,276,3218,126062
163.1,128412,173,244,3215,126123
164.1,129222,156,247,3218,126164
165.1,129992,160,258,3214,126199
166.1,130728,150,259,3211,126251
167.1,131466,134,261,3214,126296
168.1,132124,127,214,3215,126336
169.1,132853,121,202,3223,126369
170.1,133526,117,193,3226,126399
171.1,134166,110,176,3223,126436
172.1,134856,108,166,3235,126465
173.1,135534,98,171,3228,126494
174.1,136184,91,152,3234,126523
175.1,136858,99,146,3227,126546
176.1,137457,96,151,3225,126572
177.1,138089,91,143,3227,126601
178.1,138806,85,139,3225,126628
179.1,139400,84,139,3220,126647
180.1,139993,77,148,3226,126676
181.1,140546,72,132,3216,126696
182.1,141048,76,118,3212,126711
183.1,141596,72,108,3206,126722
184.1,142180,69,100,3220,126736
185.1,142685,61,93,3217,126740
186.1,143166,57,94,3216,126739
187.1,143635,52,89,3209,126746
188.1,144137,53,80,3220,126740
189.1,144623,53,81,3208,126725
190.1,145108,57,83,3208,126708
191.1,145537,48,81,3211,126701
192.1,145977,39,86,3203,126690
193.1,146425,44,68,3209,126658
194.1,146815,42,66,3215,126614
195.1,147228,47,64,3207,126567
196.1,147636,37,55,3205,126510
197.1,148004,35,53,3208,126412
198.1,148363,30,50,3205,126324
199.1,148729,26,44,3206,126213
200.1,149068,21,52,3209,126063
201.1,149391,22,39,3204,125908
202.1,149718,22,31,3209,125696
203.1,150033,21,23,3212,125426
204.1,150353,21,24,3214,125074
205.1,150697,19,28,3213,124684
206.1,150984,17,33,3207,124248
207.1,151276,16,37,3215,123726
208.1,151550,14,30,3215,123133
209.1,151781,17,25,3208,122482
210.1,152014,13,24,3216,121658
211.1,152299,14,26,3209,120756
212.1,152544,14,22,3218,119753
213.1,152779,12,29,3219,118696
214.1,153017,13,28,3220,117449
215.1,153209,16,19,3220,116065
216.1,153417,15,16,3219,114624
217.1,153614,13,19,3229,112945
218.1,153835,12,19,3227,111092
219.1,154002,10,19,3227,109163
220.1,154155,10,17,3226,107040
221.1,154349,9,17,3224,104825
222.1,154529,11,17,3222,102500
223.1,154690,9,18,3213,99965
224.1,154876,11,16,3226,97386
225.1,155015,13,12,3226,94582
226.1,155182,16,14,3224,91642
227.1,155333,15,19,3219,88717
228.1,155465,15,24,3220,85725
229.1,155584,13,21,3218,82588
230.1,155707,17,15,3214,79355
231.1,155827,18,19,3222,76209
232.1,155962,17,24,3222,72905
233.1,156076,15,36,3217,69756
234.1,156183,17,37,3216,66583
235.1,156289,24,36,3211,63491
236.1,156413,27,32,3210,60457
237.1,156516,28,29,3212,57410
238.1,156636,26,28,3205,54400
239.1,156745,23,37,3206,51611
240.1,156857,23,42,3212,48827
